Région,Département,Commune,Nom du festival,Début,Fin,Genre,Site web,Téléphone,,Texte,"Lon,Lat",Nom,Fonction,Citation
Centre-Val de Loire,Indre,Obterre,Festival « Rencontres Musicales de Jaugette »,19/07/2019,21/07/2019,Musique,jaugette.com,02 54 28 20 28,Clarisse MATHIEU  03 81 57 13 29 // 06 78 49 37 35 https://www.berryprovince.com/agenda/festival-rencontres-musicales-de-jaugette-obterre/ jaugette.com,"A la réserve zoologique de la Haute-Touche, la thématique ""Nature, animaux et musique"" se décline pour cinq concerts mais également de la danse et du théâtre. Pierre et le Loup de Prokofiev sera proposé en représentation théâtrale et musicale. Un récital ""la nature russe"" de Julia Korpatcheva, accompagnée de la pianiste du Bolchoï, Katerina Vacheruk, fera entendre Tchaïkovski et Rimski-Korsakov. En clôture, Le Carnaval des animaux de Camille Saint-Saëns est prévu.
","1.025219,46.878514",,,
Centre-Val de Loire,Loir-et-Cher,Talcy,La clé des portes ,24/07/2019,28/07/2019,Musique,lacledesportes-festival.com,06 36 91 81 89,,"Sept concerts ayant pour thème ""rencontres"" sont prévus, au Château de Talcy, à l'église de mer et, nouveauté cette année, au Clos du tilleul. Les ""Five o'clock concerts"" sont des concerts courts programmés l'après-midi pour découvrir de jeunes artistes et échanger après leur prestation. Sont notamment invités cette année : l’ensemble Renaissance Alta Capella, le choeur synodal de Moscou, le pianiste François-Frédéric Guy et Ouranos, un jeune ensemble français d'instruments à vent. Des artistes venant du Japon, d'Angleterre, d'Allemagne sont également attendus.","1.405735,47.743761",,,
Centre-Val de Loire,Loir-et-Cher,Vendôme,Promenades photographiques ,15/06/2019,01/09/2019,Photo / Art contemporain,promenadesphotographiques.com,02 54 72 02 47,,"A Vendôme et à Thoré-la-Rochette 24 expositions sont présentées dans 9 lieux sur le thème de ""l’éloge de la lenteur"". Le public est invité à apprécier la nécessité de la lenteur dans le processus créatif. Parmi les artistes de cette édition, Payram présente Syrie : métal, savon, pierre et Florence Joubert dans Gardiens du temps essaye de comprendre la relation des météorologues au temps. ","1.019405,47.758676",,,
Corse ,Haute-Corse,Lama,Festival du film de Lama,30/07/2022,05/08/2022,Cinéma,festilama.org,04 95 48 21 60,,"Cette édition sera dédiée à Agnès Varda. Trois sites de projection sont installés en plein air pour les soirées, tandis qu'une salle de cinéma déroule une programmation de documentaires dans la journée, dont Island Road de Francescu Artily et L’île de Babel (titre provisoire) d’Anne de Giafferri. Deux nouveautés cette année : une Compétition de longs métrages et une consacrée aux courts métrages des îles méditerranéennes, avec un jury composé de la réalisatrice Claire Burger et des acteurs Laurent Gamelon et Cédric Appietto. MAIL ENVOYE","9.125806,42.558444",,,
Corse ,Corse-du-Sud,Ajaccio,Jazz in Aiacciu,26/06/2022,02/07/2022,Musique,jazzinaiacciu.com,04 95 51 45 44 orga / 04 95 51 53 03 billeterie office tourisme,06 21 71 07 76,"Tous les concerts ont lieu au théâtre de verdure du Casone. Avishai Cohen, accompagné du pianiste Elchin Shirinov et du batteur Roni Kaspi ainsi que Roberto Fonseca avec les musiciens Ruly Herrera et Yandy Martinez font partie des artistes invités. Les deux concerts du premier soir sont gratuits.","8.585567,41.873882",,,
Corse ,Haute-Corse,Calvi,Calvi on the rocks ,08/07/2022,12/07/2022,Musique,calviontherocks.com,,,"De la Plage In Casa jusqu’au pied de la Citadelle, la baie de Calvi  Pépite, Aya Nakamura, Vladimir Cauchemar et Møme sont notamment attendus. DEMANDE ACCES PRESSE FAITE SUR LE SITE. ILS ONT ENVOYE MAIS C4EST POUR 2019","8.706373,42.515112",,,
Corse ,Haute-Corse,Patrimonio,Les Nuits de la guitare ,17/07/2022,24/07/2022,Musique,festival-guitare-patrimonio.com,04 95 37 12 15,,"Au théâtre de Verdure de Patrimonio, la guitare est à l'honneur, mais pas que ! Deux concerts sont prévus chaque soir avec notamment King King, Selah Sue, Juliette Armanet, Texas, Rodrigo y Gabriela, Dutronc & Dutronc, Axel Bauer et Francis Cabrel. ","9.321247,42.690595",,,
Corse ,Haute-Corse,Brando,Les Nuits du piano d'Erbalunga ,28/07/2019,05/08/2019,Musique,lesnuitsdupianoerbalunga.fr,06 20 25 23 10,,"Quatre soirs de concerts classiques sont proposés dans le théâtre de Verdure du petit village d'Erbalunga. Le concert d'ouverture se tiendra au Palais des gouverneurs de Bastia avec le pianiste Miroslav Kultyshev qui jouera Liszt, Schumann et Debussy. MAIL ENVOYE","9.414035,42.7526731",,,
Corse ,Haute-Corse,Saint-Florent,Porto Latino ,05/08/2022,08/08/2022,Musique,portolatino.fr,,presse@portolatino.fr,"Quatres soirées musicales sont programmées au coeur du golfe de Saint-Florent avec La Yegros, Patrick Bruel, Woodkid, Mika...","9.22872,42.662455",,,
Corse ,Haute-Corse,Pioggiola,Rencontres internationales de théâtre en Corse ,18/07/2022,13/08/2022,Théâtre / Arts de la rue / Cirque,ariacorse.net,04 95 61 93 18,,"Les équipes artistiques se réunissent d'abord pendant trois semaines, avant de présenter le fruit de leur travail dans les villages du Giussani, au cœur du parc naturel régional de Corse. Parmi les pièces proposées cette année, on retrouve des oeuvres classiques avec l'Antigone de Sophocle ou La Cerisaie d’Anton Tchekhov et des oeuvres contemporaines avec notamment La Terre des Seigneurs de Xavier Culioli. MAIL ENVOYE","8.9189149,42.4907979",,,
DOM-TOM,Martinique ,Tartane,Zwel Bawoudè,02/07/2022,,Autres,,,,La course explore la Presqu’île de la Caravelle et propose deux parcours différents de 16 ou 23 kilomètres pour les plus expérimentés. ,"-61.0214997,14.6976026",,,
DOM-TOM,Ile de la réunion ,Saint-Gilles ,Grand Boucan,26/06/2022,,Autres,https://ile-de-la-reunion.net/events/grand-boucan/,,,"Artistes de rues, danseurs et danseuses, chars, le carnaval investit les rue de Saint-Gilles. Le roi Dodo, véritable icône de l'île, est à l'honneur lors des défilés colorés. A la tombée de la nuit, les feux d'artifice retentissent et le roi Dodo est incendié sur la plage des Roches Noires, dans une ambiance festive.
","55.2164421,-21.066226",,,
DOM-TOM,Guadeloupe ,,Festival International du Zouk,20/07/2019,25/08/2019,Danse,festivalduzouk.net,,,"Concours de chant et de danse, concerts ou encore expositions sont prévues autour du thème ""réconciliation"". A noter : le festival a également lieu en Martinique du 21 au 30 juin. MAIL ENVOYE POUR EDITION 2022","-61.8468,15.742032",,,
DOM-TOM,Polynésie française,Tahiti ,Heiva i Tahiti,04/07/2019,20/07/2019,Danse,heiva.org,,,"Le chant et la danse traditionnels sont à l'honneur avec l'organisation de concours qui départagent les meilleurs dans leur discipline. Les compétitions sont ouvertes aux professionnels, comme aux amateurs. MAIL POUR AVOIR DATES ET QQS ELEMENTS","-149.6209205,-17.8803348",,,
Europe,Portugal ,Idanha-a-Nova,Boom Festival,22/07/2022,29/07/2022,Autres,boomfestival.org,,,"La musique, accoustique et électronique, sans frontières, s'installe sur quatre grandes scènes principales et d'autres plus modestes. Sur le ""Dance Temple"" cinq journées sont prévues et autant de thématiques qui sont le fil rouge de la programmation : the awakening dance (la danse de l'éveil), the seduction of the senses (la tentation des sens), the art of transformation (l'art de la transformation), horizons of consciousness (les horizons de la conscience), the abundance of being (l'abondance de l'être).  ","-7.3269109,39.7834067",,,
Europe,Portugal ,Porto ,Trace Made in Africa,24/06/2022,26/06/2022,Musique,www.tracemadeinafrica.com,,,"Première édition pour ce festival qui prévoit trois jours pour célébrer les musiques et les cultures afro-urbaines. Sur les rives du Douro, les artistes défilent. Parmi eux, Stonebwoy, Yemi Alade, Mr Eazi, Admiral T, Kriol Kings feat.Nelson Freitas et Djodje, Tayc, TXC, Busiswa et Spice.","-8.656973,41.1621376",,,
Europe,Écosse ,Édimbourg,Edinburgh International Festival,02/08/2019,26/08/2019,Théâtre / Arts de la rue / Cirque,eif.co.uk,,,"La programmation est pluridisciplinaire pour ce festival qui se targue de convier des formations artistiques internationales. Parmi les spectacles proposés, Manon Lescaut de Puccini est présenté par l'Opéra allemand de Berlin sous la direction Donald Runnicles, au Usher Hall. ","-3.3330187,55.8904228",,,
Europe ,Suisse,Neuchâtel,Festival international du film fantastique ,05/07/2019,13/07/2019,Cinéma,nifff.ch,00 41 32 730 50 31,,"Le cinéma indépendant fantastique venu d'Amérique ou d'Europe se donne rendez-vous. Knives and Skin de Jennifer Reeder (Etats-Unis), Riot girls de Jovanka Vuckovic (Canada), Swoon de Måns Mårlind (Suède) ou Les Fauves de Vincent Mariette (France) figurent parmi les films projetés. ","6.89341,46.9254",,,
Europe ,Suisse,Locarno,Locarno Festival,07/08/2019,17/08/2019,Cinéma,pardolive.ch,00 41 91 756 21 21,,La 72è édition du festival remet le prix de l'Excellence à l'acteur sud-coréen Song Kang-ho. Le programme complet des films en compétition sera dévoilé le 25 juillet. ,"8.74957,46.14359",,,
Europe ,Suisse,Montreux,Montreux Jazz Festival,28/06/2019,13/07/2019,Musique,montreuxjazzfestival.com,00 41 21 966 44 44,,"A l'auditorium Stravinski les icônes internationales comme Elton John, Janet Jackson ou encore Joan Baez et Sting se succèdent. Le Montreux Jazz Club programme quant à lui Melody Gardot, Chick Corea, Amadou et Mariam, Kimberose, Yann Tiersen... ","6.83943,46.4059501",,,
Europe ,Suisse,Sierre,Sierre Blues Festival,13/06/2019,15/06/2019,Musique,sierreblues.ch,,,"Les sons blues sont au coeur de ce festival qui convoque des musiciens internationaux. La première soirée débute avec la chanteuse suisse Manu Hartmann et The City Blues Band, elle se poursuit avec Kyla Brox, une voix venue du Royaume-Uni, et se termine avec le groupe américain Southern Avenue.","7.42924,46.2459401",,,
Europe ,Belgique,Dour,Dour festival,10/07/2019,14/07/2019,Musique,dourfestival.eu,,,"Enorme capacité d'accueil pour ce festival dont les sept scènes peuvent rassembler pas moins de 63.000 personnes ! Côté musique, il y en aura pour tous les goûts avec du reggae, du hip-hop, du rock, de l'électro, du drum’n’bass, de la techno, de la deep house, du dubstep, de la soul, du RnB ou encore du swing et de la musique indie. ","3.7249899,50.35314",,,
Europe ,Suisse,Locarno,Moon And Stars,11/07/2019,21/07/2019,Musique,moonandstars.ch,,,"La piazza Grande se transforme pour neuf soirées de concerts avec notamment Jamiroquai, Eros Ramazzotti, Stephan Eicher et Liam Gallagher. ","8.74957,46.14359",,,
Europe ,Allemagne ,Freiburg im Breisgau,Sea You Festival,13/07/2019,14/07/2019,Musique,seayou-festival.de,,,"Quatre des sept scènes ont une vue direct sur le lac Tunisee, pour profiter de la musique house et techno avec les pieds (presque) dans l'eau. Marcus Meinhardt, Amelie Lens, Sam Paganini, Klaudia Gawlas et Sven Väth sont parmi les artistes attendus. ","7.6620078,47.9035775",,,
Europe ,Espagne,Benicàssim,Festival International de Benicàssim,18/07/2019,21/07/2019,Musique,fiberfib.com,,,"Située sur la côte entre Valence et Barcelone, la station balnéaire propose des concerts d'un grand nombre d'artistes des scènes pop, rock et électro. Lana del Rey, Fatboy Slim, Franz Ferdinand, Jess Glynne, Belako et Marina sont notamment attendus.","0.0288217,40.0157431",,,
Europe ,Suisse,Verbier,Verbier festival,18/07/2019,03/08/2019,Musique,verbierfestival.com,0041 21 925 90 60,,"Une cinquantaine de concerts sont prévus pour ce festival de musique classique qui accueille les grands maîtres comme la nouvelle génération émergente. Les violonistes Joshua Bell et Renaud Capuçon ainsi que les pianistes Daniil Trifonov et Arcadi Volodos sont présents.
","7.2080876,46.0886017",,,
Europe ,Suisse,Saint-Ursanne,Piano à Saint-Ursanne,02/08/2019,11/08/2019,Musique,crescendo-jura.ch,,https://www.crescendo-jura.ch/Medias/Dossier-de-presse,"Dans le cloître de la collégiale, le fil rouge ""Autour de Beethoven"" se déploie. Le pianiste Giovanni Bellucci, invité d'honneur de cette édition, ouvre le bal en interprétant deux sonates du compositeur à l'honneur, la Marche funèbre et le Claire de lune, mais également des oeuvres de Liszt et Chopin. ","7.09636,47.3507001",,,
Europe ,Hongrie,Budapest,Sziget Festival,07/08/2019,13/08/2019,Musique,szigetfestival.fr,,Océane Le Guern / oleguern@aya-communciation.fr / 07 67 57 06 27Fleuriane Azevedo / fazevedo@aya-communciation.fr / 07 86 49 96 54,"La programmation éclectique fait vibrer l’île d’Obudai, dans le centre de Budapest. Jain, The Blaze et Fakear figurent parmi les têtes d'affiche attendues. Une scène spéciale est mise en place pour mettre en lumière les artistes émergents européens avec notamment le groupe tchèque Pipes and Pint, les hongrois de Mongooz and the Magnet et le collectif hollandais Jungle by Night. Le Colosseum accueille quant à lui les notes de la musique électronique.","18.9261011,47.349415",,,
Europe ,Suède,Göteborg ,Way Out West,08/08/2019,10/08/2019,Musique,wayoutwest.se,,,"Les cinq scènes de Slottsskogen, un grand parc en centre ville, proposent des concerts dès la matinée jusque tard le soir. De nombreux artistes de renommée internationale se retrouvent dont The Cure, Neneh Cherry, The Blaze, Stereolab, Solange et Christine and the Queens.","11.594357,57.5389291",,,
Europe ,Belgique,Kiewit,Pukkelpop,15/08/2019,18/08/2019,Musique,pukkelpop.be,,,"La scène alternative se rassemble pour trois jours de concerts pop, rock, house et électro. La DJ belge Amelie Lens, les chanteuses anglaises Charli XCX et Anne-Marie, les écossais de Franz Ferdinand et le groupe américain Good Charlotte font partie de la programmation.","5.3400826,50.9553618",,,
Europe ,Espagne,Benicàssim,Rototom Sun Splash,16/08/2019,22/08/2019,Musique,rototomsunsplash.com,,,"Les stars de la scène reggae internationale comme Israel Vibration, Bushman, Ziggy Marley et The Abyssinians sont accueillies sur la scène principale. Pendant la journée, le festival offre des espaces culturels largement influencés par la thématique ""Stand up for Earth"" (""Défendre la planète""). Ils proposent des activités manuelles, du yoga, de la danse, des lectures etc.","0.0288217,40.0157431",,,
Europe ,Suisse,Montreux,Septembre musical,01/09/2019,09/09/2019,Musique,septmus.ch,00 41 21 962 80 05,,"La Russie est à l'honneur de cette 74è édition. A l'auditorium Stravinski de Montreux, L'orchestre du Théâtre Mariinsky jouera Prokofiev, Rachmaninov et Tchaïkovski, sous la direction de Valery Gergiev. Le temple Saint-Martin à Vevey accueillera le choeur saint-pétersbourgeois du collège Glinka.","6.83943,46.4059501",,,
Europe ,Italie ,Venise,Festival international de théâtre,28/08/2019,07/09/2019,Cinéma,labiennale.org,,,"Le festival, organisé par la biennale de Venise, propose un programme varié de représentations et de rencontres. Le focus de cette édition s'attache à mettre en lumière les différents types de dramaturgie et de dramaturges. Parmi les temps forts, le metteur en scène Jetse Batelaan présentera War and The Story of the story au théâtre Goldoni.","12.1668278,45.2311119",,,
Europe ,Suisse,Lausanne,Festival de la Cité,09/07/2019,14/07/2019,Danse,festivalcite.ch,00 41 21 311 03 75,,"Spectacle vivant et musique ponctuent l'événement. Le spectacle de danse A  mon  seul  désir de  Gaëlle  Bourges est notamment présenté. Sur la scène de la Châtelaine, à côté du Château Saint-Maire, la pièce dévoile un questionnement sur le rapport à la virginité et à la nudité du corps des femmes, autour des tapisseries de La  Dame  à  la  licorne.","6.5841499,46.45463",,,
Europe ,Suisse,Nyon,Paléo festival Nyon ,17/07/2018,22/07/2018,Musique,yeah.paleo.ch,0041 22 365 10 10,,QUASI Complet 2019,"6.20566,46.36021",,,
Grand-Est,Marne,Reims ,La Magnifique Society ,24/06/2022,26/06/2022,Musique,lamagnifiquesociety.com,03 26 36 72 40,,"Le Parc de Champagne accueille The Smile, PNL, Juliette Armanet, Clara Luciani, Fishback, Courtney Barnett, Remi Wolf, Herbie Hancock, Lune. ","3.98604,49.2039281",,,
Grand-Est,Marne,Reims,Les flâneries musicales de Reims,16/06/2022,08/07/2022,Musique,flaneriesreims.com,03 26 36 78 00,33 (0)6 14 32 77 43 Hélène Segré,"La soirée d'ouverture dans la basilique Saint-Rémi est assurée par la compagnie La Tempête qui interprète Les Vêpres de Monteverdi sous la direction de Simon-Pierre Bestion. Les ""Petits flâneurs"" est la programmation consacrée au jeune public pour les sensibiliser au spectacle vivant. A noter, un concert pique-nique au Parc de Champagne le samedi 16 juillet.","3.98604,49.2039281",,,
Grand-Est,Bas-Rhin,Wolfisheim,Wolfijazz,22/06/2022,26/06/2022,Musique,wolfijazz.com,,,"Au fort Kleber, les concerts du week-end sur la scène des douves sont en accès libre tandis que la scène de l’esplanade propose des concerts payants les soirées précédentes. Kimberose, Melody Gardot, Popa Chubby, Florin Niculescu, Daniel Zimmermann et Panam Panic font partie des artistes invités. ","7.648498,48.562561",,,
Grand-Est,Moselle,Metz,Constellations de Metz,23/06/2022,03/09/2022,Musique,constellations-metz.fr,,,"Les arts numériques sont à l'honneur. Deux idées principales influencent cette édition : les cinquante ans du premier pas de l’Homme sur la lune et la volonté de suivre la présence de l’eau. Trois parcours artistiques sont à découvrir dans la ville :  le parcours nocturne « Pierres numériques » et deux parcours en journée, « Street art » et « Art et jardins ». Des expositions, des concerts, des performances et des spectacles sont également prévus. 9/05 ABSOLUMENT RIEN SUR LE SITE. NI CONTACT. RETOURNEZ VOIR","6.136002,49.06085",,,
Grand-Est,Meurthe-et-Moselle,Nancy,Nancyphonies,29/06/2019,01/09/2019,Musique,nancyphonies.net,03 83 96 43 24,,"La musique classique est célébrée dans les grands salons de l'hôtel de ville, au kiosque de la pépinière, à l'église Saint-Fiacre ou encore au centre culturel de Seichamps. Parmi les concerts proposés, le pianiste Grigory Sokolov interprète Beethoven et Brahms, et une soirée piano 4 mains est consacrée à Schubert avec Hans-Peter et Volker Stenzl. MAIL ENVOYE","6.134241,48.666865",,,
Grand-Est,Bas-Rhin,Neuve-Eglise,Décibulles,08/07/2022,10/07/2022,Musique,decibulles.com,03 88 57 13 55,,"Bières et concerts sont au programme des festivités. Pas moins de 40 sortes, servies à la pression artisanales, ont été sélectionnées. Elle sont disponibles dans les 5 bars du festival : Chez Régine, Chez Gilles, Chez Lulu, S’schenste Tàl et un nouveau bar dédié aux bières de caractères. Côté musique, sont notamment attendus : Selah Sue, Woodkid, Parov Stellar, Niska, The Stranglers, La Femme, Vitalic, Pales, Maeva, Naya Ali, .","7.2836161,48.30849",,,
Grand-Est,Haut-Rhin,Pays de Rouffach,Musicalta,22/07/2022,09/08/2022,Musique,musicalta.com,03 89 47 59 93,,"Une édition sous le signe des ""goûts réunis"", clin d'oeil à l'oeuvre du compositeur François Couperin. La diversité musicale est donc à l'honneur avec en ouverture Heitor Villa-Lobos par le pianiste Wilhem Latchoumia. La musique des films de Miyazaki composée par Joe Hisaichi est interprétée par l'ensemble The Grissini Project. Les deux cycles des 24 préludes et fugues de Bach sont jouées par le pianiste Benoît Tourette.
","7.2867490197085,47.9444510197085",,,
Grand-Est,Haut-Rhin,Colmar,Foire aux vins d'Alsace,22/07/2022,31/07/2022,Musique,foire-colmar.com,03 90 50 50 50,,C'est le mariage des sons et du vin. Pas moins de 350 exposants sont présents dont près de 80% sont issus de la région. Le rassemblement propose aussi de la musique avec des concerts tous les soirs. Sont notamment invités : MAIL ENVOYE POUR INFOS SUR LES VINS,"7.3155359,48.040906",,,
Grand-Est,Haute-Marne,Langres,Le Chien à plumes,05/08/2022,07/08/2022,Musique,chienaplumes.fr,03 25 88 78 82,,"Chanson, hip-hop, rumba, électro, afro funk, percussion, reggae, techno, transe et rock sont programmés au Lac de Villegusien. Zoufris Maracas, Eddy de Pretto, BAGUARRE, La Perla, Tryo, KIKESA sont notamment attendus. A noter : la soirée concert gratuite ""tremplin Grand Est"" pour laquelle trois groupes ont été présélectionnés MAIL ENVOYE POUR SAVOIR SI C'EST BIEN EDITION 2022","5.294154,47.827153",,,
Grand-Est,Bas-Rhin,La Petite-Pierre,Au grès du jazz,06/08/2022,14/08/2022,Musique,festival-augresdujazz.com,03 88 01 49 59,Valentine Wurtz 0)3 88 01 49 59,"Artistes de renommée internationale et jeunes pousses se retrouvent. Le ""IN"" s'installe Place du chateau et programme notamment El Comité, le Richard Bona, Alfredo Rodriguez, Fatoumata Diawara, Lúcia De Carvalho, Django All Stars, Stacey Kent, Rhoda Scott. Le ""OFF"" propose quant à lui des concerts gratuits dans plusieurs lieux de la ville, dont le jardin des paiens.","7.287437,48.8398409",,,
Grand-Est,Haut-Rhin,Mulhouse,Météo,23/08/2022,27/08/2022,Musique,festival-meteo.fr/,03 89 45 36 67,,"Le festival Météo est baptisé ainsi en référence au caractère imprévisible des sons qui le composent : la musique improvisée, expérimentale et créative mais aussi plus ""classique"" avec du rock, de l’électro et du jazz. Vincent Courtois au violoncelle, Daniel Erdmann au saxophone et Robin Fincker au saxo toujours et à la clarinette ouvrent le bal à Motoco, la friche industrielle où se tiennent les concerts en soirée. A noter, des workshops d’improvisation et des ateliers pour enfants sont aussi proposés. ","7.282521,47.721896",,,
Grand-Est,Ardennes,Charleville-Mézières,Cabaret Vert,22/08/2019,25/08/2019,Musique,cabaretvert.com,03 24 36 12 68,,"Deux scènes principales sont consacrées à la programmation grand public avec notamment Patti Smith, Orelsan, Angèle, Roméo Elvis et Gaëtan Roussel. L'espace ""Greenfloor"", accueille quant à lui les meilleurs DJs pour enflammer la piste. Maya Jane Coles, The Black Madonna, Peggy Gou, AZF, La Fleur, Kampire, Kenny Dope et Robert sont attendus. Un dernier lieu propose des concerts de rock indé :The murder capital, Kelley Stoltz, The Chats, Bodega, Birds in row et Rendez vous font partie des artistes invités.  la musique, il propose aussi un festival BD, une proposition cinématographique et des arts de rue ! j'ai des éléments par Lara Orsal, mais j'ao demandé précision sur les scènes et sur la prog hors musique. ","4.675811,49.732804",,,
Grand-Est,Meurthe-et-Moselle,Pont-à-Mousson,La Mousson d'été,23/08/2022,29/08/2022,Musique,meec.org,03 83 81 20 22,Isabelle Muraour / 01 43 73 08 88 / 06 18 46 67 37,"L’Abbaye des Prémontrés se transforme en scène de théâtre pour accueillir des pièces contemporaines. Le matin, une «université d’été» des ateliers de formation qui permettent de découvrir ou approfondir des textes dramatiques. L’après-midi, des lectures, mises en espace, rencontres et débats sont organisés. Les représentations Desperado de Ton Kas et Willem de Wolf, Rapport sur moi de Grégoire Bouillier et In-Two par la Compagnie Tandaim seront jouées en soirée. DP DEMANDE PAR MAIL","6.004827,48.8907979",,,
Grand-Est,Marne,Châlons-en-Champagne ,Furies ,07/06/2022,11/06/2022,Théâtre / Arts de la rue / Cirque,furies.fr,03 26 65 90 06,Anne Lacombe  06 07 04 15 94,"La ville se transforme en scène ouverte avec comme objectifs le soutien à la création contemporaine et la découverte de jeunes talents. Vingt-trois compagnies sont accueillies, la plupart de théâtre de rue et de cirque mais aussi une de et une de marionnette. Presque tous les spectacles proposés sont gratuits. La Compagnie ALixM présente Brèches ou faute de révolution nous appuierons sur la ville, une création à la recherche de l'espoir en face d'un monde qui s'effondre. ","4.329561,48.929994",,,
Grand-Est,Meuse,Bar-le-Duc,RenaissanceS,05/07/2019,07/07/2019,Théâtre / Arts de la rue / Cirque,festivalrenaissances.fr,03 29 79 32 65,,"
Le festival des arts de la rue décline son programme avec le fil rouge « l’ombre et la lumière », qui représentent la dualité de l’Homme. Le spectacle La Deusche joyeuse de la compagnie Générik Vapeur fait l'ouverture et la clôture. MAIL ENVOYE PAR GMAIL","5.126658,48.725857",,,
Grand-Est,Haut-Rhin,Mulhouse,Scènes de rue,14/07/2022,17/07/2022,Théâtre / Arts de la rue / Cirque,scenesderue.fr,03 89 56 29 40,,Les arts de la rue traditionnels et actuels se mêlent. Les compagnies les Lendemains et les Philébulistes présente La Tangente du bras tendu. Le point de départ est l’histoire d’un dictateur qui écrit le discours anniversaire de son accession au pouvoir. La formation Bancale  interroge les limites et le risque de la pratique circassienne avec son spectacle Le membre fantôme. MAIL ENVOYE PAR GMAIL,"7.282521,47.721896",,,
Grand-Est,Vosges,Bussang,"Théâtre du peuple (saison d'été)
",27/07/2019,08/09/2019,Théâtre / Arts de la rue / Cirque,theatredupeuple.com,03 29 61 50 48,,"Les trois spectacles mis en avant font d'Hamlet l'invité d'honneur. Trois versions sont proposées. L'original Hamlet de Shakespeare est suivie d'une adaptation contemporaine, celle de Heiner Müller, Hamlet-machine. Elles sont toutes les deux mises en scène par Simon Delétang. Enfin, HAMLET, à part, un seul-en-scène, imaginé et joué par le comédien Loïc Corbery, sociétaire de la Comédie-Française, qui incarne également le héros dans les deux pièces précédentes.  ","6.8213009,47.864874",,,
Hauts-de-France,Pas-de-Calais,Lens,"Rome, la cité et l'Empire",06/04/2022,27/07/2022,Autres,https://www.louvrelens.fr/,03 21 18 62 62,,"L’exposition se consacre à une rétrospective sur la civilisation romaine, du IIe siècle avant J.-C. jusqu’au début du IVe siècle après J.-C. Le parcours retrace l'histoire de cette cité et de l'Empire et interroge cette évolution avec notamment une grande carte interactive. On s'arrête également sur la vie quotidienne et comment l'organisation socials, politique et culturelle s'articule avec l'Empire. ","2.786702,50.41954",,,
Hauts-de-France,Somme,Amiens,Festival international de jardins Hortillonnages Amiens,26/05/2022,16/10/2022,Autres,artetjardins-hdf.com,06 78 53 55 92,,"Le festival met en lumière la création avec parcours ponctué d’une cinquantaine d’installations et de jardins créés par de jeunes artistes, paysagistes ou architectes. Ces explorations tentent une réflexion culturelle sur les enjeux sociaux et societaux. Douze nouvelles productions sont disposées sur plusieurs sites à découvrir à pied, sur l’Île aux fagots et la presqu'île Robinson ou en barque au Port à fumier. Le pittoresque,
l’abscisse et l’ordonnée est une oeuvre du plasticien et architecte Gilles Brusset qui installe  une série de mirages et des jeux kaléidoscopique créant une illusion d'optique entre le reflet et l'image ""réelle"". L'artiste Séverine Hubard implante ABRI, une interrogation sur la capacité protectrice d'une structure architecturale. 
","2.223528,49.8468359",,,
Hauts-de-France,Oise,Fontaine-Chaalis,Les journées de la rose,10/06/2022,12/10/2022,Autres,,,,"C'est le moment où la roseraie du domaine de Chaalis est en fleurs, pour le bonheur du public. Le thème de cette année, ""la rose et le parfum », est porté par la marraine Arielle Dombasle. Pendant trois jours plus d’une centaine d’exposants de toute la France – horticulteurs, pépiniéristes, rosiéristes, artistes, artisans – célèbrent la rose. C'est l'occasion d'expositions, d'ateliers et de conférences pour partager leur passion et la transmettre.","2.591937,49.1166899",,,
Hauts-de-France,Somme,Amiens,Rendez-Vous de la Bande Dessinée d’Amiens,04/06/2022,26/06/2022,BD,bd.amiens.com,03 22 72 18 74,,"A la Halle Freyssinet le rendez-vous se fait en deux temps. Les temps forts ont lieu les premier et dernier week-ends la présence des auteurs et autrices dont Cati Baur, Romain Ronzeau, Daria Schmitt, François Schuiten, Stéphane Fert, Frédéric Maupomé, Didier Poli, Caroline Nasica et Héloïse Chochois. Le public continue d'être accueilli les autres samedis et dimanches du mois de juin. Parmi les expositions, ""Sakamoto Days"" présente les deux premiers tomes du dessinateur Yuto Suzuki parus en France ; ""Le Reste du Monde"" pose la question du vivant et de l'effondrement de la planète telle que nous la connaissons avec l'oeuvre de Jean-Christophe Chauzy ; ""Auteur.trice.s solidaires"" est une exposition collective dont les bénéfices sont reversés au Réseau Solidaire Amiénois et au Réseau Éducation Sans Frontière d’Amiens.","2.223528,49.8468359",,,
Hauts-de-France,Nord,"Dunkerque, Malo-les-Bains",La Bonne Aventure,25/06/2022,26/06/2022,Musique,labonneaventurefestival.com,,Relations presse Ophélie Surelle ophelie.surelle@gmail.com 06-28-51-42-70,"Les concerts sont gratuits sur la grande scène avec samedi Roméo Elvis,Thylacine, Lily Wood & The Prick, The Murder Capital, Poupie et Arnaud Rebotini, et dimanche Clara Luciani, Gaël Faye, Crystal Murray et YouMan. La scène du front de mer propose des Dj sets de midi à minuit. ","2.239696,50.9758991",,,
