epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre
200040830,CC DU PAYS DE FENELON,1580,6510,412.0,200040830.0,Le Pays de Fénelon,19730.0,"3,0",24,"8,2","20,4",76.7
200040889,CC DE PORTES SUD PERIGORD,1350,5420,401.5,200040889.0,Portes Sud Périgord,19110.0,"3,2",24,"11,4","24,2",75.2
200040905,CC CARMAUSIN SEGALA,4480,20000,446.4,200040905.0,Carmausin-Ségala,18890.0,"2,8",81,"13,8","25,3",76.8
200040947,CC DE FLANDRE INTERIEURE,13660,71310,522.0,200040947.0,Flandre Intérieure,21240.0,"2,8",59,"8,3","17,1",86.1
200040954,CC DES HAUTS DE FLANDRE,6240,36920,591.7,200040954.0,Les Hauts de Flandre,21090.0,"2,8",59,"7,7","17,3",86.4
200041010,CC COUR DE SAVOIE,3360,24310,723.5,200041010.0,Cœur de Savoie,22740.0,"2,7",73,"5,0","11,2",78.5
200041051,CC VALLEE DE LA DORDOGNE ET FORET BESSEDE,1370,5770,421.2,200041051.0,Vallée de la Dordogne et Forêt Bessède,18560.0,"3,3",24,"12,8","25,7",75.7
200041150,CC DU TERRASSONNAIS EN PERIGORD NOIR THENON HAUTEFORT,3010,14750,490.0,200041150.0,Le Terrassonnais en Périgord Noir Thenon Hautefort,18930.0,"3,0",24,"12,6","25,2",77.4
200041168,CC DE LA VALLEE DE L HOMME,2800,10390,371.1,200041168.0,La Vallée de l'Homme,18900.0,"3,3",24,"13,8","26,0",72.6
200041283,CC DE LA PLAINE DU RHIN,2800,10950,391.1,200041283.0,La Plaine du Rhin,24900.0,"3,1",67,"5,0","10,0",75.8
200041317,CA DU NIORTAIS,13680,87800,641.8,200041317.0,Le Niortais,21930.0,"3,0",79,"9,4","16,6",84.5
200041325,CC DU PAYS RHENAN,7950,25780,324.3,200041325.0,Le Pays Rhénan,24180.0,"2,7",67,"5,0","9,3",83.4
200041333,CC DE PARTHENAY GATINE,5000,25380,507.6,200041333.0,Parthenay-Gâtine,18970.0,"2,6",79,"10,7","22,0",82.5
200041366,CC RHONE CRUSSOL,4360,23690,543.3,200041366.0,Rhône Crussol,22540.0,"2,8",07,"5,5","12,6",80.2
200041416,CC AIRVAUDAIS VAL DU THOUET,1020,4750,465.7,200041416.0,Airvaudais-Val du Thouet,19220.0,"2,7",79,"9,3","19,7",80.8
200041440,CC DE DOMME VILLEFRANCHE DU PERIGORD,1410,5640,400.0,200041440.0,Domme - Villefranche du Périgord,18590.0,"3,1",24,"11,9","24,9",75.6
200041465,CC VAL EYRIEUX,1820,7980,438.5,200041465.0,Val Eyrieux,19120.0,"2,7",07,"9,6","21,1",73.7
200041499,CC AUNIS ATLANTIQUE,2570,20710,805.8,200041499.0,Aunis Atlantique,20650.0,"2,5",17,"6,1","15,0",79.8
200041515,CC DU BASSIN DE PONT A MOUSSON,4580,26930,588.0,200041515.0,Le Bassin de Pont-à-Mousson,21100.0,"2,8",54,"10,1","19,5",82.2
200041523,CC DE LA HAUTE SAINTONGE,9120,45800,502.2,200041523.0,La Haute-Saintonge,18870.0,"3,0",17,"11,9","24,3",78.4
200041556,CC PORTES DE LA CREUSE EN MARCHE,1030,4380,425.2,200041556.0,Portes de la Creuse en Marche,18260.0,"2,8",23,"12,3","25,3",79.3
200041572,CC DRONNE ET BELLE,1940,7640,393.8,200041572.0,Dronne et Belle,19770.0,"2,9",24,"9,2","20,1",79.4
200041614,CC AUNIS SUD,4200,21740,517.6,200041614.0,Aunis Sud,20000.0,"2,6",17,"8,2","17,6",77.9
200041622,CC ARDENNES THIERACHE,920,5890,640.2,200041622.0,Ardennes Thiérache,18520.0,"3,0",08,"15,4","27,4",81.7
200041630,CA ARDENNE METROPOLE,22590,81910,362.6,200041630.0,Ardenne Métropole,18810.0,"3,2",08,"19,1","30,3",80.9
200041689,CC DES VALS DE SAINTONGE COMMUNAUTE,7230,35980,497.6,200041689.0,Les Vals de Saintonge Communauté,18790.0,"2,9",17,"12,0","24,1",79.5
200041721,CC DE LA HAUTE COMTE,2630,11590,440.7,200041721.0,La Haute Comté,18750.0,"2,7",70,"11,8","24,0",80.4
200041762,CA ROCHEFORT OCEAN,8920,43050,482.6,200041762.0,Rochefort Océan,20210.0,"2,9",17,"11,3","21,0",78.0
200041788,CA DU PAYS NORD MARTINIQUE,12370,31020,250.8,200041788.0,Le Pays Nord Martinique,16000.0,"4,0",972,"30,6","45,3",25.5
200041853,CC DU PAYS DE MONTBOZON ET DU CHANOIS,1310,4150,316.8,200041853.0,Le Pays de Montbozon et du Chanois,20830.0,"2,5",70,"6,1","14,4",80.1
200041861,CC DU TRIANGLE VERT,2070,7070,341.5,200041861.0,Le Triangle Vert,20600.0,"2,6",70,"6,7","16,6",81.5
200041879,CC TERRES DE SAONE,2440,8760,359.0,200041879.0,Terres de Saône,20480.0,"2,5",70,"8,5","18,6",82.3
200041887,CC DU VAL MARNAYSIEN,1200,9550,795.8,200041887.0,Le Val Marnaysien,21810.0,"2,5",70,"5,0","11,8",81.5
200041960,CC PEVELE CAREMBAULT,7740,69990,904.3,200041960.0,Pévèle-Carembault,24320.0,"3,1",59,"5,2","11,4",87.8
200041994,CC HAUT VAL DE SEVRE,3010,19700,654.5,200041994.0,Haut Val de Sèvre,20890.0,"2,7",79,"7,7","16,6",83.7
200042000,CC BRUYERES VALLONS DES VOSGES,1890,9700,513.2,200042000.0,Bruyères-Vallons des Vosges,19400.0,"2,8",88,"11,7","22,4",78.5
200042174,CA LORIENT AGGLOMERATION,27850,141920,509.6,200042174.0,Lorient Agglomération,20840.0,"3,0",56,"10,8","19,6",82.6
200042182,CC DU MONT DES AVALOIRS,2220,10910,491.4,200042182.0,Le Mont des Avaloirs,18870.0,"2,6",53,"9,5","21,4",84.6
200042190,CA DE LA PORTE DU HAINAUT,15900,100170,630.0,200042190.0,La Porte du Hainaut,17720.0,"3,0",59,"20,4","34,1",79.8
200042372,CC DES COTEAUX ARRATS GIMONE,1280,7080,553.1,200042372.0,Les Coteaux Arrats Gimone,20950.0,"2,9",32,"8,7","17,9",78.8
200042414,CC BRESSE REVERMONT 71,1410,6590,467.4,200042414.0,Bresse Revermont 71,19820.0,"2,7",71,"9,4","19,8",78.8
200042463,CC DE LA MONTAGNE NOIRE,900,3430,381.1,200042463.0,La Montagne Noire,17690.0,"3,1",11,"17,2","31,0",73.2
200042497,CC DOMBES SAONE VALLEE,2830,26900,950.5,200042497.0,Dombes Saône Vallée,24780.0,"2,8",01,"5,0","9,7",83.7
200042604,"CC DE GRANVILLE, TERRE ET MER",6420,34340,534.9,200042604.0,"Granville, Terre et Mer",21150.0,"3,0",50,"7,6","16,3",86.0
200042620,CC DE LA REGION DE SUIPPES,540,4100,759.3,200042620.0,La Région de Suippes,20160.0,"2,8",51,"8,5","19,3",85.5
200042646,CC GRAND ORB,2890,12340,427.0,200042646.0,Grand Orb,18350.0,"3,1",34,"18,1","30,6",73.0
200042653,CC SUD HERAULT,2470,12230,495.1,200042653.0,Sud-Hérault,18840.0,"3,1",34,"13,5","25,9",77.5
200042703,CC DE L ARGONNE CHAMPENOISE,2000,7950,397.5,200042703.0,L'Argonne Champenoise,19580.0,"2,9",51,"10,9","21,3",85.3
200042729,CC DE LA BAIE DU COTENTIN,2940,15630,531.6,200042729.0,La Baie du Cotentin,19190.0,"2,7",50,"9,9","20,9",85.1
200042901,CC DROME SUD PROVENCE,10110,26690,264.0,200042901.0,Drôme Sud Provence,20800.0,"3,2",26,"12,2","22,5",71.5
200042935,CA HAUT BUGEY AGGLOMERATION,12260,37930,309.4,200042935.0,Haut - Bugey Agglomération,19920.0,"3,1",01,"14,2","25,6",75.9
200042943,CC DU CAP CORSE,1000,4310,431.0,200042943.0,Le Cap Corse,19540.0,"3,7",2B,"13,3","24,9",73.6
200042992,CC PERTHOIS BOCAGE ET DER,830,3870,466.3,200042992.0,Perthois-Bocage et Der,20820.0,"2,7",51,"5,7","14,5",84.4
200043016,CC VAL DE CHARENTE,2010,9490,472.1,200043016.0,Val de Charente,18370.0,"3,0",16,"14,7","27,6",81.7
200043065,CC DU VAL D AMBOISE,3660,19560,534.4,200043065.0,Le Val d'Amboise,21200.0,"2,9",37,"7,9","16,1",84.4
200043081,"CC CHINON, VIENNE ET LOIRE",2890,16760,579.9,200043081.0,"Chinon, Vienne et Loire",20890.0,"3,0",37,"9,4","18,4",83.5
200043123,CC AURAY QUIBERON TERRE ATLANTIQUE,12820,64970,506.8,200043123.0,Auray Quiberon Terre Atlantique,21460.0,"2,9",56,"6,5","14,5",82.9
200043156,CC DU PAYS RETHELOIS,2580,19860,769.8,200043156.0,Le Pays Rethélois,20150.0,"2,9",08,"11,2","21,8",85.0
200043172,CA DU BASSIN DE BRIVE,20560,74360,361.7,200043172.0,Le Bassin de Brive,20670.0,"2,9",19,"9,7","19,6",81.9
200043263,CC COUR DE L AVESNOIS,2680,18350,684.7,200043263.0,Cœur de l'Avesnois,18740.0,"3,1",59,"16,8","28,4",78.9
200043321,CC DU PAYS DE MORMAL,5980,31260,522.7,200043321.0,Le Pays de Mormal,20750.0,"3,2",59,"10,9","20,7",82.8
200043354,CC DE VILLEDIEU INTERCOM,2060,10940,531.1,200043354.0,Villedieu Intercom,19210.0,"2,6",50,"10,3","21,8",84.7
200043396,CA MAUBEUGE VAL DE SAMBRE,15180,74370,489.9,200043396.0,Maubeuge Val de Sambre,16860.0,"3,1",59,"25,3","39,2",73.6
200043404,CC DU SUD AVESNOIS,2230,14990,672.2,200043404.0,Le Sud Avesnois,16450.0,"3,1",59,"27,0","40,9",77.1
200043438,CC DE LA MOIVRE A LA COOLE,1100,6510,591.8,200043438.0,La Moivre à la Coole,23550.0,"2,6",51,"5,0","7,6",85.6
200043495,CA DU PAYS DE LAON,3960,28530,720.5,200043495.0,Le Pays de Laon,18870.0,"3,4",02,"20,0","31,0",81.4
200043602,"CC DES ALBERES, DE LA COTE VERMEILLE ET DE L ILLIBERIS",9180,40350,439.5,200043602.0,"Les Albères, de la Côte Vermeille et de l'Illibéris",19720.0,"3,2",66,"12,8","24,1",76.8
200043628,CC DES VALLEES DU CLAIN,2360,18550,786.0,200043628.0,Les Vallées du Clain,21780.0,"2,5",86,"5,0","11,4",86.4
200043693,CC TERRE LORRAINE DU LONGUYONNAIS,1710,9790,572.5,200043693.0,Terre Lorraine du Longuyonnais,21350.0,"3,3",54,"11,3","19,9",76.5
200043776,CC PYRENEES AUDOISES,1910,8190,428.8,200043776.0,Pyrénées Audoises,16990.0,"3,3",11,"20,2","34,1",67.3
200043974,CC DU SUD GIRONDE,4070,26390,648.4,200043974.0,Le Sud Gironde,20010.0,"2,9",33,"10,5","20,8",78.0
200043982,CC DU BAZADAIS,2250,10950,486.7,200043982.0,Le Bazadais,19360.0,"2,8",33,"11,2","24,2",80.0
200043990,CC VALLONS DE HAUTE BRETAGNE COMMUNAUTE,3180,28980,911.3,200043990.0,Vallons de Haute-Bretagne Communauté,21190.0,"2,4",35,"5,1","12,8",81.3
200044014,CC CREUSE GRAND SUD,1730,7430,429.5,200044014.0,Creuse Grand Sud,18090.0,"3,1",23,"15,3","28,7",76.6
200044030,CC DES SEPT VALLEES,3840,19970,520.1,200044030.0,Les Sept Vallées,18520.0,"2,8",62,"15,2","27,3",85.5
200044048,CC OSARTIS MARQUION,9980,29190,292.5,200044048.0,Osartis Marquion,21100.0,"2,7",62,"7,6","17,2",85.0
200044253,CC DU BASSIN DE JOINVILLE EN CHAMPAGNE,2100,7880,375.2,200044253.0,Le Bassin de Joinville en Champagne,18320.0,"2,9",52,"15,7","28,6",77.5
200044394,CC DU REOLAIS EN SUD GIRONDE,3190,15290,479.3,200044394.0,Le Réolais en Sud Gironde,18620.0,"3,0",33,"14,7","27,7",76.6
200044469,CC DU PAYS DE MIREPOIX,1620,6700,413.6,200044469.0,Le Pays de Mirepoix,18790.0,"3,1",09,"13,9","26,5",72.4
200044618,CA DOUAISIS AGGLO,16300,97290,596.9,200044618.0,Le Douaisis Agglo,18660.0,"3,1",59,"18,9","31,0",79.2
200046977,METROPOLE DE LYON,121210,922970,761.5,200046977.0,Métropole de Lyon,21930.0,"3,9",69,"14,9","24,3",78.3
200048551,CC DU PAYS DE CRAON,3210,18950,590.3,200048551.0,Le Pays de Craon,19260.0,"2,4",53,"8,0","17,9",83.8
200049187,CA DU GRAND VERDUN,3410,17730,519.9,200049187.0,Le Grand Verdun,19620.0,"3,2",55,"15,1","25,0",80.5
200049211,CC CONFLENT CANIGÓ,3000,12370,412.3,200049211.0,Conflent-Canigó,18130.0,"3,2",66,"19,0","31,5",68.9
200049484,CC BERRY GRAND SUD,1880,7600,404.3,200049484.0,Berry Grand Sud,18350.0,"3,2",18,"14,1","26,5",76.7
200054781,METROPOLE DU GRAND PARIS,583880,4579940,784.4,200054781.0,Le Grand Paris,22880.0,"5,1",95,"15,0","24,8",78.0
200054807,METROPOLE D AIX MARSEILLE PROVENCE,248630,1179340,474.3,200054807.0,Aix-Marseille-Provence,20910.0,"3,8",84,"16,6","25,9",68.9
200055481,CC BEAUCE VAL DE LOIRE,2530,13260,524.1,200055481.0,Beauce Val de Loire,20860.0,"2,8",41,"8,1","16,6",82.1
200055655,CA ROISSY PAYS DE FRANCE,26600,205030,770.8,200055655.0,Roissy Pays de France,18660.0,"3,4",95,"19,2","33,0",70.1
200055887,CC MAYENNE COMMUNAUTE,3790,24460,645.4,200055887.0,Mayenne Communauté,20660.0,"2,5",53,"8,0","16,2",84.8
200056232,CA COMMUNAUTE PARIS SACLAY,24850,208240,838.0,200056232.0,Communauté Paris-Saclay,25920.0,"3,6",91,"8,6","15,6",80.0
200056380,CA PLAINE VALLEE,14690,119060,810.5,200056380.0,Plaine Vallée,24220.0,"3,7",95,"9,6","17,7",77.9
200057859,CA COUR D ESSONNE AGGLOMERATION,14630,125120,855.2,200057859.0,Cœur d'Essonne Agglomération,23380.0,"3,3",91,"10,9","19,5",75.7
200057958,CA PARIS VALLEE DE LA MARNE,13530,141120,1043.0,200057958.0,Paris - Vallée de la Marne,22080.0,"3,3",77,"11,8","21,5",76.5
200058360,CC ENTRE BEAUCE ET PERCHE,2200,13830,628.6,200058360.0,Entre Beauce et Perche,21710.0,"2,5",28,"5,5","12,9",84.0
200058477,CA VAL D YERRES VAL DE SEINE,21650,109720,506.8,200058477.0,Val d'Yerres Val de Seine,23030.0,"3,4",91,"11,1","20,2",76.0
200058485,CA VAL PARISIS,20230,180250,891.0,200058485.0,Val Parisis,23950.0,"3,5",95,"10,1","17,9",78.1
200058519,CA SAINT GERMAIN BOUCLES DE SEINE,28540,226300,792.9,200058519.0,Saint-Germain Boucles de Seine,28390.0,"4,4",95,"7,3","13,2",81.0
200058782,CA DE SAINT QUENTIN EN YVELINES,14100,143470,1017.5,200058782.0,Saint-Quentin-en-Yvelines,24150.0,"3,4",78,"9,9","18,8",77.9
200059228,CA GRAND PARIS SUD SEINE ESSONNE SENART,25760,205070,796.1,200059228.0,Grand Paris Sud Seine Essonne Sénart,20220.0,"3,5",91,"16,8","28,8",71.1
200059392,CC BIEVRE ISERE,5270,36000,683.1,200059392.0,Bièvre Isère,21270.0,"2,6",38,"6,7","16,0",79.2
200059400,CC PORTE OCEANE DU LIMOUSIN,3590,18020,501.9,200059400.0,Porte Océane du Limousin,20390.0,"2,7",87,"9,9","19,0",83.0
200059889,CU GRAND PARIS SEINE ET OISE,35330,261220,739.4,200059889.0,Grand Paris Seine et Oise,22270.0,"3,6",78,"13,0","22,8",75.2
200060010,CA MAUGES COMMUNAUTE,11350,81380,717.0,200060010.0,Mauges Communauté,20150.0,"2,3",49,"5,3","14,0",83.5
200065563,CC NORMANDIE CABOURG PAYS D AUGE,5160,23670,458.7,200065563.0,Normandie-Cabourg-Pays d'Auge,21600.0,"2,9",14,"7,5","15,6",85.1
200065589,CC VAL ES DUNES,1370,12600,919.7,200065589.0,Val ès Dunes,21100.0,"2,4",14,"6,2","14,1",86.0
200065597,CU CAEN LA MER,29820,185690,622.7,200065597.0,Caen la Mer,21220.0,"3,2",14,"12,6","21,5",84.6
200065647,CA PAYS DE MONTBELIARD AGGLOMERATION,29640,86440,291.6,200065647.0,Pays de Montbéliard Agglomération,20220.0,"3,0",25,"14,0","24,8",74.6
200065787,CC DE PONT AUDEMER / VAL DE RISLE,4390,21660,493.4,200065787.0,Pont-Audemer / Val de Risle,20230.0,"2,8",27,"11,4","21,8",81.8
200065886,CA LOIRE FOREZ AGGLOMERATION,11550,75680,655.2,200065886.0,Loire Forez Agglomération,21230.0,"2,7",42,"7,3","16,1",82.0
200065894,CC DE FOREZ EST,7540,44020,583.8,200065894.0,Forez-Est,21190.0,"2,6",42,"6,4","15,2",82.3
200065928,CA LANNION TREGOR COMMUNAUTE,14390,71870,499.4,200065928.0,Lannion-Trégor Communauté,21090.0,"3,0",22,"8,3","17,3",84.4
200066009,CA MULHOUSE ALSACE AGGLOMERATION,25640,168820,658.4,200066009.0,Mulhouse Alsace Agglomération,20520.0,"3,8",68,"17,1","27,7",71.9
200066017,CC LIEUVIN PAYS D AUGE,3840,13550,352.9,200066017.0,Lieuvin Pays d'Auge,20090.0,"2,8",27,"9,0","19,3",81.4
200066025,CC PAYS RHIN BRISACH,2520,20710,821.8,200066025.0,Pays Rhin - Brisach,23630.0,"2,7",68,"5,0","10,0",77.3
200066033,CC SUD ALSACE LARGUE,1990,14250,716.1,200066033.0,Sud Alsace Largue,23920.0,"3,0",68,"5,2","10,6",75.6
200066041,CC SUNDGAU,4330,29770,687.5,200066041.0,Sundgau,26910.0,"3,4",68,"5,0","10,3",73.8
200066058,CA SAINT LOUIS AGGLOMERATION,8350,47490,568.7,200066058.0,Saint-Louis Agglomération,29410.0,"4,6",68,"7,4","12,6",73.3
200066108,CC DES PORTES DE MEUSE,2390,10940,457.7,200066108.0,Les Portes de Meuse,20250.0,"2,7",55,"7,0","17,1",80.8
200066116,CC ARGONNE MEUSE,840,4620,550.0,200066116.0,Argonne-Meuse,19620.0,"2,9",55,"11,6","21,5",83.4
200066124,CA GAILLAC GRAULHET,8900,48210,541.7,200066124.0,Gaillac-Graulhet,19730.0,"3,0",81,"11,4","22,4",75.1
200066132,CC DU PAYS DE STENAY ET DU VAL DUNOIS,1260,6130,486.5,200066132.0,Le Pays de Stenay et du Val Dunois,18990.0,"3,1",55,"14,3","25,6",78.8
200066140,CC DE L AIRE A L ARGONNE,670,4410,658.2,200066140.0,L'Aire à l'Argonne,20340.0,"2,8",55,"6,0","15,6",84.2
200066157,CC DE COMMERCY VOID VAUCOULEURS,2610,14490,555.2,200066157.0,Commercy - Void - Vaucouleurs,19270.0,"2,8",55,"11,8","23,5",80.7
200066165,CC VAL DE MEUSE VOIE SACREE,1130,6000,531.0,200066165.0,Val de Meuse - Voie Sacrée,20230.0,"2,7",55,"7,5","16,4",82.1
200066173,CC DE DAMVILLERS SPINCOURT,1720,5080,295.3,200066173.0,Damvillers Spincourt,19450.0,"3,1",55,"11,4","21,9",77.7
200066223,CC ARIZE LEZE,1620,6340,391.4,200066223.0,Arize Lèze,18430.0,"3,2",09,"15,7","29,2",66.9
200066231,CC DES PORTES D ARIEGE PYRENEES,4370,24240,554.7,200066231.0,Les Portes d'Ariège Pyrénées,19230.0,"3,0",09,"14,2","26,1",74.8
200066280,CC DU PITHIVERAIS,2780,18250,656.5,200066280.0,Le Pithiverais,20430.0,"2,8",45,"10,4","20,9",79.1
200066322,CC TERRES DES CONFLUENCES,4820,25390,526.8,200066322.0,Terres des Confluences,18380.0,"3,1",82,"17,2","30,5",73.3
200066330,CC TERRES DU HAUT BERRY,3700,17790,480.8,200066330.0,Terres du Haut Berry,21590.0,"2,7",18,"6,3","14,4",82.8
200066348,CC DU MINERVOIS AU CAROUX,2020,8870,439.1,200066348.0,Le Minervois au Caroux,17280.0,"3,4",34,"19,7","33,9",70.5
200066355,CA SETE AGGLOPOLE MEDITERRANEE,17360,88460,509.6,200066355.0,Sète Agglopôle Méditerranée,19520.0,"3,3",34,"14,8","25,7",76.0
200066363,CC DE LA HAUTE ARIEGE,940,4480,476.6,200066363.0,La Haute Ariège,19830.0,"2,8",09,"11,1","21,9",77.9
200066371,CC CAUSSES ET VALLEE DE LA DORDOGNE,6740,30440,451.6,200066371.0,Causses et Vallée de la Dordogne,20050.0,"3,0",46,"9,9","20,9",77.5
200066389,CA SAINT LO AGGLO,8750,55160,630.4,200066389.0,Saint-Lô Agglo,20390.0,"2,7",50,"9,3","18,8",86.2
200066405,CC ROUMOIS SEINE,8490,28400,334.5,200066405.0,Roumois Seine,23100.0,"2,6",76,"5,0","10,5",85.3
200066413,CC INTERCOM BERNAY TERRES DE NORMANDIE,10220,37010,362.1,200066413.0,Intercom Bernay Terres de Normandie,20430.0,"2,9",27,"11,1","21,0",81.0
200066462,CC INTERCO NORMANDIE SUD EURE,4570,24380,533.5,200066462.0,Interco Normandie Sud Eure,19880.0,"2,9",28,"12,1","22,2",82.1
200066512,CC ELAN LIMOUSIN AVENIR NATURE,3550,19460,548.2,200066512.0,Élan Limousin Avenir Nature,20630.0,"2,5",87,"7,3","15,9",84.3
200066520,CC OUEST LIMOUSIN,1890,8070,427.0,200066520.0,Ouest Limousin,18910.0,"2,9",87,"11,7","23,4",81.9
200066553,CC DES MONTS DE LACAUNE ET DE LA MONTAGNE DU HAUT LANGUEDOC,1170,4940,422.2,200066553.0,Les Monts de Lacaune et de la Montagne du Haut Languedoc,18780.0,"2,8",81,"11,7","24,7",75.4
200066561,CC SIDOBRE VALS ET PLATEAUX,1730,8470,489.6,200066561.0,Sidobre Vals et Plateaux,19470.0,"2,7",81,"9,5","20,6",77.9
200066587,CC DES MONTS DU LYONNAIS,3610,22110,612.5,200066587.0,Les Monts du Lyonnais,21200.0,"2,5",69,"5,6","14,3",76.7
200066603,CC DU PAYS DE LUBERSAC POMPADOUR,1140,5430,476.3,200066603.0,Le Pays de Lubersac-Pompadour,19590.0,"2,8",19,"9,9","21,2",85.8
200066637,CC HAUTES TERRES COMMUNAUTE,1790,7580,423.5,200066637.0,Hautes Terres Communauté,19020.0,"2,9",15,"9,8","23,2",80.1
200066645,CC VEZERE MONEDIERES MILLESOURCES,910,3330,365.9,200066645.0,Vézère-Monédières-Millesources,19310.0,"3,1",19,"11,0","23,2",82.6
200066652,CC GRAND SUD TARN ET GARONNE,5040,26880,533.3,200066652.0,Grand Sud Tarn et Garonne,20840.0,"2,7",82,"8,8","18,4",76.9
200066660,CC SAINT FLOUR COMMUNAUTE,2830,15300,540.6,200066660.0,Saint-Flour Communauté,19370.0,"2,7",15,"8,6","20,8",83.3
200066678,CC DE LA CHATAIGNERAIE CANTALIENNE,3100,14290,461.0,200066678.0,La Châtaigneraie Cantalienne,19540.0,"2,7",15,"8,6","20,8",84.3
200066710,CC CINGAL SUISSE NORMANDE,1910,16180,847.1,200066710.0,Cingal-Suisse Normande,20960.0,"2,5",14,"5,7","14,6",83.6
200066728,CC VALLEES DE L ORNE ET DE L ODON,1840,17960,976.1,200066728.0,Vallées de l'Orne et de l'Odon,23220.0,"2,4",14,"5,0","9,1",88.6
200066744,CC HAUTE CORREZE COMMUNAUTE,5430,21740,400.4,200066744.0,Haute-Corrèze Communauté,19700.0,"2,8",23,"10,0","21,2",82.9
200066751,CC XAINTRIE VAL DORDOGNE,1850,7880,425.9,200066751.0,Xaintrie Val'Dordogne,19320.0,"2,8",19,"9,8","22,0",82.2
200066769,CC MIDI CORREZIEN,1860,8790,472.6,200066769.0,Midi Corrézien,20280.0,"3,0",19,"8,3","19,1",80.0
200066777,CC PLOERMEL COMMUNAUTE,4980,28440,571.1,200066777.0,Ploërmel Communauté,19930.0,"2,6",56,"8,6","18,3",79.3
200066785,CC DE L OUST A BROCELIANDE,5270,25680,487.3,200066785.0,L'Oust à Brocéliande,20170.0,"2,5",56,"7,3","16,8",79.9
200066793,CA DU GRAND ANNECY,21300,136950,643.0,200066793.0,Le Grand Annecy,25620.0,"3,9",74,"6,2","12,3",77.4
200066801,CC ISIGNY OMAHA INTERCOM,4870,18220,374.1,200066801.0,Isigny-Omaha Intercom,19740.0,"2,7",14,"8,4","19,0",85.1
200066819,CC DU VOLVESTRE,2850,19740,692.6,200066819.0,Le Volvestre,20980.0,"2,9",31,"9,4","19,5",76.1
200066827,CC DU PAYS DE HONFLEUR BEUZEVILLE,3550,18770,528.7,200066827.0,Le Pays de Honfleur-Beuzeville,20970.0,"3,0",27,"8,9","18,5",83.2
200066835,CC DE SEZANNE SUD OUEST MARNAIS,2820,14060,498.6,200066835.0,Sézanne-Sud Ouest Marnais,20950.0,"3,1",51,"8,5","17,6",79.7
200066850,CC DES PAYSAGES DE LA CHAMPAGNE,2850,14240,499.6,200066850.0,Les Paysages de la Champagne,22610.0,"3,4",51,"5,8","13,5",83.4
200066868,CC PRESQU ILE DE CROZON AULNE MARITIME,3010,15070,500.7,200066868.0,Presqu'île de Crozon-Aulne maritime,20640.0,"2,7",29,"6,6","15,6",82.6
200066876,CA DE CHALONS EN CHAMPAGNE,9630,49210,511.0,200066876.0,Châlons-en-Champagne,20470.0,"3,1",51,"13,2","23,0",81.3
200066884,CC QUERCY VERT AVEYRON,2650,14000,528.3,200066884.0,Quercy Vert-Aveyron,19980.0,"2,8",82,"10,7","21,4",74.0
200066892,CC DE VENDEUVRE SOULAINES,1020,4950,485.3,200066892.0,Vendeuvre-Soulaines,19940.0,"2,9",10,"9,9","20,0",83.5
200066918,CA ALES AGGLOMERATION,16810,83940,499.3,200066918.0,Alès Agglomération,18280.0,"3,3",30,"19,1","31,3",72.6
200066926,CA GRAND AUCH COUR DE GASCOGNE,5550,28110,506.5,200066926.0,Grand Auch Cœur de Gascogne,20850.0,"3,2",32,"12,5","21,2",82.0
200066975,CC SENLIS SUD OISE,2160,16150,747.7,200066975.0,Senlis Sud Oise,26550.0,"3,7",60,"5,3","11,4",82.3
200067023,CC COUTANCES MER ET BOCAGE,7170,34300,478.4,200067023.0,Coutances Mer et Bocage,19960.0,"2,8",50,"9,0","19,4",85.7
200067031,CC COTE OUEST CENTRE MANCHE,3230,15660,484.8,200067031.0,Côte Ouest Centre Manche,19040.0,"2,7",50,"10,0","21,6",85.2
200067049,CC SPELUNCA LIAMONE,1070,4670,436.4,200067049.0,Spelunca-Liamone,20410.0,"3,7",2A,"11,6","23,9",74.8
200067064,CC DECAZEVILLE COMMUNAUTE,3140,11970,381.2,200067064.0,Decazeville Communauté,18800.0,"2,8",12,"13,4","24,5",76.5
200067072,CC HAUT LEON COMMUNAUTE,4580,23280,508.3,200067072.0,Haut-Léon Communauté,20260.0,"2,7",29,"7,1","16,9",87.2
200067080,CC CHABLIS VILLAGES ET TERROIRS,1900,9930,522.6,200067080.0,"Chablis, Villages et Terroirs",21340.0,"3,2",89,"8,4","16,3",82.8
200067106,CA DU PAYS BASQUE,40400,226130,559.7,200067106.0,Le Pays Basque,21220.0,"3,2",64,"9,0","17,9",81.8
200067114,CA DE L AUXERROIS,7990,48030,601.1,200067114.0,L'Auxerrois,20860.0,"3,1",89,"12,9","22,2",81.9
200067122,CC COTEAUX ET PLAINES DU PAYS LAFRANÇAISAIN,1290,6920,536.4,200067122.0,Coteaux et Plaines du Pays Lafrançaisain,19660.0,"2,7",82,"10,1","21,5",74.4
200067130,CC DE PUISAYE FORTERRE,4960,22500,453.6,200067130.0,Puisaye-Forterre,19800.0,"2,9",89,"10,7","21,2",80.5
200067155,"CC SAINT AFFRICAIN, ROQUEFORT, SEPT VALLONS",1950,8740,448.2,200067155.0,"Saint Affricain, Roquefort, Sept Vallons",19720.0,"2,9",12,"11,5","22,0",77.3
