Région,Département,Commune,Nom du festival,Début,Fin,Genre,Site web,Téléphone,,Texte,"Lon,Lat",Nom,Fonction,Citation
Centre-Val de Loire,Loir-et-Cher,Talcy,La clé des portes ,22/07/2022,31/07/2022,Musique,lacledesportes-festival.com,06 36 91 81 89,,"Pour fêter leurs dix ans, la programmation tourne autour des coups de coeur de la direction artistique. Il peut s'agir d'artistes accueillis précédemment comme le Quatuor Van Kuijk, de pianistes qu'ils souhaitaient faire venir depuis longtemps, tels Alexei Volodin et Severin von Eckardstein, ou encore d'ensembles vocaux dont Perspectives du Centre Val de Loire et SEQUENZA 9.3.","1.405735,47.743761",,,
Centre-Val de Loire,Loir-et-Cher,Vendôme,Promenades photographiques ,02/07/2022,27/08/2022,Photo / Art contemporain,promenadesphotographiques.com,02 54 72 02 47,,"A Blois, Vendôme et Sargé-sur-Braye les expositions sont présentées dans 10 lieux sur le thème de ""In situ Paysage"". Le public est invité à parcourir tous les paysages, qu'ils soient naturels ou du fait de l'Homme, urbains, ruraux, habités ou nus. Parmi les artistes de cette édition, Christine Spengler présente Mon paysage intérieur, des photographies surréalistes en couleur, réalisées au retour de ses reportages dans des zones de guerre pour affronter et exorciser les douleurs qu'elle transmet. Dans Apparitions Marjolaine Vuarnesson mène un travail autour de la notion du désir et de l'être aimé, entre sentiments adolescents et adultes. 
","1.019405,47.758676",,,
Corse ,Haute-Corse,Lama,Festival du film de Lama,30/07/2022,05/08/2022,Cinéma,festilama.org,04 95 48 21 60,,"Trois sites en plein air sont dédiés aux projections. ""La piscine"" pour les films tout public, ""l'Umbria"" consacrée aux films d'auteurs et ""le Mercatu"" qui accueille les films pour enfants. Des projections de documentaires ont également lieu l'après-midi. Chaque année un colloque est organisé, cette année c'est le thème ""culture, agriculture et territoire"" qui a été retenu.","9.125806,42.558444",,,
Corse ,Corse-du-Sud,Ajaccio,Jazz in Aiacciu,26/06/2022,02/07/2022,Musique,jazzinaiacciu.com,04 95 51 45 44 orga / 04 95 51 53 03 billeterie office tourisme,06 21 71 07 76,"Tous les concerts ont lieu au théâtre de verdure du Casone. Avishai Cohen, accompagné du pianiste Elchin Shirinov et du batteur Roni Kaspi ainsi que Roberto Fonseca avec les musiciens Ruly Herrera et Yandy Martinez font partie des artistes invités. Les deux concerts du premier soir sont gratuits.","8.585567,41.873882",,,
Corse ,Haute-Corse,Calvi,Calvi on the rocks ,08/07/2022,12/07/2022,Musique,calviontherocks.com,,,"La baie de Calvi vit aux rythmes des musiques actuelles pendant cinq jours avec dans le line-up Kabylie Minogue, Kapote, La Creole, Paloma Colombe, Bon Entendeur, Denise Chaïla et Jennifer Cardini. ","8.706373,42.515112",,,
Corse ,Haute-Corse,Patrimonio,Les Nuits de la guitare ,17/07/2022,24/07/2022,Musique,festival-guitare-patrimonio.com,04 95 37 12 15,,"Au théâtre de Verdure de Patrimonio, la guitare est à l'honneur, mais pas que ! Deux concerts sont prévus chaque soir avec notamment King King, Selah Sue, Juliette Armanet, Texas, Rodrigo y Gabriela, Dutronc & Dutronc, Axel Bauer et Francis Cabrel. ","9.321247,42.690595",,,
Corse ,Haute-Corse,Brando,Les Nuits du piano d'Erbalunga ,27/07/2022,02/08/2022,Musique,lesnuitsdupianoerbalunga.fr,06 20 25 23 10,,"Quatre soirs de concerts classiques sont proposés dans le théâtre de Verdure du petit village d'Erbalunga et au palais des gouverneurs de Bastia. La pianiste Anna Tsybuleva interprète Beethoven, Brahms et Chopin pour le concert d'ouverture, tandis qu'Alexandra Dovgan clos les festivités en ajoutant Schumann au répertoire. ","9.414035,42.7526731",,,
Corse ,Haute-Corse,Saint-Florent,Porto Latino ,05/08/2022,08/08/2022,Musique,portolatino.fr,,presse@portolatino.fr,"Quatre soirées musicales sont programmées au coeur du golfe de Saint-Florent avec La Yegros, Patrick Bruel, Woodkid, Mika...","9.22872,42.662455",,,
Corse ,Haute-Corse,Pioggiola,Rencontres internationales de théâtre en Corse ,17/07/2022,13/08/2022,Théâtre / Arts de la rue / Cirque,ariacorse.net,04 95 61 93 18,,"Les équipes artistiques se réunissent d'abord pendant quatre semaines, avant de présenter le fruit de leur travail dans les villages du Giussani, au cœur du parc naturel régional de Corse. Parmi les pièces proposées : Une version améliorée de la tristesse, adaptation de la pièce Tristesse animal noir de Anja Hilling, par Carine Goron ; Il y a dans les gens, beaucoup de choses qui m’échappent d’après Platonov d’Anton Tchekhov dirigé par Mathias Maréchal. ","8.9189149,42.4907979",,,
DOM-TOM,Martinique ,Tartane,Zwel Bawoudè,02/07/2022,,Autres,,,,"La course explore la Presqu’île de la Caravelle en passant par des lieux emblématiques comme l’anse Létang, le village de Tartane, le Morne Pavillon, Spoutourne, la baie Granjean. Deux parcours différents sont proposés de 16 ou 23 kilomètres pour les plus expérimentés. ","-61.0214997,14.6976026",,,
DOM-TOM,Ile de la réunion ,Saint-Gilles ,Grand Boucan,26/06/2022,,Autres,https://ile-de-la-reunion.net/events/grand-boucan/,,,"Artistes de rues, danseurs et danseuses, chars, le carnaval investit les rues de Saint-Gilles. Le roi Dodo, véritable icône de l'île, est à l'honneur lors des défilés colorés. A la tombée de la nuit, les feux d'artifice retentissent et le roi Dodo est incendié sur la plage des Roches Noires, dans une ambiance festive.
","55.2164421,-21.066226",,,
DOM-TOM,Guadeloupe ,,Festival International du Zouk,23/07/2022,28/08/2022,Danse,festivalduzouk.org/,,,"Du chant, de la danse, des concerts ou encore des expositions et de la cuisine sont prévues pour inviter à la découverte de la culture antillaise. L'idée est aussi de valoriser cette culture pour une meilleure estime de soi. A noter : une édition du festival a également lieu en Martinique.  ","-61.8468,15.742032",,,
DOM-TOM,Polynésie française,Tahiti ,Heiva i Tahiti,01/07/2022,16/07/2022,Danse,heiva.org,,,"A To’ata, le chant et la danse traditionnels sont à l'honneur. L'événement est une célébration de l’héritage culturel polynésien dans toute sa diversité. L'organisation d'un concours départage les meilleurs dans leur discipline. Cette année 19 groupes sont en compétition. La première soirée débute avec la cérémonie traditionnelle du Rahiri.","-149.6209205,-17.8803348",,,
Europe,Portugal ,Idanha-a-Nova,Boom Festival,22/07/2022,29/07/2022,Autres,boomfestival.org,,,"La musique, acoustique et électronique, sans frontières, s'installe sur quatre grandes scènes principales et d'autres plus modestes. Sur le ""Dance Temple"" cinq journées sont prévues et autant de thématiques qui sont le fil rouge de la programmation : the awakening dance (la danse de l'éveil), the seduction of the senses (la tentation des sens), the art of transformation (l'art de la transformation), horizons of consciousness (les horizons de la conscience), the abundance of being (l'abondance de l'être).  ","-7.3269109,39.7834067",,,
Europe,Portugal ,Porto ,Trace Made in Africa,24/06/2022,26/06/2022,Musique,www.tracemadeinafrica.com,,,"Première édition pour ce festival qui prévoit trois jours pour célébrer les musiques et les cultures afro-urbaines. Sur les rives du Douro, les artistes défilent. Parmi eux, Stonebwoy, Yemi Alade, Mr Eazi, Admiral T, Kriol Kings, Djodje, Tayc, TXC, Busiswa et Spice.","-8.656973,41.1621376",,,
Europe,Écosse ,Édimbourg,Edinburgh International Festival,05/08/2022,28/08/2022,Musique,eif.co.uk,,,"La programmation est pluridisciplinaire pour ce festival qui se targue d'inviter des formations artistiques internationales. Parmi les spectacles proposés, l'ensemble BBC Singers mené par Sofi Jeannin est accompagné par la violoniste Laura Samuel au Queen's Hall pour interpréter notamment The Lark Ascending de Ralph Vaughan Williams. L'orchestre ukrainien de la liberté est convié pour un concert gratuit au Usher Hall le 6 août. Au Leith theatre, la chanteuse et compositrice Arooj Aftab et le groupe Arab Strap composé d'Aidan Moffat et Malcolm Middleton, Ibeyi et Herbie Hancock font partie des artistes contemporains invités.","-3.3330187,55.8904228",,,
Europe ,Suisse,Neuchâtel,Festival international du film fantastique ,01/07/2022,09/07/2022,Cinéma,nifff.ch,00 41 32 730 50 31,," L'invitée d'honneur et présidente du Jury international cette année est l'écrivaine Joyce Carol Oates. Trois catégories composent ce festival du cinéma fantastique indépendant : le Nifff extended, un cycle de conférences et de rencontres autour du futur du cinéma ; Nifff invasion, des projections, installations, d’expositions ou activités interactives et le Nifff on tour, des séances spéciales dans toute la Suisse à partir de fin octobre.","6.89341,46.9254",,,
Europe ,Suisse,Locarno,Locarno Festival,03/08/2022,13/08/2022,Cinéma,pardolive.ch,00 41 91 756 21 21,,"La 75è édition du festival décerne le ""Pardo d’onore"" à la scénariste et réalisatrice Kelly Reichardt. Le ""Vision Award"" qui met en lumière une personne dont le talent créatif a contribué au renouvellement du cinéma est remis à Laurie Anderson. La sélection officielle sera dévoilée courant juillet. ","8.74957,46.14359",,,
Europe ,Suisse,Montreux,Montreux Jazz Festival,01/07/2022,16/07/2022,Musique,montreuxjazzfestival.com,00 41 21 966 44 44,,"A l'auditorium Stravinski les icônes internationales et artistes plus émergents se succèdent. Parmi eux : Nick Cave, Westerman, Björk, Melody Gardot, Diana Ross, Rodrigo y Gabriela, Sabrina Claudio et Paolo Nutini. Le Montreux Jazz Lab programme quant à lui gratuitement, Sophie Hunger, Dino Brandão, Celeste, Tom Rosenthal, Anitta, Lady Blackbird, Nubya Garcia, Marc Rebillet. ","6.83943,46.4059501",,,
Europe ,Suisse,Sierre,Sierre Blues Festival,09/06/2022,11/06/2022,Musique,sierreblues.ch,,,"Les sons blues sont au coeur de ce festival qui convoque des musiciens internationaux. La première journée de festivité débute avec The Sierre Blues Kids, une chorale d'enfants. Elle se poursuit avec la chanteuse Sara Zaccarelli, une voix venue d'Italie, et se termine avec le groupe de rock suisse Gut’s.","7.42924,46.2459401",,,
Europe ,Belgique,Dour,Dour festival,13/07/2022,17/07/2022,Musique,dourfestival.eu,,,"Pas moins de sept scènes sont installées, dont une nouvelle cette année : la Chaufferie, 100% électronique avec de la dark techno, de la drum’n’bass, du dubstep etc. Côté musique, il y en a pour tous les goûts avec du reggae, du hip-hop, du rock, de l'électro, du drum’n’bass, de la techno, de la deep house, de la soul, du RnB ou encore du swing et de la musique indie. Le line-up compte des dizaines d'artistes dont Vladimir Cauchemar, Angèle, Zinée, Booba et Chilla. ","3.7249899,50.35314",,,
Europe ,Suisse,Locarno,Moon And Stars,14/07/2022,24/07/2022,Musique,moonandstars.ch,,,"La piazza Grande se transforme pour onze soirées musicales avec notamment Zucchero, Zian, Marc Sway, Dodo, James Blunt et Stress. ","8.74957,46.14359",,,
Europe ,Allemagne ,Freiburg im Breisgau,Sea You Festival,15/07/2022,17/07/2022,Musique,seayou-festival.de,,,"Danser au bord de l'eau ou même se baigner, c'est possible avec le lac Tunisee au coeur du complexe.  Un plan d'eau qui permet de proposer aux festivaliers du ski nautique et du wakeboard en journée. Côté son, l'éclectisme au programme avec sept scènes qui accueillent notamment de la house et de la techno. Clara Cuvé, Matador, Mausio, Marika Rose, Alle Farben et Amelie Lens sont parmi les artistes attendus.","7.6620078,47.9035775",,,
Europe ,Espagne,Benicàssim,Festival International de Benicàssim,14/07/2022,17/07/2022,Musique,fiberfib.com,,,"Située sur la côte entre Valence et Barcelone, la station balnéaire propose des concerts de musique alternative, indie, pop, rock et électro. Les artistes Kasabian, Justice, Sea Girls, Circa Waves, Ed Maverick, sont notamment attendus.","0.0288217,40.0157431",,,
Europe ,Suisse,Verbier,Verbier festival,15/07/2022,31/07/2022,Musique,verbierfestival.com,0041 21 925 90 60,,"Une cinquantaine de concerts sont prévus pour ce festival de musique classique qui accueille les grands maîtres comme la nouvelle génération émergente. Le programme de l'ouverture a été repensé à la lumière de l'actualité internationale : une soirée pour un appel à la paix, à la solidarité et à l’inclusion des musiciens de toutes les nationalités. Le chef d’orchestre Gianandrea Noseda dirige le concert avec le Verbier Festival Orchestra et la pianiste ukrainienne Anna Fedorova. Ils interprètent Dimitri Chostakovitch, Rodion Shchedrin et le Prayer for Ukraine de Valentin Silvestrov. ","7.2080876,46.0886017",,,
Europe ,Suisse,Saint-Ursanne,Piano à Saint-Ursanne,03/08/2022,14/08/2022,Musique,crescendo-jura.ch,,https://www.crescendo-jura.ch/Medias/Dossier-de-presse,"Dans le cloître de la collégiale, le fil rouge ""Autour d’Alexandre Scriabine"" se déploie. Le pianiste Louis Schwizgebel, invité d'honneur de cette édition, interprète une sonate de Beethoven, Brahms, la vallée d’Obermann de Liszt, les Nocturnes de Chopin ou encore Schubert. Les oeuvres de Scriabine sont jouées par Sergey Tanin, Nathalia Milstein, Atena Carte, Vassilis Varvaresos et Kirill Zvegintsov. ","7.09636,47.3507001",,,
Europe ,Hongrie,Budapest,Sziget Festival,10/08/2022,15/08/2022,Musique,szigetfestival.fr,,Océane Le Guern / oleguern@aya-communciation.fr / 07 67 57 06 27Fleuriane Azevedo / fazevedo@aya-communciation.fr / 07 86 49 96 54,"La programmation éclectique fait vibrer l’île d'Hajogyari , dans Budapest. The Arctic Monkeys, Dua Lipa, Lewis Capaldi, Kings Of Leon, Bastille, Jon Hopkins, Sigrid, slowthai, Little Simz, Caribou, Princess Nokia, Yung Lean, Floating Points et Honey Dijon figurent parmi les artistes attendus. ","18.9261011,47.349415",,,
Europe ,Suède,Göteborg ,Way Out West,11/08/2022,13/08/2022,Musique,wayoutwest.se,,,"Les cinq scènes de Slottsskogen, un grand parc dans le centre ville, proposent des concerts dès le milieu de journée jusqu'à minuit. De nombreux artistes de renommée internationale se retrouvent dont First Aid Kit, Tame Impala, The Tallest Man On Earth, Chloe Moriondo, Arooj Aftab, Nick Cave, Perfume Genius, Frida Hyvönen et Indigo De Souza.","11.594357,57.5389291",,,
Europe ,Belgique,Kiewit,Pukkelpop,18/08/2022,21/08/2022,Musique,pukkelpop.be,,,"La scène alternative se rassemble pour trois jours de concerts. L'indie rock des british d'Artic Monkeys, la techno de la belge Charlotte de Witte, l'électro de sa compatriote Amber Broos, ou la soul de l'anglais Joy Crookes font partie de la programmation.","5.3400826,50.9553618",,,
Europe ,Espagne,Benicàssim,Rototom Sun Splash,16/08/2022,22/08/2022,Musique,rototomsunsplash.com,,,"Les stars de la scène reggae internationale comme Burning Spear, Sean Paul, Davido, Alborosie, The Abyssinians et Fatoumata Diawara sont accueillies sur la scène principale. Les artistes plus émergents se retrouvent sur les autres espaces comme le ""Lion stage"" ou le ""Dance hall"". A noter, l'engagement écolo de la manifestation qui interdit les bouteilles et les emballages plastiques à usage unique. Les festivaliers sont invités à se désaltérer auprès des fontaines à eau.","0.0288217,40.0157431",,,
Europe,Espagne,Barcelone ,Sonar,16/06/2022,18/06/2022,Musique,sonar.es/,,,"Le rendez-vous des musiques électroniques et expérimentales se tient sur quatre scènes en journée. Il se poursuit la nuit le vendredi et le samedi.  The Chemical Brothers, The Blaze, Oneohtrix Point, Arca, Never, The Blessed Madonna, AJ Tracey, Channel Tres, Serpentwithfeet, Princess Nokia, Polo & Pan, Morad, Ivy Barkakati, Richie Hawtin, DJ Python, Skee Mask, Joy Orbison, La Fleur, Charlotte de Witte et Anfisa Letyago sont de la partie. ","2.0701496,41.3926467",,,
Europe ,Suisse,Montreux,Septembre musical,19/09/2022,29/09/2022,Musique,septmus.ch,00 41 21 962 80 05,,"L'Autriche est à l'honneur de cette 76è édition. A l'auditorium Stravinski de Montreux, l’actrice autrichienne Isabel Karajan propose sa version de Pierre et le Loup, de Prokofiev. François Leleux,au hautbois, joue Schubert, Mozart et Anton Webern. L'orchestre Camerata Salzburg accompagne ces deux concerts. Le temple Saint-Martin à Vevey accueille trois autrichiennes, la violoniste Judith Fliedl, la violoncelliste Christine Roider et la pianiste Johanna Estermann pour une soirée autour des jeunes virtuoses. ","6.83943,46.4059501",,,
Europe ,Italie ,Venise,Festival international de théâtre,24/06/2022,03/07/2022,Cinéma,labiennale.org,,,"Le festival, organisé par la biennale de Venise, propose un programme varié de représentations et de rencontres. L'édition est intitulée ""Rot"", rouge en allemand, pour le son dur émis lorsque prononcé, mais aussi puisqu'il est temps d'enfin se rasseoir sur les sièges rouges, et d'attendre que le rideau, rouge, s'ouvre. Parmi les temps forts, Late Hour Scratching poetry, un texte d'Alda Merini, est lu un soir par Asia Argento puis l'actrice Galatea Ranzi le déclame à plusieurs reprises à l'Arsenal.","12.1668278,45.2311119",,,
Europe ,Suisse,Lausanne,Festival de la Cité,05/07/2022,10/07/2022,Danse,festivalcite.ch,00 41 21 311 03 75,,"L'événement interdisciplinaire est aussi très éclectique dans sa programmation. Côté musique, on retrouve des chants polonais, de la musique traditionnelle japonaise, du jazz avant-gardiste cairote ou encore du post-punk et de la trash pop. La manifestation est totalement gratuite. ","6.5841499,46.45463",,,
Grand-Est,Marne,Reims ,La Magnifique Society ,24/06/2022,26/06/2022,Musique,lamagnifiquesociety.com,03 26 36 72 40,,"Le Parc de Champagne accueille The Smile, PNL, Juliette Armanet, Clara Luciani, Fishback, Courtney Barnett, Remi Wolf, Herbie Hancock, Lune, Moonshiners, The Black Eyed Peas.","3.98604,49.2039281",,,
Grand-Est,Bas-Rhin,Strasbourg ,Musica ,15/09/2022,02/10/2022,Musique,festivalmusica.fr/,,,"Le festival est dédié à la création musicale. Le concert d’ouverture a lieu au palais des fêtes et présente Migrants composé par Georges Aperghis, en hommage aux être qui partent, fuient et parfois disparaissent sur le chemin de l'exil. Le spectacle est sous la direction d'Emilio Pomárico avec la soprano Agata Zubel, la mezzo-soprano Christina Daletska et Geneviève Strosser à l'alto.
","7.69204,48.5690532",,,
Grand-Est,Marne,Reims,Les flâneries musicales de Reims,16/06/2022,08/07/2022,Musique,flaneriesreims.com,03 26 36 78 00,33 (0)6 14 32 77 43 Hélène Segré,"La soirée d'ouverture dans la basilique Saint-Rémi est assurée par la compagnie La Tempête qui interprète Les Vêpres de Monteverdi sous la direction de Simon-Pierre Bestion. Les ""Petits flâneurs"" est la programmation consacrée au jeune public pour les sensibiliser au spectacle vivant. A noter, un concert pique-nique au Parc de Champagne le samedi 16 juillet.","3.98604,49.2039281",,,
Grand-Est,Bas-Rhin,Wolfisheim,Wolfijazz,22/06/2022,26/06/2022,Musique,wolfijazz.com,,,"Au fort Kleber, les concerts du week-end sur la scène des douves sont en accès libre tandis que la scène de l’esplanade propose des concerts payants les soirées précédentes. Kimberose, Melody Gardot, Popa Chubby, Florin Niculescu, Daniel Zimmermann et Panam Panic font partie des artistes invités. ","7.648498,48.562561",,,
Grand-Est,Moselle,Metz,Constellations de Metz,23/06/2022,03/09/2022,Musique,constellations-metz.fr,,,"Les arts numériques sont à l'honneur dans cette manifestation totalement gratuite. L'idée est de redécouvrir la ville et son patrimoine grâce à l’intervention d’artistes contemporains. Cette année les ""nouvelles utopies"" sont le fil rouge de la programmation qui réunit des grands noms des arts numériques dont le studio 1024 architecture. Deux parcours artistiques sont à découvrir dans la ville, ""Pierres Numériques"" (du jeudi au samedi de la nuit tombée jusqu’à minuit) et ""Arts et Jardins"" (tous les jours). ","6.136002,49.06085",,,
Grand-Est,Meurthe-et-Moselle,Nancy,Nancyphonies,15/07/2022,31/07/2022,Musique,nancyphonies.net,03 83 96 43 24,,"La musique classique est célébrée à l'église Saint-Lambert, à l'auditorium du conservatoire, au kiosque du parc la Pépinière et aux grands salons de l’Hôtel de ville. Parmi les concerts proposés, une soirée Viva Vivaldi avec l'ensemble L’Appassionata et le flûtiste Tommaso Benciolini et un concert dédié à Mozart mené par l'open chamber orchestra, sous la direction de Yaïr Benaïm, également au violon solo, accompagnés de Hugues Leclère au piano et Philippe Cuper à la clarinette.","6.134241,48.666865",,,
Grand-Est,Bas-Rhin,Neuve-Eglise,Décibulles,08/07/2022,10/07/2022,Musique,decibulles.com,03 88 57 13 55,,"Bières et concerts sont au programme des festivités. Pas moins de 40 sortes, servies à la pression artisanale, ont été sélectionnées. Elles sont disponibles dans les 5 bars du festival : Chez Régine, Chez Gilles, Chez Lulu, S’schenste Tàl et un nouveau bar dédié aux bières de caractères. Côté musique, sont notamment attendus : Selah Sue, Woodkid, Parov Stellar, Niska, The Stranglers, La Femme, Vitalic, Pales, Maeva, Naya Ali, .","7.2836161,48.30849",,,
Grand-Est,Haut-Rhin,Pays de Rouffach,Musicalta,22/07/2022,09/08/2022,Musique,musicalta.com,03 89 47 59 93,,"Une édition sous le signe des ""goûts réunis"", clin d'oeil à l'oeuvre du compositeur François Couperin. La diversité musicale est donc à l'honneur avec en ouverture Heitor Villa-Lobos par le pianiste Wilhem Latchoumia. La musique des films de Miyazaki composée par Joe Hisaishi est interprétée par l'ensemble The Grissini Project. Les deux cycles des 24 préludes et fugues de Bach sont jouées par le pianiste Benoît Tourette.
","7.2867490197085,47.9444510197085",,,
Grand-Est,Haut-Rhin,Colmar,Foire aux vins d'Alsace,22/07/2022,31/07/2022,Musique,foire-colmar.com,03 90 50 50 50,,"Le festival qui marie les sons et le vin revient pour une édition baptisée ""les retrouvailles"". Parmi les temps forts, un ""cook show"" consacré à la cuisine végétale avec l’association des Étoilés d’Alsace et Alexis Albrecht, chef du restaurant Au Vieux Couvent à Rhinau, suivi d'une soirée dansante Volksmusik - ou musique populaire - avec le groupe des Willerthaler. Côté musique, on attend Julien Doré, les Deep Purple, Mika, Angèle, Clara Luciani et Asaf Avidan.","7.3155359,48.040906",,,
Grand-Est,Haute-Marne,Langres,Le Chien à plumes,05/08/2022,07/08/2022,Musique,chienaplumes.fr,03 25 88 78 82,,"Chanson, hip-hop, calypso rumba, électro, blues, jazz, reggae, soul et rock sont programmés au Lac de Villegusien. Les têtes d’affiches sont sur la grande scène Ernest tandis que les artistes émergents se retrouvent sur la scène Ponpon. Zoufris Maracas, Eddy de Pretto, BAGARRE, La Perla, Tryo, KIKESA sont notamment attendus. A noter : la soirée concert gratuite ""tremplin Grand Est"" pour laquelle trois groupes ont été présélectionnés. ","5.294154,47.827153",,,
Grand-Est,Bas-Rhin,La Petite-Pierre,Au grès du jazz,06/08/2022,14/08/2022,Musique,festival-augresdujazz.com,03 88 01 49 59,Valentine Wurtz 0)3 88 01 49 59,"Artistes de renommée internationale et jeunes pousses se retrouvent. Le ""IN"" s'installe Place du château et programme notamment El Comité, le Richard Bona, Alfredo Rodriguez, Fatoumata Diawara, Lúcia De Carvalho, Django All Stars, Stacey Kent, Rhoda Scott. Le ""OFF"" propose quant à lui des concerts gratuits dans plusieurs lieux de la ville, dont le jardin des païens.","7.287437,48.8398409",,,
Grand-Est,Haut-Rhin,Mulhouse,Météo,23/08/2022,27/08/2022,Musique,festival-meteo.fr/,03 89 45 36 67,,"Le festival Météo est baptisé ainsi en référence au caractère imprévisible des sons qui le composent : la musique improvisée, expérimentale et créative mais aussi plus ""classique"" avec du rock, de l’électro et du jazz. Vincent Courtois au violoncelle, Daniel Erdmann au saxophone et Robin Fincker au saxo toujours et à la clarinette ouvrent le bal à Motoco, la friche industrielle où se tiennent les concerts en soirée. A noter, des workshops d’improvisation et des ateliers pour enfants sont aussi proposés. ","7.282521,47.721896",,,
Grand-Est,Ardennes,Charleville-Mézières,Cabaret Vert,17/08/0202,21/08/2022,Musique,cabaretvert.com,03 24 36 12 68,,"Deux scènes principales -  Zanzibar et Illuminations - sont consacrées à la programmation grand public avec notamment Slipknot, Stromae, Liam Gallagher, Orelsan, Pixies, H.E.R, Madness, Laylow, Véronique Sanson, Parcels, Marc Rebillet, Eddy de Pretto, Aurora et Taxi Kebab. L'espace ""Greenfloor"", accueille quant à lui la scène hip-hop et électro dans une ambiance entre club et dancefloor avec la DJ Sama’ Abdulhadi, Eris Drew, Octo Octa, La Fleur, Paula Temple, Denis Sulta (house), TYGAPAW, Lala & Ce, Leon Vynehall et Joy Orbison. Un dernier lieu, le Razorback, propose des concerts de rock indé : Molchat Doma, Wargasm, Meatbodies, Yard Act, Frankie & The Witch Fingers, Pink Siifu & Negro'6, Bob Vylan, The Armed, Wu-Lu, Youv Dee font partie des artistes invités. Une journée est également dédiée à la BD avec des ouvrages à dispo et la présence de 80 artistes. Mythes
et Meufs de Blanche Sabbah, Procrastination écologique de Maïté Robert et Plastique Tac-Tic-Tac de Capucine Dupuy et Terreur Graphique en seront. ","4.675811,49.732804",,,
Grand-Est,Meurthe-et-Moselle,Pont-à-Mousson,La Mousson d'été,23/08/2022,29/08/2022,Musique,meec.org,03 83 81 20 22,Isabelle Muraour / 01 43 73 08 88 / 06 18 46 67 37,"L’Abbaye des Prémontrés se transforme en scène de théâtre et laboratoire de création de pièces contemporaines. Une université d'été accueille 75 stagiaires européens pour cinq jours  d'ateliers sur les écritures dramatiques. Des lectures mises en espace sont organisées avec des textes d'auteurs et autrices variés et internationaux. Parmi les représentations, Stallone, imaginé par Clotilde Hesme et Fabien Gorgeart, d’après Stallone d'Emmanuèle Bernheim et  Privés de feuilles les arbres ne bruissent pas de Magne Van Den Berg, traduit par Esther Gouarné et mis en scène par Pascale Henry.
","6.004827,48.8907979",,,
Grand-Est,Marne,Châlons-en-Champagne ,Furies ,07/06/2022,11/06/2022,Théâtre / Arts de la rue / Cirque,furies.fr,03 26 65 90 06,Anne Lacombe  06 07 04 15 94,"La ville se transforme en scène ouverte avec comme objectifs le soutien à la création contemporaine et la découverte de jeunes talents. Vingt-trois compagnies sont accueillies, la plupart de théâtre de rue et de cirque mais aussi une de marionnette. Presque tous les spectacles proposés sont gratuits. La Compagnie ALixM présente Brèches ou faute de révolution nous appuierons sur la ville, une création à la recherche de l'espoir en face d'un monde qui s'effondre. ","4.329561,48.929994",,,
Grand-Est,Haut-Rhin,Mulhouse,Scènes de rue,14/07/2022,17/07/2022,Théâtre / Arts de la rue / Cirque,scenesderue.fr,03 89 56 29 40,,"Les arts de la rue traditionnels et actuels se mêlent. La volonté du festival est de développer une programmation pluridisciplinaire et de proposer des projets avec des œuvres de répertoire et d'autres en cours d’élaboration. Le collectif 3615dakota présente De et par la possibilité éventuelle des devenirs envisageable, un spectacle entre voyance et collapsologie, désir de vie dans un futur lointain, jusqu'en 3615...","7.282521,47.721896",,,
Grand-Est,Vosges,Bussang,"Théâtre du peuple (saison d'été)
",30/07/2022,03/09/2022,Théâtre / Arts de la rue / Cirque,theatredupeuple.com,03 29 61 50 48,,"Les trois spectacles mis en avant font d'Hamlet l'invité d'honneur. Trois versions sont proposées. L'original Hamlet de Shakespeare est suivie d'une adaptation contemporaine, celle de Heiner Müller, Hamlet-machine. Elles sont toutes les deux mises en scène par Simon Delétang. Enfin, HAMLET, à part, un seul-en-scène, imaginé et joué par le comédien Loïc Corbery, sociétaire de la Comédie-Française, qui incarne également le héros dans les deux pièces précédentes.  ","6.8213009,47.864874",,,
Hauts-de-France,Pas-de-Calais,Lens,"Rome, la cité et l'Empire",06/04/2022,27/07/2022,Autres,https://www.louvrelens.fr/,03 21 18 62 62,,"L’exposition se consacre à une rétrospective sur la civilisation romaine, du IIe siècle avant J.-C. jusqu’au début du IVe siècle après J.-C. Le parcours retrace l'histoire de cette cité et de l'Empire et interroge cette évolution avec notamment une grande carte interactive. On s'arrête également sur la vie quotidienne et comment l'organisation sociale, politique et culturelle s'articule avec l'Empire. ","2.786702,50.41954",,,
Hauts-de-France,Somme,Amiens,Festival international de jardins Hortillonnages Amiens,26/05/2022,16/10/2022,Autres,artetjardins-hdf.com,06 78 53 55 92,,"Le festival met en lumière la création avec parcours ponctué d’une cinquantaine d’installations et de jardins créés par de jeunes artistes, paysagistes ou architectes. Ces explorations tentent une réflexion culturelle sur les enjeux sociaux et sociétaux. Douze nouvelles productions sont disposées sur plusieurs sites à découvrir à pied, sur l’Île aux fagots et la presqu'île Robinson ou en barque au Port à fumier. Le pittoresque,
l’abscisse et l’ordonnée est une oeuvre du plasticien et architecte Gilles Brusset qui installe  une série de mirages et des jeux kaléidoscopique créant une illusion d'optique entre le reflet et l'image ""réelle"". L'artiste Séverine Hubard implante ABRI, une interrogation sur la capacité protectrice d'une structure architecturale. 
","2.223528,49.8468359",,,
