epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre
200041515,CC DU BASSIN DE PONT A MOUSSON,30630.0,26720.0,87.2,200041515.0,Le Bassin de Pont-à-Mousson,21100.0,"2,8",54,"10,1","19,5",82.2
200041556,CC PORTES DE LA CREUSE EN MARCHE,5170.0,4360.0,84.3,200041556.0,Portes de la Creuse en Marche,18260.0,"2,8",23,"12,3","25,3",79.3
200041572,CC DRONNE ET BELLE,8930.0,7590.0,85.0,200041572.0,Dronne et Belle,19770.0,"2,9",24,"9,2","20,1",79.4
200041614,CC AUNIS SUD,25220.0,21540.0,85.4,200041614.0,Aunis Sud,20000.0,"2,6",17,"8,2","17,6",77.9
200041622,CC ARDENNES THIERACHE,6780.0,5850.0,86.3,200041622.0,Ardennes Thiérache,18520.0,"3,0",08,"15,4","27,4",81.7
200041689,CC DES VALS DE SAINTONGE COMMUNAUTE,41720.0,35730.0,85.6,200041689.0,Les Vals de Saintonge Communauté,18790.0,"2,9",17,"12,0","24,1",79.5
200041721,CC DE LA HAUTE COMTE,13370.0,11500.0,86.0,200041721.0,La Haute Comté,18750.0,"2,7",70,"11,8","24,0",80.4
200041853,CC DU PAYS DE MONTBOZON ET DU CHANOIS,4820.0,4100.0,85.1,200041853.0,Le Pays de Montbozon et du Chanois,20830.0,"2,5",70,"6,1","14,4",80.1
200041861,CC DU TRIANGLE VERT,8090.0,7040.0,87.0,200041861.0,Le Triangle Vert,20600.0,"2,6",70,"6,7","16,6",81.5
200041879,CC TERRES DE SAONE,9900.0,8680.0,87.7,200041879.0,Terres de Saône,20480.0,"2,5",70,"8,5","18,6",82.3
200041887,CC DU VAL MARNAYSIEN,10950.0,9510.0,86.8,200041887.0,Le Val Marnaysien,21810.0,"2,5",70,"5,0","11,8",81.5
200041994,CC HAUT VAL DE SEVRE,21960.0,19580.0,89.2,200041994.0,Haut Val de Sèvre,20890.0,"2,7",79,"7,7","16,6",83.7
200042000,CC BRUYERES VALLONS DES VOSGES,11350.0,9640.0,84.9,200042000.0,Bruyères-Vallons des Vosges,19400.0,"2,8",88,"11,7","22,4",78.5
200042182,CC DU MONT DES AVALOIRS,12230.0,10850.0,88.7,200042182.0,Le Mont des Avaloirs,18870.0,"2,6",53,"9,5","21,4",84.6
200042372,CC DES COTEAUX ARRATS GIMONE,8360.0,7010.0,83.9,200042372.0,Les Coteaux Arrats Gimone,20950.0,"2,9",32,"8,7","17,9",78.8
200042414,CC BRESSE REVERMONT 71,7700.0,6530.0,84.8,200042414.0,Bresse Revermont 71,19820.0,"2,7",71,"9,4","19,8",78.8
200042463,CC DE LA MONTAGNE NOIRE,4370.0,3400.0,77.8,200042463.0,La Montagne Noire,17690.0,"3,1",11,"17,2","31,0",73.2
200042497,CC DOMBES SAONE VALLEE,30240.0,26730.0,88.4,200042497.0,Dombes Saône Vallée,24780.0,"2,8",01,"5,0","9,7",83.7
200042604,"CC DE GRANVILLE, TERRE ET MER",37660.0,34130.0,90.6,200042604.0,"Granville, Terre et Mer",21150.0,"3,0",50,"7,6","16,3",86.0
200042620,CC DE LA REGION DE SUIPPES,4550.0,4070.0,89.5,200042620.0,La Région de Suippes,20160.0,"2,8",51,"8,5","19,3",85.5
200042646,CC GRAND ORB,15560.0,12240.0,78.7,200042646.0,Grand Orb,18350.0,"3,1",34,"18,1","30,6",73.0
200042653,CC SUD HERAULT,14570.0,12120.0,83.2,200042653.0,Sud-Hérault,18840.0,"3,1",34,"13,5","25,9",77.5
200042703,CC DE L ARGONNE CHAMPENOISE,8780.0,7910.0,90.1,200042703.0,L'Argonne Champenoise,19580.0,"2,9",51,"10,9","21,3",85.3
200042729,CC DE LA BAIE DU COTENTIN,17370.0,15550.0,89.5,200042729.0,La Baie du Cotentin,19190.0,"2,7",50,"9,9","20,9",85.1
200042901,CC DROME SUD PROVENCE,33600.0,26340.0,78.4,200042901.0,Drôme Sud Provence,20800.0,"3,2",26,"12,2","22,5",71.5
200042935,CA HAUT BUGEY AGGLOMERATION,45020.0,37560.0,83.4,200042935.0,Haut - Bugey Agglomération,19920.0,"3,1",01,"14,2","25,6",75.9
200042943,CC DU CAP CORSE,5260.0,4240.0,80.6,200042943.0,Le Cap Corse,19540.0,"3,7",2B,"13,3","24,9",73.6
200042992,CC PERTHOIS BOCAGE ET DER,4300.0,3860.0,89.8,200042992.0,Perthois-Bocage et Der,20820.0,"2,7",51,"5,7","14,5",84.4
200043016,CC VAL DE CHARENTE,10900.0,9440.0,86.6,200043016.0,Val de Charente,18370.0,"3,0",16,"14,7","27,6",81.7
200043065,CC DU VAL D AMBOISE,21810.0,19450.0,89.2,200043065.0,Le Val d'Amboise,21200.0,"2,9",37,"7,9","16,1",84.4
200043081,"CC CHINON, VIENNE ET LOIRE",18770.0,16640.0,88.7,200043081.0,"Chinon, Vienne et Loire",20890.0,"3,0",37,"9,4","18,4",83.5
200043156,CC DU PAYS RETHELOIS,22030.0,19750.0,89.7,200043156.0,Le Pays Rethélois,20150.0,"2,9",08,"11,2","21,8",85.0
200043263,CC COUR DE L AVESNOIS,21380.0,18200.0,85.1,200043263.0,Cœur de l'Avesnois,18740.0,"3,1",59,"16,8","28,4",78.9
200043321,CC DU PAYS DE MORMAL,35310.0,31030.0,87.9,200043321.0,Le Pays de Mormal,20750.0,"3,2",59,"10,9","20,7",82.8
200043354,CC DE VILLEDIEU INTERCOM,12080.0,10880.0,90.1,200043354.0,Villedieu Intercom,19210.0,"2,6",50,"10,3","21,8",84.7
200043404,CC DU SUD AVESNOIS,17620.0,14870.0,84.4,200043404.0,Le Sud Avesnois,16450.0,"3,1",59,"27,0","40,9",77.1
200043438,CC DE LA MOIVRE A LA COOLE,7230.0,6490.0,89.8,200043438.0,La Moivre à la Coole,23550.0,"2,6",51,"5,0","7,6",85.6
200043495,CA DU PAYS DE LAON,32380.0,28330.0,87.5,200043495.0,Le Pays de Laon,18870.0,"3,4",02,"20,0","31,0",81.4
200043602,"CC DES ALBERES, DE LA COTE VERMEILLE ET DE L ILLIBERIS",48480.0,39970.0,82.4,200043602.0,"Les Albères, de la Côte Vermeille et de l'Illibéris",19720.0,"3,2",66,"12,8","24,1",76.8
200043628,CC DES VALLEES DU CLAIN,20320.0,18490.0,91.0,200043628.0,Les Vallées du Clain,21780.0,"2,5",86,"5,0","11,4",86.4
200043693,CC TERRE LORRAINE DU LONGUYONNAIS,11510.0,9620.0,83.6,200043693.0,Terre Lorraine du Longuyonnais,21350.0,"3,3",54,"11,3","19,9",76.5
200043776,CC PYRENEES AUDOISES,11040.0,8100.0,73.4,200043776.0,Pyrénées Audoises,16990.0,"3,3",11,"20,2","34,1",67.3
200043974,CC DU SUD GIRONDE,31180.0,26150.0,83.9,200043974.0,Le Sud Gironde,20010.0,"2,9",33,"10,5","20,8",78.0
200043982,CC DU BAZADAIS,12740.0,10870.0,85.3,200043982.0,Le Bazadais,19360.0,"2,8",33,"11,2","24,2",80.0
200043990,CC VALLONS DE HAUTE BRETAGNE COMMUNAUTE,32540.0,28810.0,88.5,200043990.0,Vallons de Haute-Bretagne Communauté,21190.0,"2,4",35,"5,1","12,8",81.3
200044014,CC CREUSE GRAND SUD,8820.0,7380.0,83.7,200044014.0,Creuse Grand Sud,18090.0,"3,1",23,"15,3","28,7",76.6
200044030,CC DES SEPT VALLEES,22080.0,19860.0,89.9,200044030.0,Les Sept Vallées,18520.0,"2,8",62,"15,2","27,3",85.5
200044048,CC OSARTIS MARQUION,32140.0,29040.0,90.4,200044048.0,Osartis Marquion,21100.0,"2,7",62,"7,6","17,2",85.0
200044253,CC DU BASSIN DE JOINVILLE EN CHAMPAGNE,9230.0,7810.0,84.6,200044253.0,Le Bassin de Joinville en Champagne,18320.0,"2,9",52,"15,7","28,6",77.5
200044394,CC DU REOLAIS EN SUD GIRONDE,18210.0,15110.0,83.0,200044394.0,Le Réolais en Sud Gironde,18620.0,"3,0",33,"14,7","27,7",76.6
200044469,CC DU PAYS DE MIREPOIX,8480.0,6610.0,77.9,200044469.0,Le Pays de Mirepoix,18790.0,"3,1",09,"13,9","26,5",72.4
200048551,CC DU PAYS DE CRAON,21020.0,18850.0,89.7,200048551.0,Le Pays de Craon,19260.0,"2,4",53,"8,0","17,9",83.8
200049187,CA DU GRAND VERDUN,20120.0,17590.0,87.4,200049187.0,Le Grand Verdun,19620.0,"3,2",55,"15,1","25,0",80.5
200049211,CC CONFLENT CANIGÓ,16350.0,12220.0,74.7,200049211.0,Conflent-Canigó,18130.0,"3,2",66,"19,0","31,5",68.9
200049484,CC BERRY GRAND SUD,9090.0,7530.0,82.8,200049484.0,Berry Grand Sud,18350.0,"3,2",18,"14,1","26,5",76.7
200055481,CC BEAUCE VAL DE LOIRE,15010.0,13150.0,87.6,200055481.0,Beauce Val de Loire,20860.0,"2,8",41,"8,1","16,6",82.1
200055887,CC MAYENNE COMMUNAUTE,27100.0,24330.0,89.8,200055887.0,Mayenne Communauté,20660.0,"2,5",53,"8,0","16,2",84.8
200058360,CC ENTRE BEAUCE ET PERCHE,15410.0,13750.0,89.2,200058360.0,Entre Beauce et Perche,21710.0,"2,5",28,"5,5","12,9",84.0
200059392,CC BIEVRE ISERE,42180.0,35680.0,84.6,200059392.0,Bièvre Isère,21270.0,"2,6",38,"6,7","16,0",79.2
200059400,CC PORTE OCEANE DU LIMOUSIN,20090.0,17900.0,89.1,200059400.0,Porte Océane du Limousin,20390.0,"2,7",87,"9,9","19,0",83.0
200065563,CC NORMANDIE CABOURG PAYS D AUGE,26280.0,23510.0,89.5,200065563.0,Normandie-Cabourg-Pays d'Auge,21600.0,"2,9",14,"7,5","15,6",85.1
200065589,CC VAL ES DUNES,13820.0,12500.0,90.4,200065589.0,Val ès Dunes,21100.0,"2,4",14,"6,2","14,1",86.0
200065787,CC DE PONT AUDEMER / VAL DE RISLE,24580.0,21510.0,87.5,200065787.0,Pont-Audemer / Val de Risle,20230.0,"2,8",27,"11,4","21,8",81.8
200065894,CC DE FOREZ EST,49880.0,43730.0,87.7,200065894.0,Forez-Est,21190.0,"2,6",42,"6,4","15,2",82.3
200066017,CC LIEUVIN PAYS D AUGE,15380.0,13420.0,87.3,200066017.0,Lieuvin Pays d'Auge,20090.0,"2,8",27,"9,0","19,3",81.4
200066025,CC PAYS RHIN BRISACH,24600.0,20510.0,83.4,200066025.0,Pays Rhin - Brisach,23630.0,"2,7",68,"5,0","10,0",77.3
200066033,CC SUD ALSACE LARGUE,17290.0,14120.0,81.7,200066033.0,Sud Alsace Largue,23920.0,"3,0",68,"5,2","10,6",75.6
200066041,CC SUNDGAU,36850.0,29460.0,79.9,200066041.0,Sundgau,26910.0,"3,4",68,"5,0","10,3",73.8
200066108,CC DES PORTES DE MEUSE,12530.0,10850.0,86.6,200066108.0,Les Portes de Meuse,20250.0,"2,7",55,"7,0","17,1",80.8
200066116,CC ARGONNE MEUSE,5130.0,4590.0,89.5,200066116.0,Argonne-Meuse,19620.0,"2,9",55,"11,6","21,5",83.4
200066132,CC DU PAYS DE STENAY ET DU VAL DUNOIS,7090.0,6090.0,85.9,200066132.0,Le Pays de Stenay et du Val Dunois,18990.0,"3,1",55,"14,3","25,6",78.8
200066140,CC DE L AIRE A L ARGONNE,4940.0,4390.0,88.9,200066140.0,L'Aire à l'Argonne,20340.0,"2,8",55,"6,0","15,6",84.2
200066157,CC DE COMMERCY VOID VAUCOULEURS,16480.0,14410.0,87.4,200066157.0,Commercy - Void - Vaucouleurs,19270.0,"2,8",55,"11,8","23,5",80.7
200066165,CC VAL DE MEUSE VOIE SACREE,6750.0,5960.0,88.3,200066165.0,Val de Meuse - Voie Sacrée,20230.0,"2,7",55,"7,5","16,4",82.1
200066173,CC DE DAMVILLERS SPINCOURT,5920.0,5010.0,84.6,200066173.0,Damvillers Spincourt,19450.0,"3,1",55,"11,4","21,9",77.7
200066223,CC ARIZE LEZE,8450.0,6270.0,74.2,200066223.0,Arize Lèze,18430.0,"3,2",09,"15,7","29,2",66.9
200066231,CC DES PORTES D ARIEGE PYRENEES,29640.0,23980.0,80.9,200066231.0,Les Portes d'Ariège Pyrénées,19230.0,"3,0",09,"14,2","26,1",74.8
200066280,CC DU PITHIVERAIS,21110.0,18110.0,85.8,200066280.0,Le Pithiverais,20430.0,"2,8",45,"10,4","20,9",79.1
200066322,CC TERRES DES CONFLUENCES,31290.0,25110.0,80.2,200066322.0,Terres des Confluences,18380.0,"3,1",82,"17,2","30,5",73.3
200066330,CC TERRES DU HAUT BERRY,19970.0,17670.0,88.5,200066330.0,Terres du Haut Berry,21590.0,"2,7",18,"6,3","14,4",82.8
200066348,CC DU MINERVOIS AU CAROUX,11540.0,8780.0,76.1,200066348.0,Le Minervois au Caroux,17280.0,"3,4",34,"19,7","33,9",70.5
200066363,CC DE LA HAUTE ARIEGE,5350.0,4430.0,82.8,200066363.0,La Haute Ariège,19830.0,"2,8",09,"11,1","21,9",77.9
200066371,CC CAUSSES ET VALLEE DE LA DORDOGNE,36370.0,30150.0,82.9,200066371.0,Causses et Vallée de la Dordogne,20050.0,"3,0",46,"9,9","20,9",77.5
200066405,CC ROUMOIS SEINE,31340.0,28230.0,90.1,200066405.0,Roumois Seine,23100.0,"2,6",76,"5,0","10,5",85.3
200066413,CC INTERCOM BERNAY TERRES DE NORMANDIE,42230.0,36760.0,87.0,200066413.0,Intercom Bernay Terres de Normandie,20430.0,"2,9",27,"11,1","21,0",81.0
200066462,CC INTERCO NORMANDIE SUD EURE,27740.0,24230.0,87.3,200066462.0,Interco Normandie Sud Eure,19880.0,"2,9",28,"12,1","22,2",82.1
200066512,CC ELAN LIMOUSIN AVENIR NATURE,21660.0,19360.0,89.4,200066512.0,Élan Limousin Avenir Nature,20630.0,"2,5",87,"7,3","15,9",84.3
200066520,CC OUEST LIMOUSIN,9210.0,8030.0,87.2,200066520.0,Ouest Limousin,18910.0,"2,9",87,"11,7","23,4",81.9
200066553,CC DES MONTS DE LACAUNE ET DE LA MONTAGNE DU HAUT LANGUEDOC,6060.0,4910.0,81.0,200066553.0,Les Monts de Lacaune et de la Montagne du Haut Languedoc,18780.0,"2,8",81,"11,7","24,7",75.4
200066561,CC SIDOBRE VALS ET PLATEAUX,10160.0,8410.0,82.8,200066561.0,Sidobre Vals et Plateaux,19470.0,"2,7",81,"9,5","20,6",77.9
200066587,CC DES MONTS DU LYONNAIS,26160.0,21880.0,83.6,200066587.0,Les Monts du Lyonnais,21200.0,"2,5",69,"5,6","14,3",76.7
200066603,CC DU PAYS DE LUBERSAC POMPADOUR,6000.0,5400.0,90.0,200066603.0,Le Pays de Lubersac-Pompadour,19590.0,"2,8",19,"9,9","21,2",85.8
200066637,CC HAUTES TERRES COMMUNAUTE,8850.0,7530.0,85.1,200066637.0,Hautes Terres Communauté,19020.0,"2,9",15,"9,8","23,2",80.1
200066645,CC VEZERE MONEDIERES MILLESOURCES,3790.0,3300.0,87.1,200066645.0,Vézère-Monédières-Millesources,19310.0,"3,1",19,"11,0","23,2",82.6
200066652,CC GRAND SUD TARN ET GARONNE,31930.0,26630.0,83.4,200066652.0,Grand Sud Tarn et Garonne,20840.0,"2,7",82,"8,8","18,4",76.9
200066660,CC SAINT FLOUR COMMUNAUTE,17340.0,15230.0,87.8,200066660.0,Saint-Flour Communauté,19370.0,"2,7",15,"8,6","20,8",83.3
200066678,CC DE LA CHATAIGNERAIE CANTALIENNE,15920.0,14180.0,89.1,200066678.0,La Châtaigneraie Cantalienne,19540.0,"2,7",15,"8,6","20,8",84.3
200066710,CC CINGAL SUISSE NORMANDE,18080.0,16060.0,88.8,200066710.0,Cingal-Suisse Normande,20960.0,"2,5",14,"5,7","14,6",83.6
200066728,CC VALLEES DE L ORNE ET DE L ODON,19340.0,17860.0,92.3,200066728.0,Vallées de l'Orne et de l'Odon,23220.0,"2,4",14,"5,0","9,1",88.6
200066744,CC HAUTE CORREZE COMMUNAUTE,24610.0,21580.0,87.7,200066744.0,Haute-Corrèze Communauté,19700.0,"2,8",23,"10,0","21,2",82.9
200066751,CC XAINTRIE VAL DORDOGNE,9010.0,7830.0,86.9,200066751.0,Xaintrie Val'Dordogne,19320.0,"2,8",19,"9,8","22,0",82.2
200066769,CC MIDI CORREZIEN,10320.0,8740.0,84.7,200066769.0,Midi Corrézien,20280.0,"3,0",19,"8,3","19,1",80.0
200066777,CC PLOERMEL COMMUNAUTE,32760.0,28210.0,86.1,200066777.0,Ploërmel Communauté,19930.0,"2,6",56,"8,6","18,3",79.3
200066785,CC DE L OUST A BROCELIANDE,29480.0,25470.0,86.4,200066785.0,L'Oust à Brocéliande,20170.0,"2,5",56,"7,3","16,8",79.9
200066801,CC ISIGNY OMAHA INTERCOM,20130.0,18110.0,90.0,200066801.0,Isigny-Omaha Intercom,19740.0,"2,7",14,"8,4","19,0",85.1
200066819,CC DU VOLVESTRE,23700.0,19510.0,82.3,200066819.0,Le Volvestre,20980.0,"2,9",31,"9,4","19,5",76.1
200066827,CC DU PAYS DE HONFLEUR BEUZEVILLE,21140.0,18650.0,88.2,200066827.0,Le Pays de Honfleur-Beuzeville,20970.0,"3,0",27,"8,9","18,5",83.2
200066835,CC DE SEZANNE SUD OUEST MARNAIS,16330.0,13960.0,85.5,200066835.0,Sézanne-Sud Ouest Marnais,20950.0,"3,1",51,"8,5","17,6",79.7
200066850,CC DES PAYSAGES DE LA CHAMPAGNE,16110.0,14150.0,87.8,200066850.0,Les Paysages de la Champagne,22610.0,"3,4",51,"5,8","13,5",83.4
200066868,CC PRESQU ILE DE CROZON AULNE MARITIME,16900.0,15000.0,88.8,200066868.0,Presqu'île de Crozon-Aulne maritime,20640.0,"2,7",29,"6,6","15,6",82.6
200066884,CC QUERCY VERT AVEYRON,17070.0,13840.0,81.1,200066884.0,Quercy Vert-Aveyron,19980.0,"2,8",82,"10,7","21,4",74.0
200066892,CC DE VENDEUVRE SOULAINES,5530.0,4910.0,88.8,200066892.0,Vendeuvre-Soulaines,19940.0,"2,9",10,"9,9","20,0",83.5
200066926,CA GRAND AUCH COUR DE GASCOGNE,32160.0,27890.0,86.7,200066926.0,Grand Auch Cœur de Gascogne,20850.0,"3,2",32,"12,5","21,2",82.0
200066975,CC SENLIS SUD OISE,18400.0,16070.0,87.3,200066975.0,Senlis Sud Oise,26550.0,"3,7",60,"5,3","11,4",82.3
200067023,CC COUTANCES MER ET BOCAGE,37980.0,34090.0,89.8,200067023.0,Coutances Mer et Bocage,19960.0,"2,8",50,"9,0","19,4",85.7
200067031,CC COTE OUEST CENTRE MANCHE,17440.0,15550.0,89.2,200067031.0,Côte Ouest Centre Manche,19040.0,"2,7",50,"10,0","21,6",85.2
200067049,CC SPELUNCA LIAMONE,5750.0,4630.0,80.5,200067049.0,Spelunca-Liamone,20410.0,"3,7",2A,"11,6","23,9",74.8
200067064,CC DECAZEVILLE COMMUNAUTE,14470.0,11870.0,82.0,200067064.0,Decazeville Communauté,18800.0,"2,8",12,"13,4","24,5",76.5
200067072,CC HAUT LEON COMMUNAUTE,25170.0,23170.0,92.1,200067072.0,Haut-Léon Communauté,20260.0,"2,7",29,"7,1","16,9",87.2
200067080,CC CHABLIS VILLAGES ET TERROIRS,11240.0,9880.0,87.9,200067080.0,"Chablis, Villages et Terroirs",21340.0,"3,2",89,"8,4","16,3",82.8
200067122,CC COTEAUX ET PLAINES DU PAYS LAFRANÇAISAIN,8410.0,6850.0,81.5,200067122.0,Coteaux et Plaines du Pays Lafrançaisain,19660.0,"2,7",82,"10,1","21,5",74.4
200067130,CC DE PUISAYE FORTERRE,26000.0,22320.0,85.8,200067130.0,Puisaye-Forterre,19800.0,"2,9",89,"10,7","21,2",80.5
200067155,"CC SAINT AFFRICAIN, ROQUEFORT, SEPT VALLONS",10500.0,8680.0,82.7,200067155.0,"Saint Affricain, Roquefort, Sept Vallons",19720.0,"2,9",12,"11,5","22,0",77.3
200067163,"CC MONTS, RANCE ET ROUGIER",4830.0,3980.0,82.4,200067163.0,"Monts, Rance et Rougier",18290.0,"3,1",12,"11,9","25,6",78.1
200067171,"CC AUBRAC, CARLADEZ ET VIADENE",7690.0,6740.0,87.6,200067171.0,"Aubrac, Carladez et Viadène",19000.0,"3,0",12,"9,2","23,1",84.1
200067189,CC CREUSE SUD OUEST,10320.0,8630.0,83.6,200067189.0,Creuse Sud Ouest,18010.0,"3,1",23,"15,7","28,9",77.6
200067197,CC MONTS D ARREE COMMUNAUTE,5880.0,4770.0,81.1,200067197.0,Monts d'Arrée Communauté,18350.0,"2,9",29,"15,4","28,0",73.3
200067221,CC CENTRE MORBIHAN COMMUNAUTE,32840.0,28760.0,87.6,200067221.0,Centre Morbihan Communauté,20060.0,"2,5",56,"7,4","17,4",81.9
200067239,CC DES LUYS EN BEARN,21620.0,19040.0,88.1,200067239.0,Les Luys en Béarn,22100.0,"2,8",64,"5,8","14,3",84.0
200067247,CC PLEYBEN CHATEAULIN PORZAY,17210.0,15200.0,88.3,200067247.0,Pleyben-Châteaulin-Porzay,20180.0,"2,6",29,"8,0","17,6",81.2
200067262,CC DU HAUT BEARN,25470.0,21460.0,84.3,200067262.0,Le Haut-Béarn,20660.0,"2,9",64,"9,2","18,3",78.9
200067288,CC DU BEARN DES GAVES,14020.0,11870.0,84.7,200067288.0,Le Béarn des Gaves,19690.0,"2,9",64,"10,5","21,0",80.2
200067296,CC DU NORD EST BEARN,26550.0,23310.0,87.8,200067296.0,Le Nord Est Béarn,22330.0,"2,9",64,"5,8","13,4",83.6
200067304,CC SEREIN ET ARMANCE,18070.0,15720.0,87.0,200067304.0,Serein et Armance,19970.0,"2,7",89,"11,0","20,8",80.8
200067320,CC SERRE PONÇON VAL D AVANCE,5790.0,4520.0,78.1,200067320.0,Serre-Ponçon Val d'Avance,20200.0,"2,7",05,"8,5","18,8",71.5
200067361,CC GRAND FIGEAC,34170.0,27710.0,81.1,200067361.0,Grand-Figeac,20490.0,"3,0",46,"9,6","19,9",74.5
200067379,CC COTES DE CHAMPAGNE ET VAL DE SAULX,8850.0,7830.0,88.5,200067379.0,Côtes de Champagne et Val de Saulx,20000.0,"2,7",51,"8,8","19,0",82.6
200067429,CC HAUT NIVERNAIS VAL D YONNE,9090.0,7660.0,84.3,200067429.0,Haut Nivernais-Val d'Yonne,19030.0,"3,0",89,"14,8","26,0",79.2
200067437,CA PROVENCE ALPES AGGLOMERATION,38880.0,29820.0,76.7,200067437.0,Provence-Alpes-Agglomération,19950.0,"3,0",04,"12,9","23,7",68.8
200067445,CC BUECH DEVOLUY,7510.0,5900.0,78.6,200067445.0,Buëch-Dévoluy,19690.0,"2,9",05,"10,7","21,2",71.8
200067452,CC DU GUILLESTROIS ET DU QUEYRAS,6530.0,5150.0,78.9,200067452.0,Le Guillestrois et du Queyras,20040.0,"2,9",05,"7,1","17,2",68.6
200067460,CC LOUDEAC COMMUNAUTE BRETAGNE CENTRE,39440.0,34250.0,86.8,200067460.0,Loudéac Communauté - Bretagne Centre,19700.0,"2,6",22,"9,5","20,6",80.3
200067478,CC COMTAL LOT ET TRUYERE,15470.0,13520.0,87.4,200067478.0,Comtal Lot et Truyère,20710.0,"2,8",12,"6,7","17,1",82.5
200067486,CC BOUZONVILLOIS TROIS FRONTIERES,18330.0,15710.0,85.7,200067486.0,Bouzonvillois-Trois Frontières,22380.0,"3,4",57,"9,5","18,0",79.6
200067502,CA SAINT AVOLD SYNERGIE,41410.0,34800.0,84.0,200067502.0,Saint-Avold Synergie,19840.0,"3,1",57,"13,9","24,2",78.8
200067544,CC CREUSE CONFLUENCE,12830.0,11010.0,85.8,200067544.0,Creuse Confluence,18350.0,"2,9",23,"12,0","26,0",80.7
200067593,CC MARCHE ET COMBRAILLE EN AQUITAINE,10140.0,8550.0,84.3,200067593.0,Marche et Combraille en Aquitaine,17360.0,"3,0",23,"14,0","30,5",77.9
200067627,CC BILLOM COMMUNAUTE,20100.0,17640.0,87.8,200067627.0,Billom Communauté,22030.0,"2,6",63,"5,7","13,5",83.0
200067635,CA CLISSON SEVRE ET MAINE AGGLO,42920.0,38420.0,89.5,200067635.0,Clisson Sèvre et Maine Agglo,22280.0,"2,4",44,"5,0","10,0",84.8
200067643,"CC MEURTHE, MORTAGNE, MOSELLE",12640.0,11170.0,88.4,200067643.0,"Meurthe, Mortagne, Moselle",21050.0,"2,6",54,"6,7","15,7",83.5
200067650,CC HOUVE PAYS BOULAGEOIS,16840.0,14740.0,87.5,200067650.0,Houve-Pays Boulageois,21600.0,"2,7",57,"7,0","15,6",83.8
200067668,"CC DE LA CLERY, DU BETZ ET DE L OUANNE",15590.0,12960.0,83.1,200067668.0,"La Cléry, du Betz et de l'Ouanne",20640.0,"2,8",89,"9,6","19,1",77.0
200067676,CC CANAUX ET FORETS EN GATINAIS,20700.0,17900.0,86.5,200067676.0,Canaux et Forêts en Gâtinais,20420.0,"2,7",45,"9,1","18,9",81.2
200067684,"CA EPERNAY, COTEAUX ET PLAINE DE CHAMPAGNE",36640.0,31980.0,87.3,200067684.0,"Épernay, Coteaux et Plaine de Champagne",21700.0,"3,4",51,"10,1","18,8",82.3
200067692,CC TANNAY BRINON CORBIGNY,7580.0,6560.0,86.5,200067692.0,Tannay-Brinon-Corbigny,19200.0,"3,1",58,"12,3","23,0",81.7
200067700,CC SUD NIVERNAIS,15590.0,13930.0,89.4,200067700.0,Sud Nivernais,19580.0,"2,6",58,"11,5","22,1",83.8
200067742,CC SERRE PONÇON,13730.0,10930.0,79.6,200067742.0,Serre-Ponçon,20570.0,"2,9",05,"9,3","19,7",71.7
200067759,CC VALLEES ET PLATEAU D ARDENNE,18210.0,15920.0,87.4,200067759.0,Vallées et Plateau d'Ardenne,19280.0,"2,9",08,"13,3","25,0",83.0
200067767,CC DU ROYANS VERCORS,7440.0,6080.0,81.7,200067767.0,Le Royans-Vercors,19870.0,"2,7",26,"8,2","19,1",75.5
200067783,CC DE HANAU LA PETITE PIERRE,20540.0,17830.0,86.8,200067783.0,Hanau-La Petite Pierre,21800.0,"2,7",67,"6,4","14,2",83.0
200067791,CA PAYS FOIX VARILHES,26460.0,21550.0,81.4,200067791.0,Pays Foix-Varilhes,20620.0,"3,1",09,"11,4","21,7",75.5
200067817,CC SAONE BEAUJOLAIS,34090.0,29810.0,87.4,200067817.0,Saône-Beaujolais,21490.0,"2,7",69,"7,3","16,1",82.6
200067825,CA GAP TALLARD DURANCE,39600.0,32330.0,81.6,200067825.0,Gap-Tallard-Durance,20940.0,"3,1",05,"11,1","20,9",74.9
200067841,CC DE L ALSACE BOSSUE,18990.0,16500.0,86.9,200067841.0,L'Alsace Bossue,20670.0,"2,7",67,"8,0","17,7",81.7
200067866,CC SEVRE ET LOIRE,36650.0,32900.0,89.8,200067866.0,Sèvre et Loire,22000.0,"2,4",44,"5,0","10,5",84.6
200067882,CC BAZOIS LOIRE MORVAN,11830.0,10460.0,88.4,200067882.0,Bazois Loire Morvan,18500.0,"3,0",58,"13,2","25,9",84.1
200067890,CC MORVAN SOMMETS ET GRANDS LACS,9050.0,7810.0,86.3,200067890.0,Morvan Sommets et Grands Lacs,18970.0,"3,2",58,"12,6","25,0",81.4
200067908,CC AMOGNES COUR DU NIVERNAIS,6490.0,5630.0,86.7,200067908.0,Amognes Cœur du Nivernais,20180.0,"2,7",58,"10,1","20,1",81.8
200067916,CC COUR DE LOIRE,19730.0,17080.0,86.6,200067916.0,Cœur de Loire,20040.0,"3,0",58,"11,5","21,3",81.0
200067924,CC DU CANTON D ERSTEIN,38060.0,33560.0,88.2,200067924.0,Le Canton d'Erstein,23260.0,"2,7",67,"5,8","12,4",83.2
