code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
94016,94,276,4988,3613,956,186,89,189,297,65,514,1083,606
22016,22,10,61,199,29,5,10,18,2,0,33,41,19
44016,44,17,129,159,30,17,6,18,10,3,25,166,24
13016,13,98,559,867,174,110,21,121,42,13,127,1167,441
05016,05,4,61,23,6,3,4,5,1,0,9,54,15
42016,42,4,36,53,10,7,5,20,4,2,18,98,36
83016,83,118,833,1576,253,164,34,211,65,20,258,1782,734
27016,27,81,795,879,110,98,30,65,49,34,167,1300,232
28016,28,1,11,25,2,1,1,5,0,0,13,32,12
87016,87,10,60,33,5,2,1,8,2,0,4,57,16
62017,62,3,12,16,3,6,0,2,2,0,4,36,10
80017,80,4,23,81,5,4,0,9,1,1,11,93,20
64017,64,12,45,31,15,1,9,37,2,2,11,16,7
57017,57,25,203,380,40,19,3,35,18,3,31,470,105
25017,25,4,9,27,4,0,1,2,1,0,2,11,0
70017,70,3,9,27,1,3,1,10,2,5,7,80,10
27017,27,14,151,244,27,20,5,16,9,5,33,195,52
91017,91,37,144,275,45,16,7,28,13,5,56,257,60
76017,76,15,60,103,14,10,3,11,4,3,8,157,22
54017,54,0,12,14,3,6,1,3,0,1,3,10,1
02017,02,2,18,35,1,3,1,1,1,1,11,58,14
60017,60,15,92,122,15,10,8,14,4,2,17,254,42
2A017,2A,32,109,148,28,15,16,92,9,5,34,334,113
08017,08,2,9,16,1,4,1,5,1,0,4,18,11
73017,73,24,72,179,37,17,4,26,12,3,44,198,66
65017,65,12,26,39,5,2,1,37,9,2,11,33,12
52017,52,4,28,91,14,19,0,12,1,3,23,142,29
21017,21,12,45,92,24,9,4,20,9,9,11,73,17
17017,17,12,51,99,13,14,2,25,5,2,10,157,19
89017,89,3,16,37,2,3,2,3,2,0,13,55,4
01017,01,6,63,34,12,10,1,9,4,1,5,89,21
81017,81,1,17,29,1,8,0,7,7,0,6,17,4
39017,39,17,113,230,28,25,9,30,10,6,37,244,51
31017,31,2,16,9,0,2,0,11,1,0,0,25,9
59017,59,449,2808,2551,352,176,88,177,284,85,275,3193,621
09017,09,6,23,28,7,1,2,7,2,0,5,6,2
30017,30,3,47,49,7,6,1,7,4,0,4,35,13
11017,11,1,8,7,5,3,0,8,7,0,1,19,0
51017,51,2,12,46,5,8,1,8,0,0,4,103,11
38017,38,27,137,242,44,28,4,35,21,5,47,295,87
07017,07,18,134,99,21,8,1,24,14,1,15,83,23
33017,33,12,48,35,8,2,3,36,5,0,6,72,11
26017,26,2,10,8,4,0,2,1,2,0,1,1,0
40017,40,9,35,52,8,3,0,24,24,0,11,75,12
63017,63,1,20,22,4,3,1,10,3,1,8,28,5
18017,18,10,19,53,0,2,1,11,1,0,15,46,9
10017,10,0,6,24,0,1,1,1,0,0,9,20,7
88017,88,1,8,21,2,1,1,4,4,0,7,41,2
34017,34,7,49,72,22,9,3,24,7,1,13,93,36
58017,58,11,17,44,5,3,1,5,2,2,11,40,5
47017,47,5,42,54,2,14,2,22,2,2,6,66,19
32017,32,1,12,27,4,0,0,21,4,0,6,15,1
55017,55,3,4,19,0,2,3,3,0,1,0,43,4
72017,72,0,16,40,4,2,1,8,1,0,14,40,10
45017,45,8,10,56,9,5,0,7,1,3,23,71,19
04017,04,4,29,6,3,1,1,7,0,0,1,20,4
86017,86,10,93,198,20,20,11,24,9,12,26,210,37
12017,12,0,22,40,0,4,3,15,4,2,10,23,6
43017,43,13,37,52,5,4,3,12,6,1,14,48,7
15017,15,1,4,27,1,0,0,5,1,0,4,35,4
67017,67,4,14,36,8,11,1,11,5,0,14,75,11
69017,69,11,79,148,25,9,3,14,6,4,25,116,49
68017,68,4,58,105,30,18,6,21,11,1,23,168,39
71017,71,0,6,24,2,1,0,5,1,1,8,8,3
48017,48,11,163,160,26,15,4,72,8,5,34,164,48
46017,46,3,21,22,2,2,0,13,5,0,12,8,8
49017,49,8,67,94,9,6,5,12,3,4,13,83,10
03017,03,8,13,20,6,2,3,10,3,0,15,47,12
19017,19,4,17,8,0,0,0,9,0,0,6,12,8
23017,23,3,29,15,3,2,0,8,3,0,4,38,7
85017,85,17,163,622,61,32,5,39,25,9,57,286,71
84017,84,29,366,486,116,52,21,115,19,15,86,589,220
83017,83,20,206,330,57,64,8,65,19,3,43,444,199
82017,82,26,163,168,25,21,11,56,10,5,34,317,55
56017,56,23,225,527,72,33,19,63,16,8,83,566,74
41017,41,11,48,113,5,4,3,22,1,2,28,135,17
87017,87,9,44,70,11,10,4,33,3,3,11,74,12
13017,13,17,131,218,43,26,1,39,6,0,39,388,109
90017,90,18,107,185,27,20,4,25,14,1,38,275,76
29017,29,23,106,199,33,9,8,39,7,3,27,104,32
06017,06,2,36,24,1,4,2,14,2,0,4,67,25
94017,94,1143,11844,7017,1242,461,188,435,272,123,1355,3803,1686
35017,35,6,78,119,25,8,4,15,7,4,19,87,20
36017,36,10,35,49,6,11,4,11,0,0,21,68,10
05017,05,43,299,360,95,46,14,62,32,11,57,456,97
66017,66,60,459,836,67,82,18,147,50,12,182,1731,496
42017,42,6,66,82,31,15,2,7,8,3,17,54,32
61017,61,2,4,10,0,1,2,10,0,1,0,15,3
53017,53,11,75,145,20,10,5,19,6,3,31,132,30
62018,62,7,23,52,6,3,1,12,2,2,11,60,11
80018,80,2,19,51,6,5,0,4,3,0,9,51,14
57018,57,4,7,23,2,0,0,2,2,0,7,47,3
64018,64,7,45,104,10,10,2,43,8,1,29,52,15
70018,70,9,34,65,10,6,1,6,3,1,19,115,19
02018,02,28,201,262,46,21,18,31,11,8,55,529,88
54018,54,2,53,38,5,2,1,11,2,2,3,57,5
25018,25,6,43,103,7,10,4,18,2,6,19,134,40
27018,27,8,115,123,19,17,3,20,8,5,23,226,25
2A018,2A,1,3,8,3,3,0,13,3,1,1,40,12
73018,73,9,101,133,30,17,4,17,1,6,40,115,30
65018,65,0,13,9,1,1,0,30,0,0,0,11,3
21018,21,1,1,13,1,0,0,2,2,0,0,12,1
08018,08,1,1,8,1,1,0,3,0,0,2,23,2
17018,17,9,93,122,28,11,4,34,7,5,14,181,30
74018,74,6,164,318,78,42,8,41,9,4,38,328,102
89018,89,14,58,87,22,9,3,9,2,2,13,179,24
31018,31,4,41,35,1,4,2,27,2,0,2,29,7
59018,59,22,126,248,15,19,6,23,14,11,60,296,44
39018,39,7,55,66,9,9,3,8,2,6,22,80,20
09018,09,1,29,4,1,2,1,4,1,1,2,9,3
16018,16,11,54,144,14,12,2,21,5,3,19,143,30
81018,81,44,301,392,46,43,14,109,52,2,60,436,78
11018,11,37,130,153,18,16,8,38,30,2,31,231,77
30018,30,5,71,87,16,6,1,22,3,2,13,61,41
07018,07,3,6,12,0,0,1,3,0,2,4,16,4
51018,51,4,49,101,7,9,3,24,5,0,24,169,36
38018,38,6,50,51,15,10,2,14,4,3,11,67,14
79018,79,3,16,30,4,0,1,9,4,0,7,36,4
40018,40,12,46,64,7,5,2,27,9,1,9,75,15
26018,26,0,1,3,0,1,0,6,0,0,7,7,8
24018,24,9,72,73,12,8,2,23,4,0,12,35,23
47018,47,6,11,32,1,5,0,14,1,0,9,22,8
32018,32,10,20,32,8,2,1,13,1,0,1,36,4
58018,58,0,1,7,2,1,1,0,0,0,0,7,2
28018,28,21,69,229,14,15,10,31,5,7,62,266,52
34018,34,24,83,99,16,10,4,44,15,2,21,187,52
55018,55,0,4,10,0,1,0,2,1,0,0,12,0
10018,10,8,82,103,13,12,5,15,11,3,31,210,42
45018,45,6,81,101,9,14,5,14,3,4,27,181,29
61018,61,0,4,11,1,2,0,0,0,0,5,20,4
72018,72,0,7,16,2,2,1,2,1,0,3,28,6
18018,18,16,131,255,22,32,7,25,18,9,44,443,72
77018,77,40,875,1051,118,86,18,49,34,16,194,681,221
43018,43,16,112,150,25,22,3,46,8,5,55,265,66
12018,12,3,46,27,8,5,2,9,4,2,9,35,9
67018,67,3,41,147,18,15,2,15,5,4,19,127,30
37018,37,108,904,1931,291,105,39,113,102,29,318,904,292
53018,53,18,86,221,14,14,2,21,13,7,35,206,46
68018,68,6,64,146,15,23,1,14,5,6,23,163,47
04018,04,30,169,129,16,4,12,29,10,3,30,152,27
71018,71,8,38,75,12,3,3,17,3,3,13,106,18
48018,48,14,102,118,32,8,8,35,18,2,26,84,19
15018,15,4,12,26,0,1,0,7,0,0,8,18,3
86018,86,2,22,52,4,7,1,5,4,4,9,75,12
19018,19,4,21,24,4,1,1,15,11,1,17,19,6
49018,49,134,1073,1852,281,150,58,175,115,38,357,1750,311
03018,03,7,66,109,10,5,6,16,4,3,20,149,15
23018,23,5,32,36,5,4,3,17,2,1,14,30,6
69018,69,21,121,291,40,29,3,27,12,7,53,309,66
85018,85,71,290,781,73,82,10,92,36,19,117,871,195
83018,83,43,289,362,64,63,12,59,14,7,64,720,266
42018,42,5,36,68,13,8,0,20,5,4,8,84,17
56018,56,14,169,229,48,10,12,15,22,5,29,100,28
06018,06,61,811,1900,381,96,26,145,76,18,395,1153,771
82018,82,26,141,164,18,17,4,53,13,2,25,241,83
84018,84,6,81,77,22,9,2,15,5,2,17,81,40
41018,41,419,5305,5270,1061,316,178,360,560,129,884,2989,1126
87018,87,21,117,80,12,7,3,40,12,4,15,104,26
44018,44,102,1090,1674,360,92,38,111,168,24,217,774,205
90018,90,0,31,91,13,10,0,7,2,0,5,65,10
29018,29,7,63,55,11,2,5,20,5,2,4,61,6
22018,22,5,44,56,10,5,7,6,5,2,8,47,12
13018,13,53,449,482,78,71,7,69,17,16,68,942,271
94018,94,252,3643,5400,970,206,91,224,250,60,1144,1389,1926
66018,66,3,7,8,2,0,0,3,3,1,0,17,2
35018,35,9,79,221,19,15,7,20,6,5,38,176,19
05018,05,5,40,77,20,10,5,16,3,0,9,44,14
46018,46,2,25,25,11,0,0,17,0,0,6,19,7
36018,36,92,537,813,113,55,21,98,66,32,191,850,221
76018,76,18,110,215,28,25,7,21,17,8,36,323,38
33018,33,53,416,453,84,55,26,90,54,14,64,641,131
62019,62,93,374,541,63,51,14,48,46,14,58,842,124
80019,80,7,56,113,13,12,5,14,8,6,24,217,23
57019,57,93,1138,1221,163,114,72,120,57,39,149,2258,424
64019,64,0,9,37,2,0,5,43,3,1,8,12,6
70019,70,4,16,17,5,0,0,2,9,1,11,37,10
76019,76,4,35,64,9,6,1,14,6,1,10,122,18
02019,02,3,23,49,2,1,1,3,1,1,9,80,24
54019,54,1,4,6,3,4,2,3,0,0,0,25,2
60019,60,1,36,63,12,7,2,8,0,2,11,105,13
25019,25,2,35,49,7,7,1,7,7,3,14,82,27
2A019,2A,1,2,10,0,1,0,4,2,0,0,8,11
65019,65,10,63,119,17,5,3,51,4,2,6,77,23
14019,14,4,21,59,11,5,1,6,4,0,11,30,10
73019,73,35,125,126,28,16,8,18,17,8,21,172,27
74019,74,18,291,651,163,52,13,33,32,7,120,342,128
27019,27,4,6,29,4,3,1,1,0,0,5,55,4
01019,01,4,4,4,5,0,0,2,1,0,0,9,3
52019,52,2,5,9,1,3,1,5,3,2,3,26,10
95019,95,82,1782,1143,108,94,45,91,38,22,234,1079,560
17019,17,23,123,410,56,12,14,27,8,4,67,120,58
39019,39,3,16,52,10,8,1,10,2,6,9,45,6
89019,89,0,15,15,10,3,5,4,1,0,5,37,6
09019,09,7,116,69,11,9,0,20,11,2,6,72,22
31019,31,2,1,6,2,0,0,4,2,0,0,3,1
59019,59,32,72,170,26,12,4,16,4,6,12,179,41
16019,16,20,130,238,33,16,8,28,20,6,35,219,42
81019,81,1,21,20,4,2,1,27,4,0,5,26,2
30019,30,25,345,434,137,35,14,72,31,6,69,442,149
07019,07,166,1440,1292,205,118,46,185,103,19,278,1140,412
38019,38,24,141,171,22,22,9,38,15,4,36,282,62
79019,79,1,12,21,2,1,3,7,0,1,4,29,3
51019,51,3,16,67,6,3,2,4,0,0,7,37,12
50019,50,11,31,83,7,6,2,12,3,1,10,70,16
33019,33,155,1034,1460,217,130,55,278,102,22,182,1464,380
63019,63,68,488,526,60,26,21,71,32,33,64,530,85
11019,11,2,14,9,0,0,1,2,4,0,3,6,4
40019,40,29,137,169,17,16,8,54,20,0,21,205,48
26019,26,6,55,46,6,1,1,16,1,3,6,23,5
32019,32,10,69,88,16,7,3,50,18,1,13,77,21
88019,88,1,5,26,9,3,3,6,1,2,3,42,10
72019,72,2,21,43,7,5,0,13,3,0,9,77,18
58019,58,0,6,21,0,1,1,1,1,0,0,13,3
34019,34,10,54,36,4,7,0,28,5,0,7,54,22
24019,24,4,53,67,16,8,6,25,6,3,22,66,22
18019,18,13,33,67,6,11,8,4,3,3,15,82,25
45019,45,4,60,133,19,8,4,10,8,2,35,99,32
28019,28,1,10,20,2,3,1,6,2,0,19,48,8
47019,47,19,134,140,38,15,10,34,12,4,23,173,51
12019,12,1,10,15,1,1,0,13,1,0,5,12,4
67019,67,15,88,213,46,29,6,25,9,10,32,232,37
77019,77,6,37,23,2,5,1,4,1,0,17,91,11
68019,68,4,45,90,9,12,5,9,4,2,8,128,25
53019,53,4,14,19,0,3,2,4,0,0,7,13,3
04019,04,29,277,354,67,33,6,54,21,8,63,291,101
43019,43,0,13,13,3,3,1,12,1,3,8,18,4
71019,71,6,12,30,12,3,0,6,0,0,10,30,12
48019,48,11,50,18,9,6,1,23,7,1,1,31,10
37019,37,3,43,89,11,11,5,12,4,5,8,79,24
15019,15,0,39,52,4,5,3,12,6,1,6,23,6
35019,35,31,193,324,21,20,11,34,19,11,59,280,54
19019,19,42,107,209,29,7,6,59,17,6,58,122,51
03019,03,78,130,199,20,30,10,60,13,10,49,292,49
86019,86,45,313,487,80,40,19,71,37,18,64,485,87
23019,23,0,9,3,0,0,0,6,0,0,1,2,1
85019,85,93,588,1406,199,56,47,87,67,19,154,762,158
69019,69,105,1191,1642,225,154,33,137,110,29,266,1763,463
56019,56,7,28,40,6,5,1,16,4,1,12,114,7
06019,06,18,115,189,25,31,2,27,3,4,45,498,155
41019,41,1,11,10,0,3,3,2,0,1,9,25,4
87019,87,76,342,671,84,41,17,87,70,13,112,446,113
84019,84,189,1587,1286,175,129,39,219,81,31,218,2612,764
36019,36,4,26,42,5,4,2,7,7,4,14,63,12
83019,83,59,442,1519,154,119,36,134,34,14,293,1666,836
82019,82,10,88,69,13,14,1,36,6,2,15,155,33
44019,44,17,140,158,34,12,11,24,7,7,22,158,44
42019,42,37,307,442,67,43,17,74,35,18,80,500,102
29019,29,1577,17033,17389,4238,746,593,1155,1673,299,2543,9658,3552
90019,90,4,18,52,7,4,0,8,1,0,11,61,13
22019,22,3,58,86,27,3,8,13,4,3,11,47,11
66019,66,4,30,40,6,1,1,8,1,2,2,53,15
13019,13,93,850,2168,350,139,28,168,83,15,353,1519,810
94019,94,146,2232,2261,323,156,41,133,70,31,422,1356,639
92019,92,290,4407,5076,853,221,83,221,239,41,1041,1520,877
05019,05,5,28,23,11,5,3,17,3,3,3,36,13
08019,08,1,2,7,2,0,2,1,0,2,5,12,3
10019,10,3,10,55,11,12,4,7,0,1,14,75,18
62020,62,5,40,86,7,2,2,9,1,6,12,135,21
80020,80,10,86,191,33,1,3,14,9,4,22,98,23
57020,57,1,24,19,3,6,2,4,4,2,1,78,16
70020,70,2,22,34,7,1,0,4,5,1,10,51,8
76020,76,24,109,140,33,18,11,15,11,8,25,323,28
54020,54,7,30,90,15,5,3,13,4,2,18,81,12
60020,60,5,23,21,6,4,2,5,0,0,2,60,16
02020,02,2,22,63,10,5,0,14,0,1,13,123,31
25020,25,14,72,107,18,19,4,8,7,3,12,157,50
65020,65,2,25,46,1,4,2,24,1,0,0,41,15
21020,21,1,24,29,4,4,4,7,2,1,7,48,11
2B020,2B,12,30,68,4,11,3,32,5,1,21,68,29
14020,14,56,348,660,75,43,27,81,31,17,82,634,83
73020,73,6,56,73,30,7,6,24,3,4,22,82,17
74020,74,10,129,318,78,42,10,43,28,4,42,163,86
27020,27,16,151,323,38,21,7,23,29,7,41,239,57
78020,78,11,65,172,35,9,2,19,7,3,50,157,54
39020,39,0,11,15,3,4,0,4,0,0,7,19,0
17020,17,7,26,52,9,17,2,12,3,0,9,36,11
09020,09,0,10,3,2,0,0,5,0,0,1,3,5
89020,89,2,17,14,6,1,1,5,0,0,2,27,8
31020,31,14,163,139,17,8,5,69,22,5,20,123,27
16020,16,2,16,44,7,2,2,2,4,0,6,31,3
07020,07,16,62,67,12,4,4,12,7,1,4,75,20
51020,51,0,2,10,1,0,0,1,0,0,3,3,3
30020,30,26,216,289,52,31,5,64,28,5,57,504,166
79020,79,9,128,121,22,13,7,21,12,5,13,137,47
11020,11,1,8,1,0,0,0,0,4,0,1,3,3
40020,40,8,91,98,8,16,1,40,26,2,13,100,24
33020,33,4,19,15,0,1,1,4,3,0,3,38,3
38020,38,0,33,53,6,6,1,5,2,0,11,40,11
63020,63,4,40,93,10,2,2,10,4,5,14,40,12
81020,81,5,25,48,5,1,2,26,6,2,6,41,19
88020,88,5,10,30,3,3,1,9,2,5,2,37,5
32020,32,4,26,42,7,2,2,23,3,0,10,30,8
10020,10,5,35,61,1,6,5,6,0,2,21,100,22
72020,72,4,49,126,10,18,4,11,3,2,26,143,25
61020,61,2,27,54,6,0,1,5,0,2,8,37,11
58020,58,5,16,48,4,6,0,5,2,1,5,64,9
34020,34,2,86,50,9,0,3,23,5,3,9,74,17
47020,47,6,31,22,2,2,0,16,4,0,11,25,7
18020,18,8,96,141,14,8,1,14,8,3,19,196,35
77020,77,6,51,82,9,12,2,8,3,1,28,102,27
68020,68,12,109,261,55,26,6,24,13,7,41,282,77
67020,67,11,61,138,35,10,8,15,8,3,15,168,31
04020,04,8,16,10,3,1,2,12,0,3,1,28,5
71020,71,4,15,14,0,0,1,7,0,0,3,16,4
43020,43,61,372,643,100,74,20,102,53,27,150,951,230
48020,48,1,8,7,2,0,0,6,3,0,1,4,6
49020,49,58,679,1430,332,65,24,74,70,25,196,511,132
15020,15,3,12,17,0,0,2,4,1,2,5,20,0
37020,37,34,212,313,53,19,8,43,11,4,42,264,69
19020,19,9,22,18,9,2,1,10,1,0,5,11,4
03020,03,17,36,36,4,6,3,17,2,2,4,54,16
46020,46,5,63,47,15,4,8,17,2,0,3,19,5
86020,86,4,30,28,5,7,2,6,4,2,8,44,11
23020,23,9,42,66,4,3,2,18,4,2,10,51,6
69020,69,12,86,128,35,9,3,8,10,4,23,96,34
85020,85,61,460,763,106,44,20,75,44,17,115,519,122
56020,56,8,99,136,35,14,6,32,10,8,15,123,27
42020,42,10,85,175,38,18,5,28,18,2,43,253,64
66020,66,8,102,118,32,15,6,26,14,1,35,102,64
87020,87,55,205,265,37,24,8,66,25,7,54,326,66
36020,36,3,7,13,0,1,1,4,0,1,4,17,3
41020,41,6,54,59,2,10,5,7,2,5,12,111,16
84020,84,13,147,246,42,18,5,34,10,3,42,174,79
44020,44,308,3287,3078,808,199,102,191,323,74,315,1735,459
82020,82,8,69,93,21,7,1,50,8,4,21,110,24
29020,29,88,632,999,172,60,39,106,63,14,157,647,149
22020,22,33,181,595,46,27,19,52,31,11,99,461,78
90020,90,0,35,50,6,7,3,15,7,3,18,48,23
13020,13,24,273,341,73,43,10,61,19,4,82,369,150
92020,92,417,4610,6454,1224,243,90,289,343,70,1222,1652,1106
24020,24,23,121,136,26,7,8,25,13,2,29,122,23
06020,06,13,43,83,15,18,3,22,4,1,39,139,59
26020,26,1,52,29,14,3,2,12,3,0,9,43,14
45020,45,14,91,182,25,11,4,21,8,5,33,154,33
83020,83,1,4,6,0,1,0,3,0,0,1,12,2
08020,08,1,1,14,1,2,1,2,0,0,3,11,2
62021,62,5,39,72,6,4,2,11,3,0,21,65,16
80021,80,1206,15249,14523,2142,648,329,708,647,302,1531,8753,2452
57021,57,17,214,309,61,13,16,26,21,5,37,184,67
64021,64,6,88,173,22,9,2,60,8,4,20,82,26
70021,70,2,21,34,4,1,1,5,0,1,4,39,5
76021,76,13,39,52,5,10,4,7,6,5,12,103,7
60021,60,4,42,44,4,8,6,6,1,2,10,129,18
25021,25,22,141,275,36,22,8,42,12,5,50,250,55
21021,21,32,242,562,118,41,14,37,25,8,93,383,142
02021,02,1,5,6,12,1,1,2,0,0,2,25,7
65021,65,9,64,80,19,10,0,25,8,1,5,42,19
2A021,2A,3,4,13,4,1,0,13,2,1,6,18,8
54021,54,5,13,32,0,8,3,9,2,2,5,46,10
08021,08,0,10,35,4,5,0,2,1,0,6,26,8
91021,91,121,1136,1194,222,88,30,59,68,24,285,865,287
14021,14,5,62,108,14,4,1,10,5,4,37,83,27
01021,01,10,116,233,43,33,2,21,11,2,53,242,113
74021,74,10,113,229,40,27,9,30,11,2,51,282,85
09021,09,7,20,19,4,1,0,7,2,0,0,27,6
17021,17,61,324,633,63,77,9,93,25,10,83,910,189
73021,73,10,149,103,33,20,6,33,11,5,14,146,28
27021,27,1,22,49,12,4,4,15,0,3,21,64,20
31021,31,3,21,26,8,3,0,7,5,0,3,25,6
89021,89,10,94,60,12,6,2,6,1,5,9,40,6
59021,59,28,174,202,11,22,4,18,11,7,20,394,50
52021,52,2,16,34,1,4,3,9,0,1,7,77,22
30021,30,4,34,58,9,9,0,17,5,0,20,69,20
50021,50,1,8,4,0,2,3,3,0,2,8,11,3
33021,33,6,100,178,31,7,3,48,13,3,30,189,27
81021,81,55,712,809,63,74,28,178,90,14,147,677,198
63021,63,13,89,94,33,8,2,30,12,4,18,108,34
26021,26,1,39,23,4,3,2,7,1,0,6,27,2
88021,88,4,13,46,10,3,0,3,2,1,12,60,18
10021,10,3,5,19,2,5,1,2,0,0,9,30,9
32021,32,6,13,15,1,1,0,3,0,0,4,6,0
55021,55,2,1,8,2,5,0,1,0,0,1,16,4
72021,72,4,46,77,17,9,6,12,3,2,18,116,21
61021,61,1,3,21,1,1,1,6,5,0,9,15,2
11021,11,9,57,56,3,4,1,19,27,1,12,83,18
40021,40,22,143,201,37,16,11,53,16,4,26,116,36
58021,58,5,5,27,7,5,3,14,1,2,2,30,12
34021,34,10,33,45,3,3,2,17,4,1,4,54,11
24021,24,5,47,64,7,3,4,16,6,0,20,62,11
28021,28,17,129,222,26,26,10,31,17,8,48,341,50
18021,18,2,21,29,1,9,2,11,3,2,7,56,10
47021,47,45,147,179,19,25,10,80,16,10,28,252,86
77021,77,0,28,15,0,2,1,2,0,2,5,51,10
71021,71,3,49,50,13,5,0,4,5,0,9,57,16
67021,67,41,656,1137,229,126,30,118,47,21,154,777,253
04021,04,1,29,17,2,1,2,8,2,1,0,28,5
68021,68,16,200,618,94,82,15,45,19,1,87,595,210
45021,45,2,35,47,2,1,1,4,1,2,6,62,16
35021,35,11,122,327,40,21,9,16,18,9,53,161,43
49021,49,80,648,1199,180,72,42,86,85,36,177,1045,156
43021,43,14,100,148,26,18,7,43,4,5,57,195,60
37021,37,23,158,258,34,23,10,16,16,11,49,282,60
19021,19,4,19,15,1,0,0,6,2,3,5,10,6
69021,69,35,307,367,101,54,10,34,26,11,89,299,73
15021,15,14,61,119,14,7,4,39,13,0,28,106,19
42021,42,25,134,203,41,20,8,26,9,4,26,218,38
66021,66,89,766,942,115,74,27,209,67,28,150,1726,386
06021,06,17,80,80,23,15,7,17,7,2,31,211,45
87021,87,90,369,493,89,25,13,80,55,7,52,399,81
82021,82,3,23,37,4,12,0,11,1,1,13,30,10
56021,56,12,173,263,48,23,10,25,13,5,28,242,40
84021,84,1,28,15,4,1,0,3,3,0,4,11,0
83021,83,30,289,287,69,66,15,72,10,3,41,528,167
22021,22,24,139,173,29,14,9,28,12,6,17,228,33
03021,03,7,24,44,5,1,6,11,3,0,4,38,4
46021,46,21,118,102,35,14,3,46,10,2,11,89,17
23021,23,11,53,123,5,10,6,23,5,2,34,113,21
13021,13,65,385,1377,198,84,16,99,36,8,270,1082,786
90021,90,0,28,43,9,7,7,17,3,2,18,77,18
94021,94,253,2818,1922,283,142,52,138,107,41,306,1069,437
39021,39,6,84,95,10,27,3,19,4,1,23,95,15
48021,48,1,17,19,7,2,1,7,0,1,8,43,11
53021,53,25,62,222,41,11,7,14,15,6,24,126,25
85021,85,17,183,412,54,21,11,41,17,5,27,284,31
12021,12,20,258,220,34,41,10,161,32,6,85,187,70
05021,05,4,30,16,3,0,4,6,0,3,4,34,10
36021,36,18,102,147,25,7,5,19,23,9,18,127,36
29021,29,26,272,526,88,15,14,61,27,8,105,230,65
44021,44,57,497,917,126,81,25,83,46,18,125,842,126
62022,62,3,30,87,5,5,0,4,3,4,16,51,12
80022,80,3,7,42,1,5,1,4,4,0,4,61,12
64022,64,1,12,25,4,1,0,9,1,0,7,12,6
57022,57,9,115,218,23,15,5,21,9,4,23,205,42
70022,70,1,15,12,0,5,0,2,1,3,9,19,10
76022,76,7,36,57,5,4,4,7,8,1,12,76,6
60022,60,5,36,185,26,9,0,12,1,1,40,75,52
25022,25,26,122,230,25,18,6,29,17,5,37,327,67
65022,65,5,11,28,4,3,2,16,2,0,3,10,3
02022,02,2,28,64,4,1,0,8,1,5,11,103,18
21022,21,12,27,95,19,15,2,22,6,5,12,113,26
54022,54,6,68,85,19,11,7,10,16,0,9,92,23
91022,91,6,11,12,4,4,1,3,1,1,13,33,4
08022,08,11,17,54,5,6,2,12,6,2,17,59,13
2A022,2A,0,4,4,3,0,2,19,0,0,9,14,3
01022,01,6,111,140,16,30,4,35,7,7,32,208,78
09022,09,5,30,36,2,2,0,9,4,1,13,48,6
39022,39,7,49,89,8,9,2,13,5,1,21,176,33
14022,14,11,53,110,18,11,3,7,11,2,42,119,40
17022,17,16,80,172,16,14,5,23,8,10,29,221,37
89022,89,0,21,15,4,3,0,3,2,2,12,30,7
59022,59,52,218,474,74,25,9,25,20,6,57,379,104
73022,73,8,82,94,24,11,2,15,6,3,17,77,29
52022,52,3,15,33,3,7,0,1,4,1,5,44,8
31022,31,95,1171,1145,201,98,28,218,111,27,149,1027,291
30022,30,2,39,31,10,8,1,6,4,1,5,33,9
51022,51,0,5,29,1,9,0,9,0,1,2,37,4
50022,50,1,13,19,3,2,0,3,0,0,1,25,6
88022,88,2,15,15,4,5,1,7,1,1,7,77,10
63022,63,116,246,185,26,28,14,50,29,17,40,388,75
79022,79,5,16,40,5,3,1,8,2,0,9,28,4
33022,33,51,345,389,77,40,20,75,19,4,48,525,96
55022,55,4,11,24,1,4,2,2,1,0,2,5,3
10022,10,0,8,29,1,9,1,3,2,1,13,48,15
32022,32,2,19,20,3,3,0,12,3,0,17,23,10
11022,11,16,107,148,19,13,4,50,13,3,26,217,90
24022,24,2,37,21,5,3,3,5,0,0,6,31,5
40022,40,5,21,53,3,9,1,30,4,1,23,76,12
34022,34,89,770,1169,207,87,22,139,62,14,177,1066,431
28022,28,9,107,199,24,12,2,24,12,2,38,213,50
07022,07,29,111,123,22,22,11,33,11,6,22,206,37
26022,26,1,26,11,2,2,1,3,3,0,2,14,7
81022,81,3,27,47,10,3,2,9,4,0,7,35,9
77022,77,12,120,350,45,20,4,12,7,4,102,139,184
18022,18,3,36,50,2,10,0,13,2,2,9,78,27
04022,04,6,49,65,10,9,0,13,1,2,16,75,34
67022,67,1,22,38,12,5,1,10,5,0,6,64,6
45022,45,1,22,53,5,10,3,6,7,2,13,94,10
68022,68,10,109,270,28,24,6,26,6,0,43,331,80
71022,71,7,31,123,12,22,3,15,3,3,31,138,18
47022,47,2,76,62,20,10,0,29,5,1,4,86,18
49022,49,16,173,323,44,23,4,18,14,3,42,183,45
43022,43,11,47,50,10,4,0,12,4,1,11,49,5
37022,37,83,329,479,66,48,29,49,52,16,79,397,74
03022,03,39,132,115,9,13,7,20,7,3,27,150,26
19022,19,5,42,60,6,0,1,21,12,0,8,23,3
