LibSubCom,code_commune,longitude,latitude,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,entete,nb_voix,url_libe
Nortkerque,62621,2.0347,50.8741,1207,394,813,23,24,766,MÉLENCHON,245,
Baden,56008,-2.9098,47.6041,4617,1432,3185,65,72,3048,MACRON,794,
Pontpoint,60508,2.6573,49.3048,2395,708,1687,32,29,1626,MÉLENCHON,480,
Trignac,44210,-2.2094,47.3145,5628,1589,4039,142,102,3795,MACRON,1031,
Guesnain,59276,3.1465,50.3491,3322,985,2337,53,57,2227,MÉLENCHON,589,
Beauvallon,69179,4.7055,45.5878,2992,895,2097,43,50,2004,MACRON,494,
Montmerle-sur-Saône,01263,4.7603,46.085,2962,913,2049,78,39,1932,MÉLENCHON,454,
Coulanges-lès-Nevers,58088,3.203,47.0138,2958,870,2088,54,45,1989,MÉLENCHON,474,
Riec-sur-Belon,29236,-3.6961,47.8372,3757,1082,2675,48,50,2577,MACRON,678,
Nouzonville,08328,4.7476,49.8224,4240,1262,2978,124,66,2788,MÉLENCHON,861,
Conches-en-Ouche,27165,0.9399,48.9606,3157,920,2237,41,53,2143,MÉLENCHON,602,
Aulnat,63019,3.1685,45.7912,2817,803,2014,62,47,1905,MACRON,469,
Charlieu,42052,4.1742,46.1691,2427,757,1670,41,37,1592,MÉLENCHON,373,
Maing,59369,3.4935,50.3062,3063,874,2189,74,44,2071,MÉLENCHON,550,
Coufouleux,81070,1.7455,43.7997,2225,688,1537,52,37,1448,MÉLENCHON,318,
Retiers,35239,-1.3373,47.9131,3150,892,2258,89,47,2122,MACRON,586,
Roquebillière,06103,7.2942,44.0271,1587,514,1073,24,24,1025,MÉLENCHON,275,
Villiers-Saint-Fréderic,78683,1.8777,48.8201,2153,587,1566,65,33,1468,MACRON,391,
Verniolle,09332,1.6648,43.0819,1827,535,1292,40,26,1226,PÉCRESSE,302,
Montigny-sur-Loing,77312,2.7608,48.3397,2276,704,1572,24,22,1526,MÉLENCHON,336,
Saint-Germain-du-Corbéis,61397,0.0614,48.417,3049,819,2230,72,39,2119,LE PEN,509,
Arudy,64062,-0.457,43.1085,1736,477,1259,44,27,1188,MACRON,298,
Saint-Pantaléon-de-Larche,19229,1.4325,45.1498,4053,1269,2784,87,65,2632,MACRON,686,
Cournonsec,34087,3.7079,43.5363,2420,764,1656,55,43,1558,MÉLENCHON,377,
Willems,59660,3.2362,50.6319,2411,757,1654,63,36,1555,MÉLENCHON,424,
Montsûrs,53161,-0.5607,48.1537,2425,734,1691,67,42,1582,MACRON,398,
Blausasc,06019,7.3594,43.7955,1480,449,1031,23,16,992,MÉLENCHON,259,
Aiguilhe,43002,3.8849,45.0517,1158,319,839,33,9,797,MACRON,181,
Sauvagnon,64511,-0.3854,43.3952,2494,749,1745,69,32,1644,MACRON,407,
Oberhausbergen,67343,7.6839,48.6089,3432,1080,2352,66,46,2240,MÉLENCHON,539,
Cruas,07076,4.7541,44.6607,2310,716,1594,53,36,1505,MÉLENCHON,313,
Saint-Martin-la-Plaine,42259,4.5933,45.5512,2634,758,1876,54,32,1790,MÉLENCHON,422,
Ruaudin,72260,0.2666,47.9437,2780,893,1887,54,33,1800,LE PEN,498,
Guingamp,22070,-3.1529,48.5614,4294,1278,3016,69,60,2887,MACRON,770,
Sainte-Cécile-les-Vignes,84106,4.8895,44.2377,1830,556,1274,57,31,1186,MÉLENCHON,357,
Cluny,71137,4.6677,46.4346,3161,908,2253,72,49,2132,MÉLENCHON,493,
Brié-et-Angonnes,38059,5.7764,45.1281,2107,709,1398,27,26,1345,MACRON,314,
Plessé,44128,-1.8986,47.5531,3743,1131,2612,80,57,2475,MACRON,679,
Baho,66012,2.8205,42.7044,2588,850,1738,36,44,1658,MÉLENCHON,479,
Le Boupère,85031,-0.9305,46.7843,2435,720,1715,58,35,1622,MACRON,416,
Valloire,73306,6.4266,45.1277,1058,306,752,15,21,716,MACRON,161,
Bournezeau,85034,-1.147,46.6394,2419,787,1632,50,34,1548,MACRON,388,
La Chapelle-des-Fougeretz,35059,-1.7416,48.1757,3381,1008,2373,77,47,2249,MACRON,632,
Bavans,25048,6.7283,47.4818,2639,808,1831,78,29,1724,MÉLENCHON,376,
Gourin,56066,-3.6031,48.1249,3232,909,2323,90,56,2177,MACRON,572,
Hulluch,62464,2.8126,50.4862,2677,800,1877,58,32,1787,MÉLENCHON,588,
Faumont,59222,3.1361,50.4554,1813,547,1266,45,30,1191,MÉLENCHON,328,
Gouzon,23093,2.2173,46.1842,1234,403,831,40,14,777,MACRON,171,
Arles-sur-Tech,66009,2.6193,42.4575,1995,678,1317,40,22,1255,MÉLENCHON,372,
Neuves-Maisons,54397,6.1086,48.6169,4758,1405,3353,106,65,3182,MÉLENCHON,788,
Saint-Marcel,27562,1.4417,49.0946,3383,961,2422,70,50,2302,MÉLENCHON,644,
Thézan-lès-Béziers,34310,3.159,43.4151,2147,658,1489,46,24,1419,MÉLENCHON,337,
Ussac,19274,1.5162,45.1905,3449,1008,2441,76,48,2317,MACRON,599,
Emmerin,59193,3.0047,50.59,2451,793,1658,55,37,1566,MÉLENCHON,393,
Veynes,05179,5.8219,44.5633,2317,728,1589,43,24,1522,PÉCRESSE,310,
Quissac,30210,3.9902,43.9193,2347,665,1682,45,29,1608,MÉLENCHON,432,
L'Isle-en-Dodon,31239,0.8367,43.3805,1313,366,947,25,22,900,MACRON,229,
Pusignan,69285,5.0615,45.7573,2826,889,1937,67,42,1828,MACRON,454,
Alzonne,11009,2.1708,43.2666,1081,301,780,35,19,726,MÉLENCHON,190,
Brionne,27116,0.7146,49.1858,2946,884,2062,63,42,1957,MÉLENCHON,558,
Bourbon-l'Archambault,03036,3.0539,46.5788,1835,593,1242,46,27,1169,MACRON,267,
Conques-en-Rouergue,12076,2.3845,44.5845,1482,462,1020,26,17,977,MACRON,245,
Ydes,15265,2.4549,45.3434,1245,404,841,33,10,798,MACRON,207,
La Turbie,06150,7.3979,43.7454,2462,709,1753,41,32,1680,MÉLENCHON,464,
Beauce la Romaine,41173,1.4618,47.9375,2333,657,1676,57,29,1590,MÉLENCHON,367,
Bischwiller,67046,7.866,48.7534,6935,2070,4865,160,108,4597,MÉLENCHON,1090,
Muzillac,56143,-2.4729,47.553,4193,1313,2880,115,59,2706,MACRON,699,
Saint-Céré,46251,1.8996,44.8538,2437,805,1632,62,40,1530,MACRON,379,
Luzinay,38215,4.9573,45.5874,1913,556,1357,52,33,1272,MACRON,278,
Escautpont,59207,3.5545,50.4205,3228,942,2286,53,51,2182,MÉLENCHON,582,
Sisco,2B281,9.4387,42.8135,1081,365,716,33,16,667,MÉLENCHON,184,
Saint-Jean-de-Moirans,38400,5.585,45.3396,2629,773,1856,50,30,1776,MACRON,415,
Dolomieu,38148,5.4803,45.6142,2403,752,1651,61,29,1561,MACRON,344,
Renescure,59497,2.3797,50.7317,1789,518,1271,35,29,1207,MÉLENCHON,337,
Méteren,59401,2.6782,50.744,1727,501,1226,58,19,1149,MÉLENCHON,299,
Salernes,83121,6.234,43.5657,3460,1048,2412,70,53,2289,MÉLENCHON,691,
Bains,43018,3.7676,44.9942,919,256,663,32,10,621,MACRON,144,
Luri,2B152,9.4201,42.8912,778,218,560,14,16,530,LE PEN,139,
Figanières,83056,6.4989,43.5684,2073,673,1400,63,26,1311,MÉLENCHON,372,
Thiviers,24551,0.9109,45.4269,1906,567,1339,42,29,1268,MACRON,264,
Gordes,84050,5.2043,43.9051,1776,558,1218,37,29,1152,MÉLENCHON,320,
Rouffach,68287,7.2827,47.9741,2974,879,2095,61,35,1999,MÉLENCHON,522,
Chavenay,78152,1.9834,48.8502,1453,481,972,33,20,919,LE PEN,236,
La Chapelle-Saint-Aubin,72065,0.1529,48.0366,1940,533,1407,42,26,1339,LE PEN,384,
Rots,14543,-0.4874,49.2216,1964,596,1368,45,28,1295,MACRON,300,
Pleaux,15153,2.2596,45.1396,1360,367,993,25,13,955,MACRON,235,
Sézanne,51535,3.7177,48.7277,3134,1007,2127,71,46,2010,MÉLENCHON,530,
Courtenay,45115,3.0723,48.0211,2908,861,2047,48,34,1965,MÉLENCHON,447,
Clichy-sous-Bois,93014,2.5407,48.9079,11914,3538,8376,253,155,7968,PÉCRESSE,2430,https://www.liberation.fr/resultats-elections/ile-de-france/seine-st-denis/clichy-sous-bois-93014/
Geneston,44223,-1.5277,47.0599,2840,759,2081,86,36,1959,MACRON,519,
Val de Briey,54099,5.9566,49.2617,6196,1762,4434,135,92,4207,MÉLENCHON,1018,
Roeulx,59504,3.3321,50.3117,2641,778,1863,59,28,1776,MÉLENCHON,475,
Château-Thébaud,44037,-1.4362,47.1211,2208,631,1577,47,23,1507,MACRON,396,
Hillion,22081,-2.6451,48.5026,3465,1034,2431,51,53,2327,MACRON,604,
Plobannalec-Lesconil,29165,-4.2273,47.8228,3187,940,2247,53,45,2149,MACRON,559,
Brantôme en Périgord,24064,0.6487,45.3651,2870,862,2008,61,44,1903,MACRON,429,
Flixecourt,80318,2.075,50.0128,2311,742,1569,63,40,1466,MÉLENCHON,406,
Péchabou,31409,1.5098,43.5,1847,519,1328,30,19,1279,MACRON,318,
Bapaume,62080,2.856,50.1033,2120,633,1487,36,33,1418,MÉLENCHON,455,
Liancourt,60360,2.4624,49.3296,3576,1124,2452,70,37,2345,MÉLENCHON,722,
Herrlisheim,67194,7.9055,48.734,3948,1221,2727,53,68,2606,MÉLENCHON,617,
Etiolles,91225,2.4838,48.6475,2533,728,1805,58,40,1707,MACRON,427,
Echiré,79109,-0.4342,46.3922,2804,853,1951,43,44,1864,MACRON,478,
Fagnières,51242,4.315,48.9582,3726,1115,2611,82,48,2481,MÉLENCHON,679,
Saint-Laurent-de-Chamousset,69220,4.4597,45.739,1344,435,909,12,27,870,MACRON,222,
Mellac,29147,-3.5858,47.8978,2617,823,1794,49,41,1704,MACRON,431,
Saint-Clair-du-Rhône,38378,4.7731,45.4331,3007,892,2115,61,47,2007,MACRON,473,
Vaujours,93074,2.5825,48.933,3973,1220,2753,68,51,2634,PÉCRESSE,809,
Champigneulles,54115,6.1378,48.7274,4738,1365,3373,113,67,3193,MÉLENCHON,771,
Menucourt,95388,1.9753,49.0267,3814,1133,2681,95,51,2535,MACRON,585,
Oletta,2B185,9.3452,42.6406,1115,306,809,39,22,748,MÉLENCHON,205,
Fresnoy-le-Grand,02334,3.4182,49.952,2112,647,1465,55,19,1391,MÉLENCHON,478,
Les Deux-Alpes,38253,6.1282,45.0044,1801,556,1245,48,19,1178,MACRON,286,
Vesseaux,07339,4.4422,44.6535,1516,478,1038,29,21,988,MACRON,211,
Auberchicourt,59024,3.2286,50.3346,3203,992,2211,65,42,2104,MÉLENCHON,579,
Fourques,30117,4.5578,43.7043,2050,585,1465,66,38,1361,MÉLENCHON,378,
Gond-Pontouvre,16154,0.1689,45.6792,3722,1117,2605,73,58,2474,MACRON,593,
Saint-Yorre,03264,3.4716,46.066,1878,589,1289,36,33,1220,MACRON,281,
Cailloux-sur-Fontaines,69033,4.8787,45.8586,2069,610,1459,56,35,1368,MACRON,337,
Hergnies,59301,3.5306,50.4875,3319,981,2338,76,43,2219,MÉLENCHON,576,
Val de Moder,67372,7.6154,48.8442,3576,1051,2525,101,47,2377,MÉLENCHON,562,
Cherré-au,72080,0.6659,48.1722,2176,626,1550,66,32,1452,LE PEN,403,
Val-Couesnon,35004,-1.4623,48.4427,2964,879,2085,60,39,1986,MACRON,550,
Pers-Jussy,74211,6.2597,46.1017,2369,716,1653,48,32,1573,LE PEN,359,
Guerlédan,22158,-2.9525,48.203,1834,551,1283,36,23,1224,MACRON,327,
Briare,45053,2.7409,47.6517,3923,1267,2656,66,55,2535,MÉLENCHON,556,
Lèves,28209,1.4758,48.4752,4018,1218,2800,107,66,2627,MÉLENCHON,632,
Crécy-la-Chapelle,77142,2.9186,48.8554,3281,1046,2235,84,48,2103,MACRON,462,
Arbois,39013,5.7768,46.902,2272,653,1619,56,34,1529,MÉLENCHON,347,
Charbonnières-les-Varennes,63092,2.9903,45.9006,1384,395,989,34,28,927,MACRON,230,
Beynat,19023,1.7232,45.1268,1039,331,708,31,21,656,MACRON,161,
Luynes,37139,0.5381,47.414,4057,1250,2807,90,63,2654,MACRON,594,
Benet,85020,-0.6236,46.365,3057,940,2117,56,45,2016,MACRON,505,
Lieusaint,77251,2.5541,48.6274,6734,2028,4706,174,81,4451,MACRON,991,
Vezin-le-Coquet,35353,-1.7548,48.1148,3361,1067,2294,71,46,2177,MACRON,579,
Liverdun,54318,6.0454,48.7556,4679,1350,3329,86,57,3186,MÉLENCHON,805,
Petit-Mars,44122,-1.4508,47.4056,2840,803,2037,57,32,1948,MACRON,527,
Samoreau,77442,2.7764,48.421,1899,644,1255,21,34,1200,MACRON,276,
Tonnerre,89418,3.9767,47.8441,2605,795,1810,56,38,1716,MÉLENCHON,460,
Trilport,77475,2.9621,48.9541,2429,745,1684,58,35,1591,MACRON,359,
Montagny,69136,4.7545,45.6252,2086,633,1453,46,18,1389,MACRON,346,
Dagneux,01142,5.0724,45.858,3315,1040,2275,85,52,2138,MÉLENCHON,520,
Teloché,72350,0.2792,47.8893,2505,733,1772,57,40,1675,LE PEN,457,
Carignan-de-Bordeaux,33099,-0.471,44.8086,3109,965,2144,38,34,2072,MACRON,494,
Decize,58095,3.4678,46.8073,3671,1103,2568,65,40,2463,MÉLENCHON,565,
Bouffémont,95091,2.2987,49.0419,4127,1251,2876,86,51,2739,MACRON,642,
Le Péage-de-Roussillon,38298,4.7886,45.3723,3646,1145,2501,67,49,2385,MACRON,572,
Falicon,06060,7.2659,43.7498,1758,536,1222,30,23,1169,MÉLENCHON,329,
Veyrier-du-Lac,74299,6.1849,45.8834,1885,626,1259,49,30,1180,MACRON,270,
La Gaubretière,85097,-1.0451,46.9367,2343,717,1626,66,46,1514,MACRON,389,
Alissas,07008,4.6182,44.7044,1169,391,778,9,21,748,MÉLENCHON,158,
Lapte,43114,4.2351,45.1828,1459,442,1017,27,13,977,MACRON,220,
Château-Renault,37063,0.9074,47.5918,3662,1147,2515,85,46,2384,MACRON,541,
Bosroumois,27090,0.919,49.2878,2983,846,2137,67,32,2038,MÉLENCHON,570,
Saint-Jean-Pla-de-Corts,66178,2.7968,42.521,1795,551,1244,22,28,1194,MÉLENCHON,352,
Saint-Geniès-des-Mourgues,34256,4.0388,43.7001,1610,532,1078,45,26,1007,MÉLENCHON,249,
Le Cellier,44028,-1.3701,47.334,3101,942,2159,73,46,2040,MACRON,539,
Niederbronn-les-Bains,67324,7.6431,48.9582,3254,1053,2201,83,41,2077,MÉLENCHON,489,
Arleux,59015,3.1056,50.2789,2376,707,1669,54,25,1590,MÉLENCHON,429,
La Tessoualle,49343,-0.8344,47.0115,2574,714,1860,24,33,1803,MACRON,440,
Fretin,59256,3.1327,50.5668,2465,775,1690,57,30,1603,MÉLENCHON,425,
Afa,2A001,8.7973,41.9832,2577,816,1761,36,38,1687,MÉLENCHON,466,
Vulaines-sur-Seine,77533,2.7763,48.4299,2057,611,1446,62,27,1357,MÉLENCHON,293,
Kervignac,56094,-3.2506,47.7683,5035,1480,3555,113,70,3372,MACRON,860,
Beaumes-de-Venise,84012,5.0264,44.1248,1862,507,1355,43,29,1283,MÉLENCHON,353,
Neuvic,24309,0.4682,45.0898,2353,683,1670,45,39,1586,PÉCRESSE,349,
Poligny,39434,5.7171,46.8319,2681,816,1865,76,39,1750,MÉLENCHON,405,
Dompierre-sur-Yon,85081,-1.3701,46.759,3514,1123,2391,66,38,2287,MACRON,555,
Bonneval,28051,1.3837,48.1803,3242,967,2275,79,49,2147,MÉLENCHON,536,
Pleumeur-Bodou,22198,-3.5442,48.7974,3549,1016,2533,78,45,2410,MACRON,598,
Magalas,34147,3.2179,43.4784,2507,748,1759,81,29,1649,MÉLENCHON,415,
Bazet,65072,0.0781,43.2905,1508,427,1081,45,29,1007,MACRON,237,
Sainte-Radegonde,12241,2.6345,44.3237,1528,459,1069,49,23,997,MACRON,223,
Saint-Romain-de-Jalionas,38451,5.2207,45.7474,2340,715,1625,42,26,1557,MACRON,377,
Luzy,58149,3.9978,46.7985,1539,457,1082,44,17,1021,MÉLENCHON,246,
Ardentes,36005,1.8341,46.7437,2904,882,2022,69,33,1920,MÉLENCHON,447,
Les Houches,74143,6.7962,45.9178,2483,724,1759,68,43,1648,LE PEN,410,
Les Epesses,85082,-0.9043,46.8932,1985,584,1401,51,33,1317,LE PEN,331,
Champcevinel,24098,0.7241,45.2126,2308,632,1676,46,42,1588,MACRON,343,
Villaz,74303,6.1995,45.9524,2505,764,1741,52,38,1651,LE PEN,384,
Panissières,42165,4.347,45.7951,2141,633,1508,43,19,1446,MÉLENCHON,341,
Ibos,65226,-0.0077,43.241,2111,586,1525,46,37,1442,MACRON,340,
Villaines-la-Juhel,53271,-0.3004,48.337,2156,680,1476,52,28,1396,LE PEN,365,
Fontaine-Etoupefour,14274,-0.4546,49.1423,1977,559,1418,56,29,1333,MACRON,288,
Plescop,56158,-2.8207,47.7015,4620,1472,3148,92,63,2993,MACRON,786,
Raucoules,43159,4.2843,45.1951,735,242,493,16,11,466,MACRON,99,
Châteauneuf-du-Rhône,26085,4.7285,44.5035,1990,606,1384,59,20,1305,MÉLENCHON,287,
Montignac,24291,1.1539,45.0623,2215,665,1550,28,24,1498,PÉCRESSE,319,
Frévent,62361,2.2922,50.2658,2353,780,1573,52,33,1488,MÉLENCHON,497,
Isigny-sur-Mer,14342,-1.0612,49.2877,2663,777,1886,60,32,1794,MACRON,421,
Manziat,01231,4.903,46.3612,1536,423,1113,35,27,1051,MÉLENCHON,263,
Polliat,01301,5.1377,46.2466,1994,591,1403,41,27,1335,MÉLENCHON,320,
Argentat-sur-Dordogne,19010,1.9408,45.1241,2395,700,1695,51,28,1616,MACRON,401,
Vic-la-Gardiole,34333,3.8104,43.4837,2574,774,1800,69,32,1699,MÉLENCHON,420,
Semur-en-Auxois,21603,4.3405,47.4862,2814,788,2026,59,50,1917,MACRON,426,
Ostricourt,59452,3.0312,50.4583,3962,1159,2803,95,47,2661,MÉLENCHON,713,
Douvaine,74105,6.2978,46.3022,3365,1067,2298,36,32,2230,LE PEN,546,
Attiches,59022,3.0645,50.5081,1850,580,1270,50,35,1185,MÉLENCHON,302,
Valdahon,25578,6.3306,47.164,3477,1056,2421,92,37,2292,MÉLENCHON,502,
Brem-sur-Mer,85243,-1.8084,46.6115,2338,712,1626,35,27,1564,MACRON,405,
Erquy,22054,-2.4678,48.631,3467,1011,2456,75,51,2330,MACRON,612,
La Rochette,77389,2.6634,48.5025,2116,616,1500,41,29,1430,MÉLENCHON,334,
Précy-sur-Oise,60513,2.3644,49.2037,2478,711,1767,68,37,1662,MÉLENCHON,480,
Saint-Beauzire,63322,3.183,45.8587,1624,472,1152,49,24,1079,MACRON,265,
Ailly-sur-Somme,80011,2.1816,49.9105,2433,700,1733,57,29,1647,MÉLENCHON,476,
Dechy,59170,3.1358,50.3524,3491,1087,2404,55,31,2318,MÉLENCHON,600,
Saint-Paul-en-Chablais,74249,6.6409,46.3641,1925,533,1392,51,27,1314,LE PEN,315,
Nesmy,85160,-1.4083,46.596,2244,643,1601,24,24,1553,LE PEN,391,
Eyzin-Pinet,38160,4.993,45.4777,1779,551,1228,33,26,1169,MACRON,277,
Saint-Vigor-le-Grand,14663,-0.6798,49.2889,1945,615,1330,40,26,1264,MACRON,283,
Châteauneuf-Grasse,06038,6.9799,43.6676,2359,661,1698,51,21,1626,LE PEN,432,
Saint-Baldoph,73225,5.9493,45.5296,2339,689,1650,59,44,1547,MACRON,334,
Rignac,12199,2.2981,44.406,1407,432,975,28,14,933,MACRON,225,
Belleu,02064,3.3369,49.3571,2539,808,1731,58,36,1637,MÉLENCHON,594,
Maen-Roch,35257,-1.3463,48.4023,3354,1028,2326,77,53,2196,MACRON,611,
Barjols,83012,5.9839,43.5428,2449,734,1715,46,31,1638,MÉLENCHON,494,
Monte,2B166,9.4104,42.4911,577,179,398,14,10,374,MÉLENCHON,101,
Izernore,01192,5.5524,46.2172,1404,430,974,30,23,921,MÉLENCHON,209,
Le Pellerin,44120,-1.8234,47.2203,3917,1214,2703,70,51,2582,MACRON,688,
Iwuy,59322,3.3299,50.2342,2435,742,1693,54,32,1607,MÉLENCHON,422,
Percy-en-Normandie,50393,-1.1995,48.9148,1789,554,1235,41,29,1165,MACRON,260,
Paron,89287,3.2363,48.187,2758,888,1870,48,47,1775,MÉLENCHON,459,
Ecques,62288,2.2903,50.6789,1708,470,1238,41,22,1175,MÉLENCHON,385,
Sadirac,33363,-0.3849,44.7875,3411,957,2454,95,51,2308,MACRON,567,
Saint-Drézéry,34249,3.9799,43.7322,2236,664,1572,27,42,1503,MÉLENCHON,359,
Véretz,37267,0.8157,47.3541,4479,1388,3091,114,61,2916,MACRON,650,
Meurchin,62573,2.8955,50.495,2863,897,1966,54,32,1880,MÉLENCHON,616,
Lunel-Viel,34146,4.0847,43.684,3116,823,2293,98,46,2149,MÉLENCHON,538,
La Neuville-Chant-d'Oisel,76464,1.2502,49.3822,1824,548,1276,51,37,1188,MÉLENCHON,283,
Saint-Maurice-de-Gourdans,01378,5.1694,45.8177,2104,593,1511,43,30,1438,MÉLENCHON,329,
Fontaines-Saint-Martin,69087,4.8541,45.8428,2313,741,1572,46,17,1509,MACRON,399,
Le Plan-de-la-Tour,83094,6.5513,43.3445,2639,785,1854,31,32,1791,MÉLENCHON,511,
Grandvilliers,60286,1.9333,49.6653,1990,585,1405,45,22,1338,MÉLENCHON,384,
Vieillevigne,44216,-1.4205,46.9691,3149,957,2192,63,37,2092,MACRON,546,
Riotord,43163,4.4125,45.2317,951,300,651,24,11,616,MACRON,142,
Porte-des-Bonnevaux,38479,5.2107,45.4424,1566,455,1111,33,21,1057,MACRON,251,
Habsheim,68118,7.4098,47.7269,3651,1151,2500,90,42,2368,MÉLENCHON,629,
Dozulé,14229,-0.0465,49.2318,1472,432,1040,19,26,995,MACRON,234,
Mornas,84083,4.7396,44.1968,2112,648,1464,46,16,1402,MÉLENCHON,401,
Saint-Aubin-sur-Mer,14562,-0.3925,49.323,2072,617,1455,37,30,1388,MACRON,338,
Lauwin-Planque,59334,3.0373,50.3918,1342,385,957,40,14,903,MÉLENCHON,244,
Commune-nouvelle-d'Arrou,28012,1.1293,48.0961,2830,835,1995,66,34,1895,MÉLENCHON,459,
Semoy,45308,1.9669,47.9359,2645,781,1864,57,41,1766,MÉLENCHON,390,
Saint-Denis-la-Chevasse,85208,-1.3921,46.8364,1695,509,1186,41,25,1120,MACRON,288,
La Rivière-de-Corps,10321,4.0159,48.281,2808,880,1928,69,47,1812,MÉLENCHON,505,
Crespin,59160,3.6505,50.4191,2994,940,2054,43,37,1974,MÉLENCHON,511,
Saint-Lizier,09268,1.122,42.9951,1035,285,750,32,8,710,PÉCRESSE,174,
Bar-sur-Aube,10033,4.7117,48.233,3058,969,2089,58,41,1990,MÉLENCHON,609,
Saint-Pavace,72310,0.1964,48.0407,1685,472,1213,36,18,1159,LE PEN,298,
L'Hôpital,57336,6.7291,49.1539,3883,1100,2783,84,58,2641,MÉLENCHON,727,
Bernin,38039,5.8638,45.2673,2875,823,2052,82,36,1934,MACRON,437,
Les Attaques,62043,1.9319,50.9045,1537,476,1061,31,20,1010,MÉLENCHON,344,
Montfaucon-en-Velay,43141,4.3226,45.1852,892,295,597,13,16,568,MACRON,130,
Le Fousseret,31193,1.0714,43.2838,1418,415,1003,31,13,959,MACRON,243,
Dieulefit,26114,5.0743,44.5346,2572,733,1839,38,27,1774,MÉLENCHON,406,
Ayse,74024,6.4413,46.0915,1652,500,1152,39,26,1087,LE PEN,268,
Castagniers,06034,7.2323,43.7961,1349,426,923,22,22,879,LE PEN,238,
Scaër,29274,-3.7022,48.0277,4277,1277,3000,85,52,2863,MACRON,750,
Champagne-sur-Oise,95134,2.2216,49.1422,3644,1037,2607,70,46,2491,MACRON,595,
Piriac-sur-Mer,44125,-2.5465,47.3856,2449,740,1709,63,37,1609,MACRON,418,
Saint-Martin-des-Champs,29254,-3.8585,48.5724,3405,1041,2364,59,41,2264,MACRON,585,
Pompertuzat,31429,1.5168,43.4922,1728,555,1173,34,23,1116,MACRON,262,
Lessay,50267,-1.528,49.2252,1733,551,1182,51,26,1105,MACRON,265,
Saint-André-de-Corcy,01333,4.9511,45.9242,2618,796,1822,50,45,1727,MÉLENCHON,399,
Guillestre,05065,6.6901,44.6687,1848,615,1233,39,18,1176,MÉLENCHON,247,
Boos,76116,1.2056,49.3822,3024,914,2110,75,42,1993,MÉLENCHON,474,
Glières-Val-de-Borne,74212,6.3913,45.9803,1501,418,1083,32,26,1025,LE PEN,251,
Hombourg-Haut,57332,6.7773,49.1268,4195,1298,2897,96,59,2742,MÉLENCHON,745,
Chasse-sur-Rhône,38087,4.8222,45.579,3723,1062,2661,52,53,2556,MACRON,598,
Le Vernet,03306,3.4776,46.1073,1510,469,1041,43,14,984,MACRON,208,
Plestin-les-Grèves,22194,-3.6191,48.6447,2980,926,2054,64,45,1945,MACRON,496,
Haveluy,59292,3.4047,50.355,2310,720,1590,22,30,1538,MÉLENCHON,398,
Evenos,83053,5.8581,43.1791,2004,579,1425,43,30,1352,MÉLENCHON,409,
Durtol,63141,3.0517,45.7988,1538,422,1116,26,19,1071,MACRON,272,
Le Châtelet-en-Brie,77100,2.7976,48.5005,3349,1077,2272,41,55,2176,MACRON,476,
Jargeau,45173,2.1073,47.8537,3022,933,2089,49,49,1991,MÉLENCHON,465,
Bénodet,29006,-4.0766,47.8778,3153,998,2155,66,37,2052,MACRON,562,
Fleurieux-sur-l'Arbresle,69086,4.6489,45.8376,1890,545,1345,28,28,1289,MACRON,323,
Roscoff,29239,-3.9877,48.717,2837,840,1997,40,49,1908,MACRON,526,
Valdoie,90099,6.8444,47.6726,3492,1015,2477,43,38,2396,MÉLENCHON,618,
Albitreccia,2A008,8.8762,41.863,1386,378,1008,25,20,963,LE PEN,250,
Mudaison,34176,4.0371,43.6438,2169,665,1504,24,33,1447,MÉLENCHON,353,
Saint-Didier-sur-Chalaronne,01348,4.8208,46.1812,2187,652,1535,36,44,1455,MÉLENCHON,351,
Saint-Père-en-Retz,44187,-2.0658,47.2307,3359,1068,2291,75,43,2173,MACRON,571,
Roche,38339,5.1614,45.5839,1717,493,1224,37,32,1155,MACRON,280,
Bagnols-en-Forêt,83008,6.723,43.5373,2230,639,1591,50,25,1516,MÉLENCHON,452,
Brando,2B043,9.4604,42.7748,1477,455,1022,18,12,992,MÉLENCHON,267,
Brens,81038,1.926,43.8815,1848,574,1274,43,33,1198,MÉLENCHON,252,
Cerizay,79062,-0.6772,46.8229,3287,966,2321,65,56,2200,MACRON,592,
Armbouts-Cappel,59016,2.3493,50.984,1825,604,1221,20,22,1179,MÉLENCHON,317,
Saint-Siméon-de-Bressieux,38457,5.266,45.3197,2156,680,1476,58,38,1380,MACRON,323,
Prémilhat,03211,2.5388,46.3065,1866,571,1295,43,22,1230,MACRON,283,
Auneau-Bleury-Saint-Symphorien,28015,1.7583,48.4915,3622,1180,2442,68,48,2326,MÉLENCHON,557,
Ercé-près-Liffré,35107,-1.5165,48.2538,1477,492,985,28,13,944,MACRON,252,
Vervins,02789,3.9167,49.8307,1565,497,1068,30,25,1013,MÉLENCHON,347,
Marly-la-Ville,95371,2.5018,49.0866,4048,1220,2828,97,60,2671,MACRON,630,
Léon,40150,-1.2874,43.853,1906,553,1353,27,31,1295,MACRON,297,
Arlanc,63010,3.7239,45.4175,1326,360,966,23,11,932,MACRON,232,
Arbent,01014,5.6884,46.2823,2245,681,1564,67,44,1453,MÉLENCHON,336,
Montfrin,30179,4.5926,43.8774,2261,663,1598,39,23,1536,MÉLENCHON,429,
