LibSubCom,code_commune,CodNuaListe,NbVoix,score
Bessan,34031,LCOM,33,1.44
Bessan,34031,LREM,656,28.57
Bessan,34031,LMDM,35,1.52
Bessan,34031,LSOC,183,7.97
Bessan,34031,LUD,543,23.65
Béziers,34032,LRN,23192,82.25
Béziers,34032,LDVG,5004,17.75
Canet,34051,LSOC,169,9.89
Canet,34051,LDVD,105,6.14
Canet,34051,LLR,503,29.43
Canet,34051,LDVG,171,10.01
Canet,34051,LRN,761,44.53
Castelnau-le-Lez,34057,LLR,8685,94.92
Castelnau-le-Lez,34057,LMDM,465,5.08
Castries,34058,LVEC,247,7.97
Castries,34058,LUG,254,8.19
Castries,34058,LSOC,245,7.9
Castries,34058,LREM,853,27.52
Castries,34058,LMDM,45,1.45
Castries,34058,LUD,717,23.13
Castries,34058,LLR,739,23.84
Cazouls-lès-Béziers,34069,LUDI,528,23.79
Cazouls-lès-Béziers,34069,LRN,822,37.04
Cazouls-lès-Béziers,34069,LVEC,165,7.44
Cazouls-lès-Béziers,34069,LFI,704,31.73
Clapiers,34077,LREM,1406,54.77
Clapiers,34077,LUC,1161,45.23
Clermont-l'Hérault,34079,LFI,1497,38.65
Clermont-l'Hérault,34079,LSOC,390,10.07
Clermont-l'Hérault,34079,LRN,1670,43.12
Clermont-l'Hérault,34079,LRDG,251,6.48
Clermont-l'Hérault,34079,LEXG,65,1.68
Cournonterral,34088,LRN,1615,53.41
Cournonterral,34088,LUD,1087,35.95
Cournonterral,34088,LVEC,322,10.65
Le Crès,34090,LREM,3862,85.56
Le Crès,34090,LDIV,652,14.44
Fabrègues,34095,LSOC,706,20.1
Fabrègues,34095,LUC,2197,62.54
Fabrègues,34095,LDVD,498,14.18
Fabrègues,34095,LMDM,112,3.19
Florensac,34101,LRN,2046,88.23
Florensac,34101,LDLF,273,11.77
Frontignan,34108,LSOC,795,6.95
Frontignan,34108,LUC,2551,22.29
Frontignan,34108,LDIV,29,0.25
Frontignan,34108,LUC,2510,21.93
Frontignan,34108,LLR,2516,21.99
Frontignan,34108,LREM,2855,24.95
Frontignan,34108,LECO,187,1.63
Ganges,34111,LREG,20,1.15
Ganges,34111,LRN,456,26.22
Ganges,34111,LEXD,14,0.81
Ganges,34111,LUDI,280,16.1
Ganges,34111,LUD,301,17.31
Ganges,34111,LGJ,391,22.48
Ganges,34111,LLR,277,15.93
Gigean,34113,LECO,13,0.45
Gigean,34113,LREM,966,33.72
Gigean,34113,LFI,1092,38.12
Gigean,34113,LUDI,794,27.71
Gignac,34114,LUC,1072,38.34
Gignac,34114,LDVC,16,0.57
Gignac,34114,LDIV,20,0.72
Gignac,34114,LVEC,374,13.38
Gignac,34114,LREM,1283,45.89
Gignac,34114,LEXG,31,1.11
Grabels,34116,LMDM,90,2.63
Grabels,34116,LUC,1670,48.79
Grabels,34116,LLR,1663,48.58
Jacou,34120,LFI,1044,34.99
Jacou,34120,LLR,840,28.15
Jacou,34120,LFI,1100,36.86
Juvignac,34123,LLR,4264,93.06
Juvignac,34123,LREG,318,6.94
Lattes,34129,LDIV,22,0.26
Lattes,34129,LFI,2977,35.1
Lattes,34129,LUG,768,9.05
Lattes,34129,LMDM,127,1.5
Lattes,34129,LUD,2247,26.49
Lattes,34129,LDIV,51,0.6
Lattes,34129,LLR,2290,27.0
Lodève,34142,LUC,1087,32.76
Lodève,34142,LUD,1090,32.85
Lodève,34142,LUC,1077,32.46
Lodève,34142,LDVC,8,0.24
Lodève,34142,LMDM,56,1.69
Lunel,34145,LRDG,722,6.73
Lunel,34145,LLR,3108,28.99
Lunel,34145,LREM,3664,34.18
Lunel,34145,LUD,3227,30.1
Lunel-Viel,34146,LREM,1559,85.57
Lunel-Viel,34146,LDVD,263,14.43
Maraussan,34148,LDVC,10,0.51
Maraussan,34148,LDIV,19,0.97
Maraussan,34148,LREM,1021,52.07
Maraussan,34148,LLR,911,46.46
Marseillan,34150,LLR,823,19.98
Marseillan,34150,LREM,983,23.86
Marseillan,34150,LFI,1102,26.75
Marseillan,34150,LRN,1162,28.2
Marseillan,34150,LDIV,50,1.21
Marsillargues,34151,LRN,999,35.3
Marsillargues,34151,LLR,683,24.13
Marsillargues,34151,LFI,903,31.91
Marsillargues,34151,LVEC,245,8.66
Mauguio,34154,LDVC,26,0.28
Mauguio,34154,LUC,2872,31.27
Mauguio,34154,LREM,3418,37.21
Mauguio,34154,LUC,2869,31.24
Mèze,34157,LUDI,1195,21.28
Mèze,34157,LREM,1445,25.73
Mèze,34157,LDVD,246,4.38
Mèze,34157,LECO,9,0.16
Mèze,34157,LUC,1207,21.49
Mèze,34157,LUD,1220,21.72
Mèze,34157,LDVD,294,5.24
Montady,34161,LDLF,159,7.99
Montady,34161,LRN,1055,53.02
Montady,34161,LLR,732,36.78
Montady,34161,LEXD,44,2.21
Montagnac,34162,LREM,729,39.64
Montagnac,34162,LUC,636,34.58
Montagnac,34162,LDVD,131,7.12
Montagnac,34162,LDLF,120,6.53
Montagnac,34162,LEXD,28,1.52
Montagnac,34162,LVEC,195,10.6
Montarnaud,34163,LDVG,252,14.41
Montarnaud,34163,LDVG,230,13.15
Montarnaud,34163,LDVG,242,13.84
Montarnaud,34163,LRN,1025,58.6
Montferrier-sur-Lez,34169,LUC,509,25.04
Montferrier-sur-Lez,34169,LUC,495,24.35
Montferrier-sur-Lez,34169,LUC,514,25.28
Montferrier-sur-Lez,34169,LLR,515,25.33
Montpellier,34172,LUD,26361,28.41
Montpellier,34172,LLR,26442,28.49
Montpellier,34172,LFI,34360,37.03
Montpellier,34172,LDVD,4831,5.21
Montpellier,34172,LECO,808,0.87
Nissan-lez-Enserune,34183,LDVC,22,1.18
Nissan-lez-Enserune,34183,LLR,1750,93.58
Nissan-lez-Enserune,34183,LDVC,98,5.24
Palavas-les-Flots,34192,LMDM,79,2.06
Palavas-les-Flots,34192,LUG,451,11.78
Palavas-les-Flots,34192,LRN,2000,52.25
Palavas-les-Flots,34192,LUDI,1298,33.91
Paulhan,34194,LRN,727,39.99
Paulhan,34194,LEXD,31,1.71
Paulhan,34194,LUC,504,27.72
Paulhan,34194,LDIV,0,0.0
Paulhan,34194,LREM,556,30.58
Pérols,34198,LGJ,1357,28.92
Pérols,34198,LUDI,1053,22.44
Pérols,34198,LRDG,242,5.16
Pérols,34198,LVEC,330,7.03
Pérols,34198,LRN,1522,32.44
Pérols,34198,LDVD,188,4.01
Pézenas,34199,LSOC,204,5.56
Pézenas,34199,LUDI,603,16.44
Pézenas,34199,LRN,915,24.95
Pézenas,34199,LLR,591,16.12
Pézenas,34199,LREM,703,19.17
Pézenas,34199,LUC,651,17.75
Pignan,34202,LUG,363,10.27
Pignan,34202,LVEC,354,10.01
Pignan,34202,LRN,1697,48.01
Pignan,34202,LUC,1121,31.71
Poussan,34213,LLR,521,17.51
Poussan,34213,LVEC,175,5.88
Poussan,34213,LMDM,27,0.91
Poussan,34213,LREM,597,20.06
Poussan,34213,LSOC,168,5.65
Poussan,34213,LRN,803,26.98
Poussan,34213,LFI,685,23.02
Prades-le-Lez,34217,LEXG,35,1.32
Prades-le-Lez,34217,LDLF,240,9.03
Prades-le-Lez,34217,LREM,1304,49.08
Prades-le-Lez,34217,LUC,1069,40.23
Prades-le-Lez,34217,LDIV,9,0.34
Saint-André-de-Sangonis,34239,LRN,620,24.1
Saint-André-de-Sangonis,34239,LVEC,133,5.17
Saint-André-de-Sangonis,34239,LUDI,428,16.63
Saint-André-de-Sangonis,34239,LUD,432,16.79
Saint-André-de-Sangonis,34239,LFI,554,21.53
Saint-André-de-Sangonis,34239,LDVC,0,0.0
Saint-André-de-Sangonis,34239,LLR,406,15.78
Saint-Clément-de-Rivière,34247,LREM,497,22.29
Saint-Clément-de-Rivière,34247,LUC,449,20.13
Saint-Clément-de-Rivière,34247,LUDI,430,19.28
Saint-Clément-de-Rivière,34247,LUC,421,18.88
Saint-Clément-de-Rivière,34247,LUC,433,19.42
Saint-Gély-du-Fesc,34255,LGJ,2468,48.46
Saint-Gély-du-Fesc,34255,LEXD,97,1.9
Saint-Gély-du-Fesc,34255,LLR,1952,38.33
Saint-Gély-du-Fesc,34255,LVEC,576,11.31
Saint-Georges-d'Orques,34259,LDVG,199,7.36
Saint-Georges-d'Orques,34259,LEXD,31,1.15
Saint-Georges-d'Orques,34259,LREM,771,28.5
Saint-Georges-d'Orques,34259,LUC,636,23.51
Saint-Georges-d'Orques,34259,LDVG,221,8.17
Saint-Georges-d'Orques,34259,LVEC,219,8.1
Saint-Georges-d'Orques,34259,LUD,628,23.22
Saint-Jean-de-Védas,34270,LEXG,110,2.16
Saint-Jean-de-Védas,34270,LLR,4991,97.84
Saint-Mathieu-de-Tréviers,34276,LRN,788,33.5
Saint-Mathieu-de-Tréviers,34276,LSOC,171,7.27
Saint-Mathieu-de-Tréviers,34276,LUG,177,7.53
Saint-Mathieu-de-Tréviers,34276,LFI,691,29.38
Saint-Mathieu-de-Tréviers,34276,LUC,525,22.32
Sauvian,34298,LDVG,212,8.74
Sauvian,34298,LDIV,11,0.45
Sauvian,34298,LREM,655,26.99
Sauvian,34298,LLR,580,23.9
Sauvian,34298,LDLF,119,4.9
Sauvian,34298,LRN,850,35.02
Sérignan,34299,LUC,1503,40.64
Sérignan,34299,LRN,2159,58.38
Sérignan,34299,LDVC,36,0.97
Servian,34300,LVEC,263,11.74
Servian,34300,LLR,835,37.26
Servian,34300,LEXD,49,2.19
Servian,34300,LUC,798,35.61
Servian,34300,LDIV,0,0.0
Servian,34300,LMDM,34,1.52
Servian,34300,LSOC,262,11.69
Sète,34301,LDIV,62,0.31
Sète,34301,LSOC,1180,5.95
Sète,34301,LUC,3604,18.19
Sète,34301,LLR,3597,18.15
Sète,34301,LUD,3560,17.96
Sète,34301,LREM,4167,21.03
Sète,34301,LUC,3648,18.41
Teyran,34309,LRN,1409,55.85
Teyran,34309,LDIV,9,0.36
Teyran,34309,LREM,1105,43.8
Valras-Plage,34324,LUDI,692,27.69
Valras-Plage,34324,LMDM,36,1.44
Valras-Plage,34324,LRN,996,39.86
Valras-Plage,34324,LDIV,1,0.04
Valras-Plage,34324,LREM,774,30.97
Vendargues,34327,LRN,1692,52.56
Vendargues,34327,LUC,1138,35.35
Vendargues,34327,LSOC,389,12.08
Vias,34332,LUC,465,17.07
Vias,34332,LUC,484,17.77
Vias,34332,LEXG,22,0.81
Vias,34332,LRN,676,24.82
Vias,34332,LFI,617,22.65
Vias,34332,LUC,460,16.89
Villeneuve-lès-Béziers,34336,LUC,786,41.5
Villeneuve-lès-Béziers,34336,LRN,1108,58.5
Villeneuve-lès-Maguelone,34337,LUD,914,20.82
Villeneuve-lès-Maguelone,34337,LDVC,21,0.48
Villeneuve-lès-Maguelone,34337,LLR,915,20.84
Villeneuve-lès-Maguelone,34337,LRN,1340,30.52
Villeneuve-lès-Maguelone,34337,LDIV,24,0.55
Villeneuve-lès-Maguelone,34337,LSOC,290,6.61
Villeneuve-lès-Maguelone,34337,LUC,886,20.18
Villeveyrac,34341,LUC,928,55.27
Villeveyrac,34341,LSOC,303,18.05
Villeveyrac,34341,LDVG,292,17.39
Villeveyrac,34341,LDVD,156,9.29
La Grande-Motte,34344,LUC,1722,33.28
La Grande-Motte,34344,LUC,1741,33.65
La Grande-Motte,34344,LDIV,35,0.68
La Grande-Motte,34344,LLR,1676,32.39
Agde,34003,LUC,3066,20.59
Agde,34003,LECO,51,0.34
Agde,34003,LDIV,35,0.24
Agde,34003,LRN,4473,30.04
Agde,34003,LFI,4099,27.53
Agde,34003,LLR,3166,21.26
Baillargues,34022,LVEC,280,8.67
Baillargues,34022,LDVD,165,5.11
Baillargues,34022,LUDI,889,27.53
Baillargues,34022,LLR,911,28.21
Baillargues,34022,LREM,984,30.47
Balaruc-les-Bains,34023,LREM,1883,49.72
Balaruc-les-Bains,34023,LDVD,321,8.48
Balaruc-les-Bains,34023,LUD,1583,41.8
Bédarieux,34028,LDVG,349,13.13
Bédarieux,34028,LDIV,11,0.41
Bédarieux,34028,LVEC,376,14.14
Bédarieux,34028,LUG,361,13.58
Bédarieux,34028,LDVD,238,8.95
Bédarieux,34028,LREM,1255,47.2
Bédarieux,34028,LEXD,69,2.59
Bessan,34031,LDVD,119,5.18
Bessan,34031,LFI,727,31.66
Bessan,34031,LCOM,33,1.44
Bessan,34031,LREM,656,28.57
Bessan,34031,LMDM,35,1.52
Bessan,34031,LSOC,183,7.97
Bessan,34031,LUD,543,23.65
Béziers,34032,LRN,23192,82.25
Béziers,34032,LDVG,5004,17.75
Canet,34051,LSOC,169,9.89
Canet,34051,LDVD,105,6.14
Canet,34051,LLR,503,29.43
Canet,34051,LDVG,171,10.01
Canet,34051,LRN,761,44.53
Castelnau-le-Lez,34057,LLR,8685,94.92
Castelnau-le-Lez,34057,LMDM,465,5.08
Castries,34058,LVEC,247,7.97
Castries,34058,LUG,254,8.19
Castries,34058,LSOC,245,7.9
Castries,34058,LREM,853,27.52
Castries,34058,LMDM,45,1.45
Castries,34058,LUD,717,23.13
Castries,34058,LLR,739,23.84
Cazouls-lès-Béziers,34069,LUDI,528,23.79
Cazouls-lès-Béziers,34069,LRN,822,37.04
Cazouls-lès-Béziers,34069,LVEC,165,7.44
Cazouls-lès-Béziers,34069,LFI,704,31.73
Clapiers,34077,LREM,1406,54.77
Clapiers,34077,LUC,1161,45.23
Clermont-l'Hérault,34079,LFI,1497,38.65
Clermont-l'Hérault,34079,LSOC,390,10.07
Clermont-l'Hérault,34079,LRN,1670,43.12
Clermont-l'Hérault,34079,LRDG,251,6.48
Clermont-l'Hérault,34079,LEXG,65,1.68
Cournonterral,34088,LRN,1615,53.41
Cournonterral,34088,LUD,1087,35.95
Cournonterral,34088,LVEC,322,10.65
Le Crès,34090,LREM,3862,85.56
Le Crès,34090,LDIV,652,14.44
Fabrègues,34095,LSOC,706,20.1
Fabrègues,34095,LUC,2197,62.54
Fabrègues,34095,LDVD,498,14.18
Fabrègues,34095,LMDM,112,3.19
Florensac,34101,LRN,2046,88.23
Florensac,34101,LDLF,273,11.77
Frontignan,34108,LSOC,795,6.95
Frontignan,34108,LUC,2551,22.29
Frontignan,34108,LDIV,29,0.25
Frontignan,34108,LUC,2510,21.93
Frontignan,34108,LLR,2516,21.99
Frontignan,34108,LREM,2855,24.95
Frontignan,34108,LECO,187,1.63
Ganges,34111,LREG,20,1.15
Ganges,34111,LRN,456,26.22
Ganges,34111,LEXD,14,0.81
Ganges,34111,LUDI,280,16.1
Ganges,34111,LUD,301,17.31
Ganges,34111,LGJ,391,22.48
Ganges,34111,LLR,277,15.93
Gigean,34113,LECO,13,0.45
Gigean,34113,LREM,966,33.72
Gigean,34113,LFI,1092,38.12
Gigean,34113,LUDI,794,27.71
Gignac,34114,LUC,1072,38.34
Gignac,34114,LDVC,16,0.57
Gignac,34114,LDIV,20,0.72
Gignac,34114,LVEC,374,13.38
Gignac,34114,LREM,1283,45.89
Gignac,34114,LEXG,31,1.11
Grabels,34116,LMDM,90,2.63
Grabels,34116,LUC,1670,48.79
Grabels,34116,LLR,1663,48.58
Jacou,34120,LFI,1044,34.99
Jacou,34120,LLR,840,28.15
Jacou,34120,LFI,1100,36.86
Juvignac,34123,LLR,4264,93.06
Juvignac,34123,LREG,318,6.94
Lattes,34129,LDIV,22,0.26
Lattes,34129,LFI,2977,35.1
Lattes,34129,LUG,768,9.05
Lattes,34129,LMDM,127,1.5
Lattes,34129,LUD,2247,26.49
Lattes,34129,LDIV,51,0.6
Lattes,34129,LLR,2290,27.0
Lodève,34142,LUC,1087,32.76
Lodève,34142,LUD,1090,32.85
Lodève,34142,LUC,1077,32.46
Lodève,34142,LDVC,8,0.24
Lodève,34142,LMDM,56,1.69
Lunel,34145,LRDG,722,6.73
Lunel,34145,LLR,3108,28.99
Lunel,34145,LREM,3664,34.18
Lunel,34145,LUD,3227,30.1
Lunel-Viel,34146,LREM,1559,85.57
Lunel-Viel,34146,LDVD,263,14.43
Maraussan,34148,LDVC,10,0.51
Maraussan,34148,LDIV,19,0.97
Maraussan,34148,LREM,1021,52.07
Maraussan,34148,LLR,911,46.46
Marseillan,34150,LLR,823,19.98
Marseillan,34150,LREM,983,23.86
Marseillan,34150,LFI,1102,26.75
Marseillan,34150,LRN,1162,28.2
Marseillan,34150,LDIV,50,1.21
Marsillargues,34151,LRN,999,35.3
Marsillargues,34151,LLR,683,24.13
Marsillargues,34151,LFI,903,31.91
Marsillargues,34151,LVEC,245,8.66
Mauguio,34154,LDVC,26,0.28
Mauguio,34154,LUC,2872,31.27
Mauguio,34154,LREM,3418,37.21
Mauguio,34154,LUC,2869,31.24
Mèze,34157,LUDI,1195,21.28
Mèze,34157,LREM,1445,25.73
Mèze,34157,LDVD,246,4.38
Mèze,34157,LECO,9,0.16
Mèze,34157,LUC,1207,21.49
Mèze,34157,LUD,1220,21.72
Mèze,34157,LDVD,294,5.24
Montady,34161,LDLF,159,7.99
Montady,34161,LRN,1055,53.02
Montady,34161,LLR,732,36.78
Montady,34161,LEXD,44,2.21
Montagnac,34162,LREM,729,39.64
Montagnac,34162,LUC,636,34.58
Montagnac,34162,LDVD,131,7.12
Montagnac,34162,LDLF,120,6.53
Montagnac,34162,LEXD,28,1.52
Montagnac,34162,LVEC,195,10.6
Montarnaud,34163,LDVG,252,14.41
Montarnaud,34163,LDVG,230,13.15
Montarnaud,34163,LDVG,242,13.84
Montarnaud,34163,LRN,1025,58.6
Montferrier-sur-Lez,34169,LUC,509,25.04
Montferrier-sur-Lez,34169,LUC,495,24.35
Montferrier-sur-Lez,34169,LUC,514,25.28
Montferrier-sur-Lez,34169,LLR,515,25.33
Montpellier,34172,LUD,26361,28.41
Montpellier,34172,LLR,26442,28.49
Montpellier,34172,LFI,34360,37.03
Montpellier,34172,LDVD,4831,5.21
Montpellier,34172,LECO,808,0.87
Nissan-lez-Enserune,34183,LDVC,22,1.18
Nissan-lez-Enserune,34183,LLR,1750,93.58
Nissan-lez-Enserune,34183,LDVC,98,5.24
Palavas-les-Flots,34192,LMDM,79,2.06
Palavas-les-Flots,34192,LUG,451,11.78
Palavas-les-Flots,34192,LRN,2000,52.25
Palavas-les-Flots,34192,LUDI,1298,33.91
Paulhan,34194,LRN,727,39.99
Paulhan,34194,LEXD,31,1.71
Paulhan,34194,LUC,504,27.72
Paulhan,34194,LDIV,0,0.0
Paulhan,34194,LREM,556,30.58
Pérols,34198,LGJ,1357,28.92
Pérols,34198,LUDI,1053,22.44
Pérols,34198,LRDG,242,5.16
Pérols,34198,LVEC,330,7.03
Pérols,34198,LRN,1522,32.44
Pérols,34198,LDVD,188,4.01
Pézenas,34199,LSOC,204,5.56
Pézenas,34199,LUDI,603,16.44
Pézenas,34199,LRN,915,24.95
Pézenas,34199,LLR,591,16.12
Pézenas,34199,LREM,703,19.17
Pézenas,34199,LUC,651,17.75
Pignan,34202,LUG,363,10.27
Pignan,34202,LVEC,354,10.01
Pignan,34202,LRN,1697,48.01
Pignan,34202,LUC,1121,31.71
Poussan,34213,LLR,521,17.51
Poussan,34213,LVEC,175,5.88
Poussan,34213,LMDM,27,0.91
Poussan,34213,LREM,597,20.06
Poussan,34213,LSOC,168,5.65
Poussan,34213,LRN,803,26.98
Poussan,34213,LFI,685,23.02
Prades-le-Lez,34217,LEXG,35,1.32
Prades-le-Lez,34217,LDLF,240,9.03
Prades-le-Lez,34217,LREM,1304,49.08
Prades-le-Lez,34217,LUC,1069,40.23
Prades-le-Lez,34217,LDIV,9,0.34
Saint-André-de-Sangonis,34239,LRN,620,24.1
Saint-André-de-Sangonis,34239,LVEC,133,5.17
Saint-André-de-Sangonis,34239,LUDI,428,16.63
Saint-André-de-Sangonis,34239,LUD,432,16.79
Saint-André-de-Sangonis,34239,LFI,554,21.53
Saint-André-de-Sangonis,34239,LDVC,0,0.0
Saint-André-de-Sangonis,34239,LLR,406,15.78
Saint-Clément-de-Rivière,34247,LREM,497,22.29
Saint-Clément-de-Rivière,34247,LUC,449,20.13
Saint-Clément-de-Rivière,34247,LUDI,430,19.28
Saint-Clément-de-Rivière,34247,LUC,421,18.88
Saint-Clément-de-Rivière,34247,LUC,433,19.42
Saint-Gély-du-Fesc,34255,LGJ,2468,48.46
Saint-Gély-du-Fesc,34255,LEXD,97,1.9
Saint-Gély-du-Fesc,34255,LLR,1952,38.33
Saint-Gély-du-Fesc,34255,LVEC,576,11.31
Saint-Georges-d'Orques,34259,LDVG,199,7.36
Saint-Georges-d'Orques,34259,LEXD,31,1.15
Saint-Georges-d'Orques,34259,LREM,771,28.5
Saint-Georges-d'Orques,34259,LUC,636,23.51
Saint-Georges-d'Orques,34259,LDVG,221,8.17
Saint-Georges-d'Orques,34259,LVEC,219,8.1
Saint-Georges-d'Orques,34259,LUD,628,23.22
Saint-Jean-de-Védas,34270,LEXG,110,2.16
Saint-Jean-de-Védas,34270,LLR,4991,97.84
Saint-Mathieu-de-Tréviers,34276,LRN,788,33.5
Saint-Mathieu-de-Tréviers,34276,LSOC,171,7.27
Saint-Mathieu-de-Tréviers,34276,LUG,177,7.53
Saint-Mathieu-de-Tréviers,34276,LFI,691,29.38
Saint-Mathieu-de-Tréviers,34276,LUC,525,22.32
Sauvian,34298,LDVG,212,8.74
Sauvian,34298,LDIV,11,0.45
Sauvian,34298,LREM,655,26.99
Sauvian,34298,LLR,580,23.9
Sauvian,34298,LDLF,119,4.9
Sauvian,34298,LRN,850,35.02
Sérignan,34299,LUC,1503,40.64
Sérignan,34299,LRN,2159,58.38
Sérignan,34299,LDVC,36,0.97
Servian,34300,LVEC,263,11.74
Servian,34300,LLR,835,37.26
Servian,34300,LEXD,49,2.19
Servian,34300,LUC,798,35.61
Servian,34300,LDIV,0,0.0
Servian,34300,LMDM,34,1.52
Servian,34300,LSOC,262,11.69
Sète,34301,LDIV,62,0.31
Sète,34301,LSOC,1180,5.95
Sète,34301,LUC,3604,18.19
Sète,34301,LLR,3597,18.15
Sète,34301,LUD,3560,17.96
Sète,34301,LREM,4167,21.03
Sète,34301,LUC,3648,18.41
Teyran,34309,LRN,1409,55.85
Teyran,34309,LDIV,9,0.36
Teyran,34309,LREM,1105,43.8
Valras-Plage,34324,LUDI,692,27.69
Valras-Plage,34324,LMDM,36,1.44
Valras-Plage,34324,LRN,996,39.86
Valras-Plage,34324,LDIV,1,0.04
Valras-Plage,34324,LREM,774,30.97
Vendargues,34327,LRN,1692,52.56
Vendargues,34327,LUC,1138,35.35
Vendargues,34327,LSOC,389,12.08
Vias,34332,LUC,465,17.07
Vias,34332,LUC,484,17.77
Vias,34332,LEXG,22,0.81
Vias,34332,LRN,676,24.82
Vias,34332,LFI,617,22.65
Vias,34332,LUC,460,16.89
Villeneuve-lès-Béziers,34336,LUC,786,41.5
Villeneuve-lès-Béziers,34336,LRN,1108,58.5
Villeneuve-lès-Maguelone,34337,LUD,914,20.82
Villeneuve-lès-Maguelone,34337,LDVC,21,0.48
Villeneuve-lès-Maguelone,34337,LLR,915,20.84
Villeneuve-lès-Maguelone,34337,LRN,1340,30.52
Villeneuve-lès-Maguelone,34337,LDIV,24,0.55
Villeneuve-lès-Maguelone,34337,LSOC,290,6.61
Villeneuve-lès-Maguelone,34337,LUC,886,20.18
Villeveyrac,34341,LUC,928,55.27
Villeveyrac,34341,LSOC,303,18.05
Villeveyrac,34341,LDVG,292,17.39
Villeveyrac,34341,LDVD,156,9.29
La Grande-Motte,34344,LUC,1722,33.28
La Grande-Motte,34344,LUC,1741,33.65
La Grande-Motte,34344,LDIV,35,0.68
La Grande-Motte,34344,LLR,1676,32.39
Acigné,35001,LUC,573,18.13
Acigné,35001,LECO,16,0.51
Acigné,35001,LUC,543,17.18
Acigné,35001,LREM,890,28.16
Acigné,35001,LRDG,125,3.96
Acigné,35001,LLR,554,17.53
Acigné,35001,LRN,459,14.53
Val-Couesnon,35004,LSOC,161,8.59
Val-Couesnon,35004,LREM,581,31.0
Val-Couesnon,35004,LUC,368,19.64
Val-Couesnon,35004,LUD,369,19.69
Val-Couesnon,35004,LMDM,22,1.17
Val-Couesnon,35004,LLR,339,18.09
Val-Couesnon,35004,LECO,34,1.81
Argentré-du-Plessis,35006,LUC,1093,50.46
Argentré-du-Plessis,35006,LLR,1073,49.54
Bain-de-Bretagne,35012,LSOC,3041,91.32
Bain-de-Bretagne,35012,LEXG,245,7.36
Bain-de-Bretagne,35012,LECO,44,1.32
Bédée,35023,LDVG,314,15.97
Bédée,35023,LDIV,7,0.36
Bédée,35023,LRN,522,26.55
Bédée,35023,LREM,1081,54.98
Bédée,35023,LDIV,42,2.14
Betton,35024,LDIV,48,0.85
Betton,35024,LDVG,1813,31.96
Betton,35024,LUC,3812,67.2
La Bouëxière,35031,LMDM,73,3.9
La Bouëxière,35031,LLR,1797,96.1
Bourgbarré,35032,LREM,1165,62.94
Bourgbarré,35032,LVEC,346,18.69
Bourgbarré,35032,LSOC,340,18.37
Bréal-sous-Montfort,35037,LUC,1406,50.07
Bréal-sous-Montfort,35037,LUC,1402,49.93
Breteil,35040,LSOC,454,26.71
Breteil,35040,LDVD,235,13.82
Breteil,35040,LUC,954,56.12
Breteil,35040,LEXD,57,3.35
Bruz,35047,LLR,1398,16.79
Bruz,35047,LDVD,311,3.74
Bruz,35047,LUDI,1399,16.8
Bruz,35047,LUC,1405,16.87
Bruz,35047,LRN,1031,12.38
Bruz,35047,LUC,1406,16.89
Bruz,35047,LUC,1376,16.53
Cancale,35049,LVEC,944,32.51
Cancale,35049,LLR,1960,67.49
Cesson-Sévigné,35051,LLR,3480,43.82
Cesson-Sévigné,35051,LRN,2602,32.76
Cesson-Sévigné,35051,LDVD,831,10.46
Cesson-Sévigné,35051,LRDG,880,11.08
Cesson-Sévigné,35051,LMDM,149,1.88
Chantepie,35055,LUC,792,17.58
Chantepie,35055,LUC,815,18.1
Chantepie,35055,LUC,821,18.23
Chantepie,35055,LUC,834,18.52
Chantepie,35055,LCOM,55,1.22
Chantepie,35055,LLR,813,18.05
Chantepie,35055,LSOC,374,8.3
La Chapelle-des-Fougeretz,35059,LUC,1929,92.61
La Chapelle-des-Fougeretz,35059,LCOM,154,7.39
Chartres-de-Bretagne,35066,LMDM,243,6.78
Chartres-de-Bretagne,35066,LUG,3341,93.22
Châteaubourg,35068,LUC,1387,44.43
Châteaubourg,35068,LDIV,23,0.74
Châteaubourg,35068,LVEC,670,21.46
Châteaubourg,35068,LRN,1042,33.38
Châteaugiron,35069,LUDI,2057,44.35
Châteaugiron,35069,LSOC,964,20.78
Châteaugiron,35069,LRN,1617,34.86
Chavagne,35076,LVEC,150,7.98
Chavagne,35076,LLR,259,13.78
Chavagne,35076,LUC,275,14.64
Chavagne,35076,LREM,450,23.95
Chavagne,35076,LUDI,286,15.22
Chavagne,35076,LUC,273,14.53
Chavagne,35076,LRN,186,9.9
Combourg,35085,LRN,306,11.06
Combourg,35085,LSOC,194,7.01
Combourg,35085,LUC,421,15.22
Combourg,35085,LLR,410,14.82
Combourg,35085,LUDI,386,13.96
Combourg,35085,LREM,629,22.74
Combourg,35085,LUC,420,15.18
Dinard,35093,LUC,4734,87.1
Dinard,35093,LDIV,701,12.9
Dol-de-Bretagne,35095,LREM,1962,77.83
Dol-de-Bretagne,35095,LVEC,559,22.17
Domloup,35099,LVEC,196,12.6
Domloup,35099,LREM,688,44.24
Domloup,35099,LUC,422,27.14
Domloup,35099,LSOC,182,11.7
Domloup,35099,LMDM,6,0.39
Domloup,35099,LDIV,61,3.92
Fougères,35115,LRN,1449,17.59
Fougères,35115,LFI,1961,23.81
Fougères,35115,LREM,2991,36.31
Fougères,35115,LUC,1836,22.29
Gévezé,35120,LREM,1445,61.23
Gévezé,35120,LMDM,24,1.02
Gévezé,35120,LFI,891,37.75
Goven,35123,LUC,472,23.8
