LibSubCom,code_commune,longitude,latitude,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,entete,nb_voix,url_libe
Gémenos,13042,5.6486,43.2955,5893,1756,4137,154,90,3893,CHAPUIS,2249,
Port-Jérôme-sur-Seine,76476,0.5927,49.5151,7409,2283,5126,128,108,4890,CHAPUIS,2968,
Villebon-sur-Yvette,91661,2.2351,48.6983,7216,2145,5071,138,104,4829,CHAPUIS,3494,
Obernai,67348,7.4649,48.4544,9221,2656,6565,215,135,6215,CHAPUIS,3917,
Privas,07186,4.5914,44.7238,5546,1718,3828,102,84,3642,CHAPUIS,2244,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/ardeche/privas-07186/
Ceyrat,63070,3.0651,45.7382,5048,1378,3670,105,76,3489,CHAPUIS,2526,
Fougères,35115,-1.1981,48.3473,13001,4063,8938,226,159,8553,CHAPUIS,6562,https://www.liberation.fr/resultats-elections/bretagne/ille-et-vilaine/fougeres-35115/
Fleurance,32132,0.6455,43.8397,4809,1500,3309,104,58,3147,CHAPUIS,2098,
Champs-sur-Marne,77083,2.5952,48.8494,14315,4261,10054,337,222,9495,CHAPUIS,6023,https://www.liberation.fr/resultats-elections/ile-de-france/seine-et-marne/champs-sur-marne-77083/
Passy,74208,6.7667,45.9678,8548,2395,6153,206,110,5837,CHAPUIS,4042,
Plougastel-Daoulas,29189,-4.3785,48.3588,11058,3351,7707,170,169,7368,CHAPUIS,5648,
Paray-le-Monial,71342,4.1124,46.4489,5382,1521,3861,124,67,3670,CHAPUIS,2266,
Buc,78117,2.1266,48.7723,4240,1285,2955,78,77,2800,CHAPUIS,2172,
Pérols,34198,3.9424,43.5676,8104,2490,5614,172,112,5330,CHAPUIS,3174,
Yvetot,76758,0.7662,49.6165,8821,2608,6213,179,116,5918,CHAPUIS,3631,
Noyon,60471,3.0127,49.5736,7581,2312,5269,119,88,5062,CHAPUIS,2695,
La Ravoire,73213,5.9599,45.5529,5945,1713,4232,150,86,3996,CHAPUIS,2566,
Fillière,74282,6.2017,46.0003,7193,2129,5064,155,83,4826,CHAPUIS,3309,
Nogent-sur-Oise,60463,2.4614,49.2796,10825,3113,7712,256,151,7305,CHAPUIS,3931,
Vaires-sur-Marne,77479,2.63,48.8685,8570,2545,6025,199,101,5725,CHAPUIS,3665,
Essarts en Bocage,85084,-1.214,46.7802,6473,1824,4649,148,92,4409,CHAPUIS,3099,
Aigues-Mortes,30003,4.1754,43.5557,7279,2149,5130,117,118,4895,CHAPUIS,2681,
Péronne,80620,2.9252,49.9314,5536,1620,3916,99,88,3729,CHAPUIS,1980,
Souleuvre-en-Bocage,14061,-0.8412,48.9648,6405,1923,4482,131,87,4264,CHAPUIS,2888,
Chevreuse,78160,2.0412,48.7073,4200,1236,2964,92,68,2804,CHAPUIS,2231,
Saint-Fargeau-Ponthierry,77407,2.5241,48.5373,9190,2790,6400,170,130,6100,CHAPUIS,3930,
Bougival,78092,2.1368,48.8626,5861,1644,4217,74,92,4051,CHAPUIS,3053,
Nieppe,59431,2.8249,50.7002,6180,1978,4202,106,101,3995,CHAPUIS,2268,
Marly,59383,3.547,50.3485,8328,2417,5911,137,117,5657,CHAPUIS,3234,
Le Thor,84132,4.9917,43.9352,6760,1965,4795,178,109,4508,CHAPUIS,2433,
Gentilly,94037,2.342,48.8129,9697,2908,6789,223,132,6434,CHAPUIS,5186,
Rumilly,74225,5.9369,45.8577,9752,3019,6733,168,153,6412,CHAPUIS,4401,
Lambesc,13050,5.2439,43.6702,7455,2186,5269,180,121,4968,CHAPUIS,2840,
Villeneuve-la-Garenne,92078,2.3234,48.9366,12673,3795,8878,242,189,8447,CHAPUIS,7181,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/villeneuve-la-garenne-92078/
Le Haillan,33200,-0.6807,44.8792,7766,2376,5390,136,109,5145,CHAPUIS,3664,
Marseillan,34150,3.5335,43.3513,6783,1986,4797,115,112,4570,CHAPUIS,2712,
Le Poiré-sur-Vie,85178,-1.5094,46.7696,6130,1801,4329,141,91,4097,CHAPUIS,2883,
Pignan,34202,3.7517,43.5892,5825,1687,4138,129,83,3926,CHAPUIS,2363,
La Courneuve,93027,2.4004,48.9332,16089,4804,11285,360,228,10697,CHAPUIS,8337,https://www.liberation.fr/resultats-elections/ile-de-france/seine-st-denis/la-courneuve-93027/
Vernouillet,78643,1.9742,48.965,6399,1975,4424,102,102,4220,CHAPUIS,3240,
Molsheim,67300,7.4975,48.545,6301,1840,4461,130,82,4249,CHAPUIS,2658,
Haubourdin,59286,2.9843,50.6048,9824,2993,6831,189,149,6493,CHAPUIS,3727,
Montigny-en-Gohelle,62587,2.9302,50.4257,6092,1774,4318,132,84,4102,BAVÉLÈRE,2107,
Coutras,33138,-0.101,45.0374,6456,1851,4605,109,80,4416,CHAPUIS,3037,
Palavas-les-Flots,34192,3.942,43.5303,6008,1894,4114,118,71,3925,CHAPUIS,2313,
Le Mesnil-Esnard,76429,1.1438,49.4104,6150,1882,4268,99,80,4089,CHAPUIS,2504,
Borgo,2B042,9.456,42.5738,5369,1688,3681,94,68,3519,CHAPUIS,1800,
Crest,26108,5.0295,44.7351,6732,2022,4710,169,95,4446,CHAPUIS,2765,
Bruz,35047,-1.7465,48.0242,13013,3934,9079,292,181,8606,CHAPUIS,6751,
Fondettes,37109,0.611,47.4174,9265,2806,6459,204,127,6128,CHAPUIS,4247,
Paimpol,22162,-3.0475,48.7737,6223,1862,4361,140,88,4133,CHAPUIS,3046,
Seysses,31547,1.2832,43.4997,6032,1814,4218,138,70,4010,CHAPUIS,2996,
Leers,59339,3.2371,50.6822,8250,2490,5760,159,131,5470,CHAPUIS,3119,
Lillers,62516,2.4816,50.5634,6288,1904,4384,160,106,4118,BAVÉLÈRE,2131,
Charvieu-Chavagneux,38085,5.1543,45.7408,6605,1968,4637,161,106,4370,CHAPUIS,2886,
Les Arcs,83004,6.4847,43.4505,5634,1716,3918,128,88,3702,CHAPUIS,1887,
Ingré,45169,1.8266,47.9183,6785,2066,4719,145,102,4472,CHAPUIS,2795,
Cappelle-la-Grande,59131,2.3681,50.9926,6475,1948,4527,132,92,4303,CHAPUIS,2460,
Saint-Girons,09261,1.1608,42.9792,4404,1363,3041,123,59,2859,CHAPUIS,1808,
Hirson,02381,4.1029,49.9482,6092,1835,4257,131,65,4061,BAVÉLÈRE,2124,
Valognes,50615,-1.4714,49.5139,5305,1594,3711,94,75,3542,CHAPUIS,2368,
Couzeix,87050,1.2154,45.8877,7503,2249,5254,193,126,4935,CHAPUIS,3517,
Bezons,95063,2.2091,48.9279,15457,4640,10817,319,224,10274,CHAPUIS,7454,https://www.liberation.fr/resultats-elections/ile-de-france/val-d-oise/bezons-95063/
L'Etang-la-Ville,78224,2.0676,48.8687,3806,1157,2649,92,40,2517,CHAPUIS,1918,
Saint-André-les-Vergers,10333,4.0514,48.2807,8255,2496,5759,141,106,5512,CHAPUIS,2974,
Thizy-Les-Bourgs,69248,4.3184,46.0484,3926,1171,2755,80,60,2615,CHAPUIS,1953,
Clapiers,34077,3.8818,43.6633,4288,1306,2982,108,51,2823,CHAPUIS,1712,
Saint-Pourçain-sur-Sioule,03254,3.2936,46.3051,3781,1045,2736,82,66,2588,CHAPUIS,1689,
Canéjan,33090,-0.6515,44.7584,4379,1383,2996,105,51,2840,CHAPUIS,2004,
Trans-en-Provence,83141,6.4936,43.5052,4635,1348,3287,117,62,3108,CHAPUIS,1579,
Toulouges,66213,2.8245,42.6728,5589,1626,3963,106,84,3773,CHAPUIS,2013,
Carnoux-en-Provence,13119,5.572,43.2581,5209,1624,3585,105,64,3416,CHAPUIS,1989,
Vaison-la-Romaine,84137,5.0609,44.2455,5108,1569,3539,143,67,3329,CHAPUIS,1746,
Pia,66141,2.9124,42.7489,7305,2173,5132,171,118,4843,CHAPUIS,2547,
Saint-Grégoire,35278,-1.6809,48.1591,7762,2331,5431,141,108,5182,CHAPUIS,4045,
Vallet,44212,-1.264,47.171,6753,2046,4707,120,112,4475,CHAPUIS,3474,
Luc-la-primaube,12133,2.5359,44.3083,4471,1304,3167,108,69,2990,CHAPUIS,2194,
Steenvoorde,59580,2.5854,50.8245,3229,1016,2213,34,32,2147,CHAPUIS,1252,
Les Angles,30011,4.7532,43.9418,6420,2041,4379,99,83,4197,CHAPUIS,2310,
Le Relecq-Kerhuon,29235,-4.4005,48.4027,9462,2808,6654,218,135,6301,CHAPUIS,4835,
Quetigny,21515,5.1151,47.3186,6134,1761,4373,177,76,4120,CHAPUIS,2620,
Merville,59400,2.6276,50.6455,7535,2222,5313,194,92,5027,CHAPUIS,2882,
Gisors,27284,1.7568,49.285,8191,2520,5671,155,118,5398,CHAPUIS,2897,
Peymeinade,06095,6.8803,43.6323,6576,1914,4662,116,105,4441,CHAPUIS,2456,
Saint-Gervais-les-Bains,74236,6.7154,45.8481,4870,1424,3446,109,57,3280,CHAPUIS,2309,
Trélazé,49353,-0.4803,47.4549,10056,3049,7007,240,141,6626,CHAPUIS,4811,
Bas-en-Basset,43020,4.0985,45.3194,3487,1107,2380,90,55,2235,CHAPUIS,1397,
Méricourt,62570,2.8673,50.4014,8709,2711,5998,181,136,5681,BAVÉLÈRE,2951,
La Colle-sur-Loup,06044,7.0975,43.6868,6741,2078,4663,135,94,4434,CHAPUIS,2495,
Corbas,69273,4.909,45.6686,7173,2043,5130,142,118,4870,CHAPUIS,3591,
Livarot-Pays-d'Auge,14371,0.1988,48.9958,4693,1362,3331,75,74,3182,CHAPUIS,2085,
Le Chambon-Feugerolles,42044,4.3377,45.3864,7620,2396,5224,161,107,4956,CHAPUIS,3144,
La Chapelle-d'Armentières,59143,2.888,50.6668,6211,1849,4362,132,101,4129,CHAPUIS,2308,
La Chapelle-Saint-Mesmin,45075,1.8295,47.8926,6909,2017,4892,168,102,4622,CHAPUIS,2927,
Villennes-sur-Seine,78672,1.9963,48.9369,4351,1357,2994,98,64,2832,CHAPUIS,2172,
Vaux-le-Pénil,77487,2.7019,48.5184,8535,2447,6088,201,93,5794,CHAPUIS,3788,
Carhaix-Plouguer,29024,-3.5588,48.2717,5645,1703,3942,132,72,3738,CHAPUIS,2860,
Pégomas,06090,6.9195,43.587,5991,1702,4289,131,74,4084,CHAPUIS,2206,
Sévérac d'Aveyron,12270,3.0245,44.3128,3372,1010,2362,73,55,2234,CHAPUIS,1589,
Saint-Avold,57606,6.7114,49.1309,11347,3319,8028,247,166,7615,CHAPUIS,4364,
Isle,87075,1.1937,45.8039,6208,1833,4375,114,85,4176,CHAPUIS,2947,
Villeparisis,77514,2.6146,48.9355,14859,4438,10421,303,227,9891,CHAPUIS,6385,https://www.liberation.fr/resultats-elections/ile-de-france/seine-et-marne/villeparisis-77514/
Oye-Plage,62645,2.0438,50.9877,4219,1297,2922,91,56,2775,BAVÉLÈRE,1438,
Saint-Aubin-de-Médoc,33376,-0.7421,44.9206,5871,1863,4008,101,93,3814,CHAPUIS,2656,
La Farlède,83054,6.0433,43.1645,6684,1989,4695,169,93,4433,CHAPUIS,2251,
Les Mureaux,78440,1.9141,48.9832,16010,4591,11419,275,225,10919,CHAPUIS,8490,https://www.liberation.fr/resultats-elections/ile-de-france/yvelines/les-mureaux-78440/
Oignies,62637,2.9994,50.4681,7126,2164,4962,145,123,4694,BAVÉLÈRE,2417,
Le Petit-Quevilly,76498,1.0588,49.424,12262,3699,8563,308,172,8083,CHAPUIS,4830,https://www.liberation.fr/resultats-elections/normandie/seine-maritime/le-petit-quevilly-76498/
Gannat,03118,3.1522,46.0966,4205,1287,2918,104,47,2767,CHAPUIS,1807,
Tinqueux,51573,3.9895,49.2516,7939,2406,5533,130,112,5291,CHAPUIS,3066,
Castries,34058,3.9805,43.687,5107,1601,3506,90,64,3352,CHAPUIS,1958,
Magny-les-Hameaux,78356,2.056,48.7386,6923,2139,4784,118,99,4567,CHAPUIS,3528,
Lingolsheim,67267,7.6854,48.5549,12038,3556,8482,315,161,8006,CHAPUIS,4971,
Champagnole,39097,5.8892,46.743,5646,1595,4051,105,90,3856,CHAPUIS,2446,
Morlaix,29151,-3.815,48.597,10135,3041,7094,231,165,6698,CHAPUIS,5217,
Saint-Paul-Trois-Châteaux,26324,4.757,44.3509,7115,2211,4904,160,97,4647,CHAPUIS,2891,
Cazouls-lès-Béziers,34069,3.1029,43.3979,3636,1062,2574,67,50,2457,CHAPUIS,1458,
Vesoul,70550,6.1513,47.633,8875,2645,6230,194,118,5918,CHAPUIS,3020,https://www.liberation.fr/resultats-elections/bourgogne-franche-comte/haute-saone/vesoul-70550/
Irigny,69100,4.812,45.6761,6056,1948,4108,125,72,3911,CHAPUIS,2895,
Bonchamp-lès-Laval,53034,-0.7072,48.0706,5061,1449,3612,133,88,3391,CHAPUIS,2443,
Joigny,89206,3.4105,48.0169,5417,1651,3766,123,69,3574,CHAPUIS,1920,
Arcueil,94003,2.3342,48.8055,12540,3772,8768,220,177,8371,CHAPUIS,6723,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/arcueil-94003/
Le Coteau,42071,4.0912,46.0216,4832,1486,3346,95,77,3174,CHAPUIS,2034,
Saint-Pierre-du-Mont,40281,-0.5282,43.8769,6999,2068,4931,141,97,4693,CHAPUIS,3267,
Chevilly-Larue,94021,2.3466,48.7665,11024,3395,7629,252,141,7236,CHAPUIS,5827,
Les Ponts-de-Cé,49246,-0.5139,47.4257,9615,2749,6866,202,143,6521,CHAPUIS,4674,
Saint-Berthevin,53201,-0.8563,48.0749,5745,1651,4094,131,74,3889,CHAPUIS,2843,
Peri,2A209,8.8999,42.0034,2078,676,1402,54,31,1317,CHAPUIS,675,
Forbach,57227,6.8924,49.1883,12959,3871,9088,321,187,8580,CHAPUIS,4964,https://www.liberation.fr/resultats-elections/grand-est/moselle/forbach-57227/
Dourdan,91200,1.9856,48.535,6751,2129,4622,140,91,4391,CHAPUIS,3167,
Plouzané,29212,-4.6034,48.3761,10400,3200,7200,184,150,6866,CHAPUIS,5280,
Saint-Philbert-de-Grand-Lieu,44188,-1.6366,47.0561,8252,2430,5822,193,117,5512,CHAPUIS,4255,
Coulommiers,77131,3.0973,48.8156,9270,2743,6527,200,133,6194,CHAPUIS,3956,
Livron-sur-Drôme,26165,4.832,44.7897,7049,2117,4932,140,88,4704,CHAPUIS,2894,
Cucq,62261,1.6229,50.4899,4241,1327,2914,97,58,2759,BAVÉLÈRE,1459,
Ploufragan,22215,-2.8047,48.4895,8329,2519,5810,180,115,5515,CHAPUIS,4049,
Sucé-sur-Erdre,44201,-1.5274,47.3508,6131,1778,4353,152,101,4100,CHAPUIS,3204,
La Ferté-Bernard,72132,0.6344,48.1852,6034,1783,4251,158,94,3999,CHAPUIS,2566,
Saint-Prix,95574,2.2739,49.0172,5552,1680,3872,95,62,3715,CHAPUIS,2686,
Coubon,43078,3.9312,44.9977,2640,742,1898,57,38,1803,CHAPUIS,1120,
Launaguet,31282,1.4535,43.6723,6032,1801,4231,109,67,4055,CHAPUIS,2896,
Lège-Cap-Ferret,33236,-1.206,44.7199,8771,2688,6083,187,94,5802,CHAPUIS,4099,
Aubergenville,78029,1.8456,48.9597,6665,2077,4588,158,102,4328,CHAPUIS,3300,
Raismes,59491,3.4827,50.4071,9437,2706,6731,183,150,6398,CHAPUIS,3619,
Saint-Yrieix-la-Perche,87187,1.2012,45.5268,5587,1787,3800,125,78,3597,CHAPUIS,2589,
Saint-Just-Malmont,43205,4.3094,45.3487,3240,916,2324,85,38,2201,CHAPUIS,1392,
Bouchemaine,49035,-0.6279,47.4347,5556,1735,3821,87,72,3662,CHAPUIS,2656,
Thouaré-sur-Loire,44204,-1.4331,47.2774,7617,2300,5317,168,121,5028,CHAPUIS,3827,
Fontaine-lès-Dijon,21278,5.0225,47.3472,6550,2024,4526,150,84,4292,CHAPUIS,2840,
Trappes,78621,1.9906,48.7725,13699,4236,9463,273,158,9032,CHAPUIS,7060,https://www.liberation.fr/resultats-elections/ile-de-france/yvelines/trappes-78621/
Tinchebray Bocage,61486,-0.721,48.7244,3600,1057,2543,80,52,2411,CHAPUIS,1504,
Achicourt,62004,2.7571,50.2738,6027,1774,4253,130,101,4022,BAVÉLÈRE,2118,
Lys-Haut-Layon,49373,-0.4894,47.1332,5659,1760,3899,128,76,3695,CHAPUIS,2697,
Pont-à-Mousson,54431,6.0589,48.9213,9616,2922,6694,209,141,6344,CHAPUIS,3809,
Torcy,77468,2.6521,48.8504,12523,3807,8716,220,203,8293,CHAPUIS,5398,https://www.liberation.fr/resultats-elections/ile-de-france/seine-et-marne/torcy-77468/
Hautmont,59291,3.9142,50.2463,9623,2945,6678,195,129,6354,CHAPUIS,3590,
Audincourt,25031,6.8493,47.4807,8289,2520,5769,178,88,5503,CHAPUIS,3473,
Le Teich,33527,-1.0045,44.6249,6370,1861,4509,129,99,4281,CHAPUIS,2986,
Mondeville,14437,-0.3149,49.1748,7305,2136,5169,150,91,4928,CHAPUIS,3306,
Ugine,73303,6.4335,45.779,4993,1550,3443,109,84,3250,CHAPUIS,2058,
Evron,53097,-0.4458,48.1349,6511,1934,4577,132,97,4348,CHAPUIS,3111,
Epinay-sur-Orge,91216,2.3221,48.6705,7213,2138,5075,124,113,4838,CHAPUIS,3476,
Quesnoy-sur-Deûle,59482,3.0092,50.7141,5357,1605,3752,119,71,3562,CHAPUIS,2007,
Saint-André-de-Cubzac,33366,-0.4223,44.9946,7935,2310,5625,176,95,5354,CHAPUIS,3694,
Viriat,01451,5.2183,46.2501,4628,1419,3209,112,61,3036,CHAPUIS,1820,
Saint-Germain-Laprade,43190,3.9762,45.0337,2946,842,2104,63,54,1987,CHAPUIS,1276,
Saint-Jorioz,74242,6.1528,45.815,5126,1601,3525,117,67,3341,CHAPUIS,2319,
Mios,33284,-0.8996,44.6406,7589,2245,5344,161,112,5071,CHAPUIS,3480,
Rixheim,68278,7.389,47.7386,11396,3438,7958,216,159,7583,CHAPUIS,4419,
Lucé,28218,1.4531,48.4356,9343,2783,6560,177,148,6235,CHAPUIS,3790,
Le Cendre,63069,3.1973,45.718,3962,1169,2793,58,58,2677,CHAPUIS,1859,
Dainville,62263,2.7146,50.2782,4552,1326,3226,113,66,3047,BAVÉLÈRE,1573,
Juvignac,34123,3.8013,43.6182,8055,2379,5676,158,120,5398,CHAPUIS,3162,
Thônes,74280,6.3186,45.885,4560,1326,3234,120,65,3049,CHAPUIS,2108,
Lodève,34142,3.3081,43.7293,5160,1477,3683,98,74,3511,CHAPUIS,2105,
Douchy-les-Mines,59179,3.3869,50.3002,7005,2114,4891,148,104,4639,CHAPUIS,2613,
Pont-Saint-Esprit,30202,4.6378,44.2558,6786,2007,4779,137,85,4557,CHAPUIS,2508,
Bonsecours,76103,1.133,49.4265,4979,1417,3562,85,79,3398,CHAPUIS,2042,
Remiremont,88383,6.5827,48.0033,5462,1656,3806,123,75,3608,CHAPUIS,2007,
Mazan,84072,5.132,44.0564,5233,1563,3670,162,69,3439,CHAPUIS,1873,
Vendôme,41269,1.0673,47.797,10851,3287,7564,262,171,7131,CHAPUIS,4321,
Monticello,2B168,8.9617,42.6267,1441,433,1008,47,30,931,CHAPUIS,471,
Villars,42330,4.3504,45.4698,6042,1799,4243,140,84,4019,CHAPUIS,2577,
Caussade,82037,1.5433,44.1623,4872,1428,3444,107,53,3284,CHAPUIS,1930,
Doué-en-Anjou,49125,-0.3078,47.2014,8196,2415,5781,207,108,5466,CHAPUIS,3942,
Clermont-l'Hérault,34079,3.409,43.6362,6293,1891,4402,128,91,4183,CHAPUIS,2491,
Saint-Chamas,13092,5.0642,43.5446,6494,2103,4391,129,101,4161,CHAPUIS,2470,
Guipavas,29075,-4.3941,48.4298,11360,3600,7760,205,150,7405,CHAPUIS,5707,
Sénas,13105,5.0591,43.7446,5324,1596,3728,127,78,3523,CHAPUIS,2019,
Nemours,77333,2.7112,48.2588,6796,2038,4758,109,116,4533,CHAPUIS,2908,
Port-Saint-Louis-du-Rhône,13078,4.8545,43.3865,6404,2007,4397,142,75,4180,CHAPUIS,2386,
Lezoux,63195,3.3818,45.8353,4089,1253,2836,85,66,2685,CHAPUIS,1874,
Beauchamp,95051,2.1964,49.0149,6082,1907,4175,105,62,4008,CHAPUIS,2887,
Coulounieix-Chamiers,24138,0.6877,45.165,6016,1767,4249,168,95,3986,CHAPUIS,2582,
Lannemezan,65258,0.3858,43.1289,3839,1066,2773,104,53,2616,CHAPUIS,1777,
Les Ulis,91692,2.1843,48.6806,13229,4000,9229,344,180,8705,CHAPUIS,6319,https://www.liberation.fr/resultats-elections/ile-de-france/essonne/les-ulis-91692/
Uzès,30334,4.4141,44.0158,6659,1898,4761,133,102,4526,CHAPUIS,2503,
Phalempin,59462,3.0219,50.5119,3700,1105,2595,71,54,2470,CHAPUIS,1416,
Fouesnant,29058,-4.0071,47.7883,9186,2789,6397,191,132,6074,CHAPUIS,4719,
Bédarrides,84016,4.9117,44.0462,4175,1301,2874,69,68,2737,CHAPUIS,1477,
Miribel,01249,4.9376,45.8426,6825,2032,4793,120,77,4596,CHAPUIS,2764,
Belleville-en-Beaujolais,69019,4.7248,46.1143,7895,2445,5450,190,109,5151,CHAPUIS,3820,
Saint-Lys,31499,1.2042,43.5101,7001,2085,4916,167,91,4658,CHAPUIS,3377,
Saverne,67437,7.3534,48.7396,7820,2405,5415,139,123,5153,CHAPUIS,3246,
Sisteron,04209,5.9322,44.2003,5456,1662,3794,128,71,3595,CHAPUIS,2104,
Changé,53054,-0.7994,48.1075,7035,1973,5062,168,104,4790,CHAPUIS,3434,
Bourg-de-Péage,26057,5.0552,45.0218,7730,2224,5506,177,107,5222,CHAPUIS,3259,
Cognac,16102,-0.3402,45.6943,12160,3579,8581,257,147,8177,CHAPUIS,5371,
Le Mée-sur-Seine,77285,2.63,48.5405,10715,3100,7615,184,144,7287,CHAPUIS,4664,https://www.liberation.fr/resultats-elections/ile-de-france/seine-et-marne/le-mee-sur-seine-77285/
Camaret-sur-Aigues,84029,4.8827,44.1601,3895,1113,2782,87,55,2640,CHAPUIS,1418,
Divonne-les-Bains,01143,6.1175,46.3741,6063,1782,4281,138,69,4074,CHAPUIS,2497,
Levens,06075,7.2406,43.8458,4132,1274,2858,92,45,2721,CHAPUIS,1495,
Aubigny-sur-Nère,18015,2.4378,47.4763,4226,1328,2898,71,69,2758,CHAPUIS,1695,
Varennes-Vauzelles,58303,3.1425,47.0421,7066,2128,4938,145,80,4713,CHAPUIS,2828,
Carbonne,31107,1.2325,43.2926,4469,1410,3059,101,74,2884,CHAPUIS,2053,
Bailly,78043,2.0766,48.8359,3172,894,2278,51,47,2180,CHAPUIS,1696,
Balaruc-les-Bains,34023,3.6964,43.4527,6199,1772,4427,112,85,4230,CHAPUIS,2430,
Châtelaillon-Plage,17094,-1.087,46.0713,5498,1613,3885,115,76,3694,CHAPUIS,2348,
Saint-Saturnin-lès-Avignon,84119,4.9459,43.9657,4185,1195,2990,75,49,2866,CHAPUIS,1534,
Montévrain,77307,2.7506,48.8659,7483,2260,5223,143,107,4973,CHAPUIS,3179,
Bruay-sur-l'Escaut,59112,3.5391,50.3966,8109,2488,5621,143,128,5350,CHAPUIS,3102,
Rouvroy,62724,2.9048,50.3984,6714,2057,4657,135,100,4422,BAVÉLÈRE,2318,
Châteaugiron,35069,-1.4761,48.0485,7839,2233,5606,194,119,5293,CHAPUIS,4127,
Villecresnes,94075,2.5315,48.7188,7146,2149,4997,166,94,4737,CHAPUIS,3818,
Boucau,64140,-1.4765,43.5262,5787,1813,3974,121,72,3781,CHAPUIS,2842,
Cours,69066,4.3438,46.0985,3087,870,2217,77,42,2098,CHAPUIS,1579,
Claix,38111,5.6519,45.1135,6754,2042,4712,138,120,4454,CHAPUIS,2821,
Somain,59574,3.2723,50.3597,8654,2597,6057,172,108,5777,CHAPUIS,3190,
Magny-le-Hongre,77268,2.8204,48.8686,5088,1450,3638,87,78,3473,CHAPUIS,2168,
Chenôve,21166,5.011,47.2932,7630,2198,5432,172,107,5153,CHAPUIS,3340,
Chanverrie,85302,-0.9846,46.9503,4262,1344,2918,109,39,2770,CHAPUIS,1945,
Le Lavandou,83070,6.4011,43.1592,5252,1482,3770,114,65,3591,CHAPUIS,1848,
Epagny Metz-Tessy,74112,6.0929,45.9404,5351,1639,3712,88,59,3565,CHAPUIS,2504,
Valence,82186,0.8996,44.1076,3274,936,2338,61,54,2223,CHAPUIS,1302,
Le Pré-Saint-Gervais,93061,2.4076,48.8845,8990,2566,6424,170,132,6122,CHAPUIS,4871,
Rungis,94065,2.3453,48.7488,4103,1281,2822,75,41,2706,CHAPUIS,2229,
Gauchy,02340,3.2841,49.8252,4054,1256,2798,109,68,2621,BAVÉLÈRE,1350,
Parempuyre,33312,-0.5945,44.9564,6616,1972,4644,142,83,4419,CHAPUIS,3050,
Villeneuve-Saint-Georges,94078,2.4503,48.7351,13472,3824,9648,342,190,9116,CHAPUIS,7204,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/villeneuve-saint-georges-94078/
Andrézieux-Bouthéon,42005,4.2755,45.5337,6238,1843,4395,136,103,4156,CHAPUIS,2579,
Condom,32107,0.3739,43.9692,4756,1401,3355,120,59,3176,CHAPUIS,2098,
Gien,45155,2.6716,47.7095,8215,2478,5737,197,115,5425,CHAPUIS,3418,
Condé-en-Normandie,14174,-0.5923,48.8876,4475,1331,3144,88,73,2983,CHAPUIS,2042,
Le Perray-en-Yvelines,78486,1.8438,48.6963,5261,1556,3705,123,85,3497,CHAPUIS,2744,
Péronnas,01289,5.215,46.1693,4604,1474,3130,107,56,2967,CHAPUIS,1836,
Montceau-les-Mines,71306,4.3519,46.6757,11165,3379,7786,255,154,7377,CHAPUIS,4555,
Villers-Cotterêts,02810,3.0842,49.208,7061,2152,4909,139,89,4681,BAVÉLÈRE,2502,
Carbon-Blanc,33096,-0.5003,44.9022,5755,1796,3959,105,79,3775,CHAPUIS,2589,
Venzolasca,2B343,9.4797,42.4969,1186,344,842,19,12,811,CHAPUIS,432,
Beynes,78062,1.8753,48.8593,5878,1705,4173,86,97,3990,CHAPUIS,3065,
Guise,02361,3.6287,49.8975,3246,951,2295,55,42,2198,BAVÉLÈRE,1151,
Le Plessis-Bouchard,95491,2.2375,49.0025,5649,1734,3915,91,64,3760,CHAPUIS,2731,
Aucamville,31022,1.4283,43.6736,6001,1881,4120,105,97,3918,CHAPUIS,2828,
La Riche,37195,0.6393,47.3799,6411,1871,4540,125,87,4328,CHAPUIS,3023,
Gleizé,69092,4.6888,45.9907,5584,1656,3928,97,75,3756,CHAPUIS,2827,
Corte,2B096,9.0893,42.271,3628,1051,2577,87,42,2448,CHAPUIS,1300,
Lesquin,59343,3.1147,50.5895,5777,1784,3993,76,67,3850,CHAPUIS,2223,
Autun,71014,4.3074,46.9466,9425,2884,6541,211,142,6188,CHAPUIS,3750,
Saint-Germain-lès-Corbeil,91553,2.4904,48.6249,5152,1580,3572,118,93,3361,CHAPUIS,2424,
Beuvry,62126,2.6914,50.5358,6842,2072,4770,119,94,4557,BAVÉLÈRE,2367,
Le Soler,66195,2.7999,42.6785,6059,1784,4275,109,90,4076,CHAPUIS,2168,
Amboise,37003,1.0101,47.3978,8671,2637,6034,205,131,5698,CHAPUIS,3955,
Apt,84003,5.3797,43.8774,7260,2208,5052,143,98,4811,CHAPUIS,2574,
Argentan,61006,-0.0089,48.7256,8707,2542,6165,181,129,5855,CHAPUIS,3618,
Brindas,69028,4.7048,45.7238,4523,1355,3168,97,60,3011,CHAPUIS,2202,
La Fare-les-Oliviers,13037,5.2125,43.5452,5456,1613,3843,119,80,3644,CHAPUIS,2124,
Grenade,31232,1.2705,43.7668,6163,1872,4291,150,90,4051,CHAPUIS,2978,
